,평점,날짜,후기
15,4.5,2024.03.07.,"2024.3.6 수 첫방문 
좋아요"
16,4.6,2024.02.16.,"넒어서 걷기 좋아요~
다만 볼건 별로 없는듯 해요~"
17,4.2,2024.01.31.,산책로 벚꽃명소 코스모스 산책로
18,4.2,2024.01.23.,조용하고 산책 하기에 딱 입니다.
19,4.4,2024.01.01.,It’s good recommend you to visit this place
20,4.7,2023.12.30.,분위기 좋고 넓어서 운동겸 산책겸 가볼만합니다~^^
21,5.0,2023.11.24.,
22,5.0,2023.11.23.,
23,4.1,2023.11.02.,"와 보니까 뷰,넓어서 시설도 Good 👍"
24,3.1,2023.11.01.,그냥 걷기좋은 아주 큰 공원
25,5.0,2023.10.29.,
26,4.4,2023.10.28.,"공기좋고 한적한 인천의 갈만한곳
산책로"
27,4.8,2023.09.29.,우리 갱얼쥐가 좋아해요~
28,4.3,2023.09.28.,입구 근처에 BHC 치킨도 있고 호수에 잉어도 있고 산책과 운동 하시는 분들도 많았습니다~!
29,4.5,2023.09.06.,좋아요.
30,4.2,2023.08.29.,
31,3.2,2023.08.17.,축구장 잔디 상태 좋아요!
32,3.0,2023.08.10.,
33,5.0,2023.08.06.,
34,4.1,2023.08.04.,
35,1.9,2023.08.01.,
36,2.2,2023.08.01.,
37,4.4,2023.07.31.,"산책로가 잘 조성돼있고
다양한 종류의 꽃과 나무가 많아서 좋아용!
쓰레기통이 많이 없는 게 단점이랄까ㅠ

주차장 자리 많고
주차비는 하루종일 3천원. 선불."
38,4.1,2023.07.27.,
39,4.4,2023.07.22.,
40,4.0,2023.07.02.,
41,5.0,2023.06.30.,
42,5.0,2023.06.23.,
43,2.7,2023.06.07.,
44,5.0,2023.06.03.,
45,4.5,2023.05.21.,
46,4.0,2023.05.21.,벚꽃명소 .봄나들이
47,2.3,2023.05.20.,
48,3.2,2023.05.15.,"완전 황당합니다
바지 갈아입고 나왔는데 지갑을 안챙겨왔어요
주차비가 선불인데 카드밖에 안된답니다
차에 비상현금은 약간 있었는데 
어이 없어요
안내나 문의할곳 조차 안 만들어놓고
너무 자기늘 편하려는 이기주의가 아닐까요
씁쓸합니다"
49,5.0,2023.05.15.,
50,5.0,2023.05.14.,산책하기 좋은곳
51,4.3,2023.05.11.,
52,5.0,2023.05.07.,
53,4.1,2023.05.05.,
54,4.0,2023.05.03.,
55,3.4,2023.04.08.,"벚꽃 구경하며 산책하기 대박
동물원 지금 닫아서 운영 안해요
캠핑장 쪽에 반려견 놀이터 있어요!!"
56,4.6,2023.04.04.,23.04.04.기준 남문 진입로  벚꽃 사진입니다. 벚꽃 터널이 1km쯤 되는데 너무 이뻐요. 해마다 오기로 결심했어요.
57,3.7,2023.03.20.,주말 나들이 하기 좋아요^^ 날씨 좋은 날엔 차가 많으니 대중교통 이용 추천합니다. 올때마다 이런 저런 이유로 동물원은 못보고온다는 점이 참 아쉽네요.
58,5.0,2023.01.22.,
59,4.9,2022.12.12.,
60,4.4,2022.11.08.,
61,4.2,2022.10.26.,
62,3.7,2022.10.25.,동물원은 월요일 빼고 매일 열고 오후 5시까지 연다고 합니다
63,4.3,2022.10.21.,산책하기 매우 좋습니다
64,3.5,2022.10.20.,무료 숲 해설 프로그램이 있어서 <숲 속 미술관>이라는 프로그램에 참여해 보았는데 수목원 걸으면서 그림과 관련된 흥미로운 식물 이야기 들을 수 있어서 무척 즐거웠습니다 단풍 시작된 수목원도 아름다웠고 박학다식한 소나무 선생님 해설 들으며 걸으니 그냥 산책할 때보다 훨씬 값지게 시간을 보낸 것 같았어요 가깝게 산다면 더 자주 방문하고 싶은 곳입니다~
65,4.0,2022.10.18.,
66,4.2,2022.10.01.,
67,4.3,2022.09.21.,
68,2.1,2022.09.09.,"문의를 하니 당직실로 두번이나 돌렸는데 끊어버리고, 수목원 보러 왔는데 추석연휴에는 안 여네요. 그냥 놔 두면 되지 감시관리하는 인력이 꼭 필요합니까? 시민휴식 공간은 연중무휴로 하면 좋잖아요"
69,4.0,2022.08.29.,
70,5.0,2022.08.21.,"봄여름가을겨울 사계절 모두 좋은곳입니다
주말이면 항상 사진촬영하러 갑니다~"
71,3.7,2022.06.25.,"서울숲 보다 넓고 등산길도 있고 
여러 숲길들을 잘 몰라서 걷지 못해 봤으면 모를까 예쁜 숲길도 많아요"
72,4.5,2022.06.05.,"나무가 많아서 청량하고 시원해요~
자전거 대여도 가능하지만,
곳곳에 각기 다른 테마로 꾸며놓아서 운동삼아 산책하기 너무 좋네요~ 
호수도 있고 중간중간에 편의점들이 있어서 좋아요 ^^"
73,4.4,2022.05.30.,나무가 그리울때 걷고 싶을때 가면 좋음 단점은 모기
74,4.3,2022.05.22.,"산책하기 좋네요. 큰나무들이 많아 그늘에 돗자리 펴고 누워있으면 정말 힐링,,❤"
75,4.0,2022.05.19.,
76,5.0,2022.04.30.,"코로나 전에는 매년 갔었는데요. 입장료가 없고 사람이 많아서, 원두막은 늘 가득차 있지만 그래도 돗자리 하나 가져가면 앉을 곳도 많다. 의자도 많고....
올해 5월에도 가려한다. 튜울립아 조금만 더 펴 있어다오."
77,3.8,2022.03.22.,산책하기 참 조아요~
78,5.0,2022.01.31.,겨울 인천대공원에 가족끼리 산책하기 너무 좋아요
79,4.1,2022.01.10.,봄 여름 가을이 진짜 좋음. 아쉬운거 하나 꼽자면 정문 디자인
80,3.9,2021.11.28.,굿굿
81,1.0,2021.11.12.,
82,5.0,2021.11.06.,
83,4.0,2021.09.22.,"넓긴한데 뭐 딱히 구경할만한건 없네요, 자전거는 탈만해용"
84,4.8,2021.09.21.,"산과 꽃과 
파란 하늘과 호수
그리고
배러가 있는 완벽한 인천대공원입니다."
85,4.2,2021.08.22.,
86,4.0,2021.08.15.,
87,5.0,2021.07.18.,
88,3.7,2021.06.18.,사장님이 친절하십니다
89,5.0,2021.06.15.,
90,4.5,2021.05.31.,예쁜 꽃이많고 길이 잘되어있어 소풍가기 좋았어요.
91,1.2,2021.05.18.,
92,2.2,2021.05.13.,간만에 공원갖다왔는데  넘 좋았어요ㅋ  꽃은봉우리만 피고  오두막은  다 막아놔서 못들어갖지만  공기가좋아서 패스ㅋ  자전거도  좀힘들었지만  동생과 간만에타니 더 기분이 최고였읍니다  자주 가야겠어요  그때쯤에는  동물원도 구경할수있겠죠ㅋㅋ
93,3.8,2021.04.28.,좋아요 넓구 나무길도 이쁘고 근데 사람이 많아요
94,3.6,2021.04.14.,"넓고 산책하기 좋네요
어린이 동물원은 조류독감으로 인해 운영중단이라고 합니다
참고하세요~"
95,3.7,2021.04.11.,
96,4.0,2021.04.07.,"원체 넓어서 사람들끼리 부딪힐일도 없는데 툭하면 폐쇄하는건지,문닫는 일 말고 다른 방법은 없는건지, 주말에 사람몰릴 때는 닫고 평일은 열어도 무방하지 않을지,"
97,2.9,2021.04.04.,2021.4.3~4.11 인천대공원 일시 폐쇄
98,4.4,2021.02.12.,
99,3.4,2021.02.10.,다좋은데 쓰레기통좀 만들어주세요
100,3.5,2021.02.01.,넓어서 좋고 계절상관없이 좋습니다.
101,5.0,2021.01.23.,산책로
102,2.9,2021.01.20.,동내 최고 명소
103,4.1,2021.01.05.,코로나 시기에 여행지 ~~
104,4.9,2020.12.22.,
105,3.7,2020.11.18.,
106,4.3,2020.11.09.,
107,5.0,2020.11.06.,
108,4.7,2020.11.01.,
109,3.7,2020.10.19.,"봄에 벗꽃피면 좋음
동물원 있어서 애들 대리고 가기 괜찮음"
110,2.9,2020.10.17.,"길이 너무 예쁘고 온실도 잘돼있네요, 근데 정문에 있는 매점은 파라솔 곰팡이가 장난아닌데 앵간하면 좀 바꾸면 좋겠네요 암생각없이 앉았다가 기겁해서 일어남"
111,3.2,2020.10.05.,"넓고 산책 자전거 타기 좋은 공원이다.
매점은 비추천한다."
112,3.0,2020.09.24.,
113,3.3,2020.09.23.,
114,3.5,2020.09.16.,
115,2.4,2020.07.25.,공원은 넓고 산책하기좋음 매점에있는 bhc가지마세여 소스가 상했는지 신맛이나고 치킨은 하나도 안뜨겁고 아침에퉈겨놓은거 그냥 담아주는느낌?̊̈ 쓰레기에여 멀리가서 반품하러는안갓지만 다신안감
116,3.4,2020.07.09.,
117,3.3,2020.05.20.,
118,4.8,2020.03.07.,어렷을적 우리 가족이 자주 들리던곳. 예전 시설들이 그립습니다 ㅠㅠ
119,2.9,2020.01.03.,"몇달에 한번씩 방문함 산책하며 데이트하기, 가족과 함께 나들이 좋음.
인근 주민들 운동하러도 많이 오심."
120,1.4,2019.09.08.,"정문 매점에서 파는 음료수 대부분 불매기업인 ㄹ데, 동아오츠카 투성이"
121,4.0,2019.08.19.,
122,3.4,2019.06.07.,
123,3.2,2019.05.12.,"예산이 문제인 건가?
정말 이리 넓은 땅덩어리에 겨우 이런 인프라가 최선인 건가??
인천시 이름을 건 대공원 수준이란게 참.."
124,3.6,2019.05.06.,
125,3.5,2019.04.01.,점점 좋아지는 곳
126,3.5,2018.04.26.,"인천에 살며 가본 곳
추억의 장소"
127,4.0,2017.09.24.,
128,2.9,2016.11.20.,
