,평점,날짜,후기
34,3.2,2023.01.19.,한번쯤은 갈만한데...굳이? 카멜리아힐이 좀더 나은거같음 여긴 입장관리도안되고 주차관리도안되고...입장권을 주는것도아니고 영수증도 안주던데 매표소 아르바이트? 가 매표한사람 아닌사람을 다 어떻게 구분한다는건지... 알수없다
35,3.3,2023.01.18.,넓다고 해서 갔는데 별로.. 매표권 발행도안되는 입장료가 말도안됨 .. 1~2천원 하는 위미 동백수목원이 훨씬 낫네요
36,3.5,2023.01.16.,
37,3.9,2023.01.12.,사진찍기에 너무 좋았어요 이쁜 동백꽃도 많구요
38,3.6,2023.01.12.,사진찍을 곳도 많고 동백꽃도 예쁨
39,4.4,2023.01.03.,사유지인건 알지만 동백포레스트 내에 무덤이 있어요 카페2층 올라가서 내려다봐도 무덤이 보입니다 허허 피해서 찍으면 되긴 하지만 굳이... 별로 넓지 않습니다 다른 동백꽃 예쁜 곳도 많으니까 거기 가세요
40,4.4,2023.01.03.,"너무나 아름다운 동백꽃 뷰.. 제주도 여행간다면 꼭 한번 들리셔서 인생샷 건지거나 , 여친을 이쁘게 찍어줍시다!

동백꽃 꽃말도 너무 이뻐요 ㅎㅎ"
41,3.8,2023.01.02.,동백꽃은 예쁨.
42,3.5,2023.01.01.,
43,4.4,2022.12.27.,사람 너무 많고 카페 자리도 없음 사진만 찍을만 함
44,4.8,2022.12.27.,"동백꽃 단지~~! 사람 많구, 동백 많고!! 인생샷 건져갑니당"
45,3.1,2022.12.25.,이쁜데 비오거나눈온담에는 비추입니다 진흙이여서 신발엄청더러워집니다ㅜ
46,2.3,2022.12.16.,"여기 너무 작아 놀랬어요 주차장 터가 더 넓은듯
여길 왜 돈내고...인스타가 뭔지 ㅉ
카멜리아힐 가세요 
입구에 안내소 알바는 주차장 다녀오는 관람객 상대로 입장료 냈냐고 소리를 고래고래 보기불쾌.  팔찌라도 주던가요
여기 정말 서귀포 핫플?중 가장 어이없는 곳이었어요
5천원 허허"
47,4.9,2022.12.15.,사설 수목원이라 확실히 다른곳에 비해 수목의 관리상태가 좋음. 유명한 곳이라 관람객이 많아서 고즈넉한 맛은 덜함.. 조용히 구경하고 싶다면 아침 일찍 가는 것을 추천.
48,5.0,2022.12.14.,
49,4.7,2022.12.13.,평일이지만 동백꽃 피니 사람들이 엄청 많네요. 동백수목원이랑 비슷한 느낌이에요. 꽃 참 예뻐요.
50,3.1,2022.12.09.,겨울꽃이라 겨울에 오기 좋아요. 입장료 저렴
51,3.3,2022.12.07.,삼각대 없으면 심심한곳 ㅋ
52,4.7,2022.12.06.,평일 손님이 많은데도 불구하고 관리가 정말 잘되고 있는 것 같아 좋았습니다. 커피 메뉴도 맛있어요!
53,3.5,2022.12.05.,11월말인데도 더웠던 날씨 날씨도 좋았던 동백포레스트 너무 좋았던 곳이었다. 와이프님 좋아서 피곤함을 잊고 구서구석 다 뒤지고 다니며 사진 찍음
54,4.0,2022.12.03.,입장료가 전혀~아깝지 않은 곳 11월말에 방문했는데 너무 좋았습니다 ><
55,3.6,2022.12.03.,
56,3.1,2022.06.06.,아무것도 없고 카페도 없고 이건 무슨 일입니까?  위치수정하세요! 좀 ♩♪♬
57,3.6,2022.05.07.,2월입니당 입장료 저렴하고 진짜 예뻐요!! 또 가고 싶네요ღ˘⌣˘ღ
58,3.5,2022.02.28.,"동백이 많이 지긴 했지만
분위기 좋음"
59,3.6,2022.02.25.,동백꽃 향이 좋아요.
60,2.7,2022.02.19.,동백꽃은 진짜 예뻤던 곳. 겨울 제주에서는 이곳만큼 예쁜 곳이 있을까 싶네요. ^^
61,3.0,2022.02.11.,지금 가면 꽃 다 흐물흐물해요 사람 진짜 많고 ... 이쁘긴 합니다
62,4.3,2022.02.02.,시기 잘 맞춰서 가면 더 예쁠 것 같아요
63,4.0,2022.01.28.,사진만 열심히 찍구 호다닥 지금가면 꽃 많이 있어요!
64,4.6,2022.01.28.,향기롭다
65,3.3,2022.01.27.,"전날 다른곳에서 동백 실컷봐서 갈까 말까 망설였는데, 동백포레스트는 해가 지날수록 더 예뻐지는 것 같아요. 다만, 카페에 일하는 알바생은 많은데 다들 멀뚱히 서 있고.. 화장실이나 테이블 등은 관리 하나도 안되고 너무 지저분.. 조금만 케어해주면 좋을 것 같아요."
66,4.3,2022.01.04.,낮지만 흐드러지게 판 동백꽃
67,3.6,2022.01.04.,
68,4.7,2022.01.02.,동백꽃이 멋지네요 한번쯤 가볼만해요
69,4.5,2022.01.01.,"정말 입장료 만큼의 가치는 있어요.
사람이 너무 많아 사진찍기에는 조금 불편하지만 만개한 동백꽃은 정말 이뻐요"
70,3.9,2021.12.28.,예쁘다 눈와서 진흙범벅이긴함 아침일찍가면 사람이 적은디 10시반 후부터 사람들 엄청 밀고들어옴..
71,5.0,2021.12.27.,
72,3.7,2021.12.26.,동백꽃이 예쁘긴 하나 입장료가 비싸고 그닥 볼게 없네요.
73,3.8,2021.12.26.,사람 정말 많아요. 그래도 한 번쯤 가볼 가치가 있는 곳입니다. 사진 진짜 많이 찍고옴. 사진 잘나와요. 아무데서나 찍어도 다 잘나옴. 동시에 사람이 많으니까 단독샷은 좀 힘들수도 있음.
74,3.9,2021.12.18.,
75,2.7,2021.12.17.,
76,5.0,2021.12.08.,
77,4.8,2021.11.25.,동백은 고향의 꽃..사랑스럽다.
78,3.5,2021.11.16.,야외 자리도 잘 되어 있어서 동백 보면서 차 한잔 마시기 참 좋았습니다. 액자 포토존은 사진 정말 잘 나와서 추천합니다.
79,3.9,2021.10.15.,너무 좋아요^^
80,4.3,2021.05.02.,"동백꽃 피는 계절은 아니었지만, 한적하고 향기로왔다."
81,5.0,2021.02.08.,"2021/02/08 기준, 동백꽃이 거의 지고 있어서 입장료 1000원씩 할인해주셨어요. 몇그루 정도 활짝 핀 나무빼곤 듬성듬성있지만 너무 예뻤어요!"
82,4.2,2021.02.03.,"지난 11월 방문. 카페에서 찍는건 웨이팅200팀
밖에서 찍는곳도 넓고, 의외로 포토스팟 많아서 괜찮았어요. 사람 정말 많음"
83,4.4,2021.01.23.,
84,4.1,2021.01.19.,"보통이에요..꽃이 많이 떨어져 아쉽네요.ㅜㅜ
할인된 입장료도 좀 비싸게 느껴졌어요.
그렇지만 가꾸시는데 든 정성을 생각하면 이해가 가기도하구요"
85,4.2,2021.01.19.,보통입니다 동백꽃 많이 떨어졌다고 입장료 천원할인해주니 좋네요 안그럼 화날뻔 ㅎ연인들사진찍기좋은곳
86,3.5,2021.01.17.,
87,3.5,2021.01.02.,굿
88,4.2,2020.12.20.,"여기 동백꽃이 잴 이뿐 거 같아요
입장료가 4천원은 쪼매 비싼 거 같지만 사진은 이뿌게 잘 나와요!
포토존도 이뿌궁"
89,4.2,2020.12.12.,"입장료 사천원, 주차안내 잘 해주시고 실내포토존은 카톡으로 대기하면되서 좋아요. 
사진찍을 데 많아서 좋았어요."
90,4.8,2020.12.10.,좋아요
91,3.8,2020.12.02.,"생각보다 넓지 않아서 입장료 4천원은 좀 아깝지만 갈만한 곳
실내 포토존은 기다리지 않게 입장할때 번호등록을 해서 좋았음 
다만 카페겸 포토존을 운영해서 카페사람들이 빙 둘러앉아서 보고있다는? ㅎ
여튼 여디든 사진이 잘나옴 예쁨"
92,3.1,2020.11.28.,"입장료 4천원.
동백꽃이 활짝 피어서 예쁘다.
주차장도 상당히 넓다.
단, 카페는 다른곳으로."
93,4.6,2020.11.20.,"11월 15일경 방문했는데 입장료 할인중이라 2000원 지불하고 들어갔어요
이제 막 피기 시작한 나무도 있고 활짝 핀 나무도 있었어요
동백꽃 만개했을 때 가면 너무 예쁠 것 같은..
카페 내부에 사진찍을 수 있는 스팟이 있어서
여기 앉아서 찍으면 인생샷 건지실 수 있어요 ㅋㅋ
루프탑이 있어서 그 위에서 보는 것도 좋아요
(봉분이 하나 보이긴 하지만..)"
94,4.2,2020.03.01.,지금은 꽃없고 사람도 없고 꽃피는 시기에 맞춰가세요
95,5.0,2020.01.29.,일단 너무 전체적으로 풍경이 너무 예쁘고 주차 관리도 잘 해주셔서 좋았어요! 기회가 된다면 내년에도 꼭 재방문 할 생각입니다!! 강추에요 !!
96,4.2,2020.01.25.,"좋았어요. 건물 안 포토스팟에서 사진이 예쁘게 나오니 꼭 찍으세요. 동백이 많이 져서 아쉬웠어요.
한치빵 드세요 존맛탱"
97,2.6,2020.01.21.,동백은 훌륭하지만 입장료 4000원은 너무하니 그냥 지나치고 카멜리아힐가보세용
98,3.0,2020.01.20.,
99,4.5,2020.01.20.,줄이 엄청 서있는거에요 매표소 옆에 그래서 안 찍으려다가 아빠가 기다려주고 해서 찍었는데 정말 스튜디오 마냥 이쁘게 나왔어요 ㅜㅜ 빠르게빠르게 찍어야지 천천히 찍으면 노우
100,5.0,2020.01.18.,
101,4.8,2020.01.18.,
102,3.9,2020.01.18.,
103,4.0,2020.01.18.,
104,3.8,2020.01.13.,"직원 개불친절
4천원내고 사진찍기"
105,3.6,2020.01.11.,"아주 넓지는 않지만 동백나무가 많아 구석구석 사진 스팟이 많습니다. 차가없으면 가기 힘들수도.
액자사진은 줄이 길어 못찍고.
동백나무 외 볼거리, 체헝거리가 없어서 잠깐 사진 찍고 구경하는데 사천원은 좀 비싸다 싶기도 해요."
106,3.7,2020.01.05.,"동백이랑 사진 찍기 좋은곳.
내가 여자가 있다.
그럼 그냥 고하세요."
107,2.3,2020.01.05.,
108,2.8,2019.12.30.,"주차 안내 엉망
직원들 불친절
인스타 핫플이라 왔는데 기분만 상하고 가네요"
109,4.2,2019.12.30.,동백꽃도 많이 심어서 군데군데  사람 없는 곳에서 사진찍기 좋은것 같아요! 액자샷이 가장 유명한데 시간 잘골라서 가면 15분 정도 대기이고 사람많은 피크날은 1시간 대기하구 액자샷찍으셔야해요~~ 12월14일날 갔을땐 꽃도 많고 좋았습니다 그리고 도민분들은 입장료 천원 할인이니까 신분증 보여주시면 할인이에용ㅎㅎㅎ
110,3.0,2019.12.29.,꽃이 많이 시든 느낌이었다..(12.28. 방문)
111,4.0,2019.12.25.,정말 예뻐요~ 액자샷찍으시려면 오래 기다려야하니.. 아예 입장시간보다 조금 더 일찍 도착하는게 좋을거에요.
112,4.9,2019.12.11.,사람은 많았지만 요이조리 피래서 찍으면 사진 잘나와요
113,4.4,2019.11.27.,2019년 11월 27일 기준 동백꽃 꽤 많이 폈음 사진찍기 좋을정도로 개화함 생각보다 넓고 사람도 적어서 좋았음 하지만 차 없으면 오기 힘든위치 택시도 잘 안잡힘 ㅠ
