,평점,날짜,후기
26,4.4,2023.12.31.,"겨울여행이면 꼭 가보시길.  동백꽃들이 개화시기가 특정주간에 몰려있지 않아서  서너달은 꽃을 감상할 수 있을 것 같다고 생각되네요.  특히 지난 12월중순에 왔으면 진짜 이뻤겠다고 생각되구요.
공원 규모가 어마어마하고 화장실 건물조차도 이뻤어요. 
주차장 규모도 컸고, 입장권은 검색해서 할인가격으로 예매하세요.  기간권을 사서 아무 날짜에나 쓰면 됩니다.  예매 당일 사용도 되요.  작은 선물용 아이템도 제주내 다른 기녕품샵보다 더 이쁜 것들이 많았어요."
27,4.3,2023.12.30.,귀엽고 예쁜 스팟 많아요
28,1.6,2023.12.27.,"입장에서 걸어오면서 힐링했는데 플라워카페에서 시그니처 메뉴라고 주문한 청귤뱅쇼 ㅠㅠ
진짜요 물맛에 새콤한 맛만 나요 다시 카운터에 가서 이야기했더니 시럽 두번 넣어주는게 끝~이왕 드시면 차라리 무난한 커피 드세요"
29,4.0,2023.12.26.,
30,4.0,2023.12.25.,"꼭
온실 속 동백은 봐야됨"
31,3.6,2023.12.20.,
32,3.1,2023.12.17.,제주 카멜리아힐  동백나무
33,4.0,2023.12.15.,"이시기에 가긴 정말 애매합니다.
볼게 정말  없어요...
2번째  방문.(2023 12 15)
겨울동백 시즌인대도 동백이  정말 없어요.
아...이젠 진짜 안감."
34,3.7,2023.12.15.,"5점 한번도 준적 없는데
봄에 수국,연산홍 필때 다시오고 싶어요"
35,5.0,2023.12.09.,생각보다 넓고 볼거리가 많아요. 반나절 정도 잡고 여유롭게 가야겠어요~
36,3.4,2023.12.04.,
37,4.2,2023.11.29.,"진작 왔었어야 했는데 지금 시기가 늦은 거 같아요
동백꽃이 앞쪽은 거의 다 지고 안쪽도 지고 있어요
내년에 일찍 다시 와야겠어요
사진은 오늘 찍은 사진이에요
실온 카페 직원도 불친절한 거 같고 좀 아쉽네요"
38,5.0,2023.11.29.,핑크뮬리명소 산책로 포토존 나들이
39,4.1,2023.11.29.,카페 직원들이 친절하진 않네요.알바생인가.
40,4.7,2023.11.26.,
41,4.4,2023.11.24.,
42,4.8,2023.11.19.,"저는 만원내고 갔는데 처음엔 비싸다고 했다가 생각보다 넓고 볼거리가 많아서 티켓값 괜찮다고 했네요ㅋㅋㅋ 개인적으로 동백꽃은 엄청 많이 폈던 곳을 가봤어서 별 감흥 없었고, 팜파스(?)랑 억새랑 핑크뮬리 사이에 거울 배치해둔 정원이 이뻤어요! 아이디어 좋은듯ㅎ 이뻐용 날씨 좋을 때 가세유"
43,3.6,2023.11.16.,"2월까지 계속되는 제주도의 아름다운 동백꽃과 다양한 정원 등을 즐길 수 있는 수목원

서귀포에 위치한 카멜리아힐은 동양에서 가장 큰 동백 수목원으로 토종 동백꽃부터 아기 동백, 유럽 동백 등 80여 개국 500여 품종의 수많은 동백꽃을 만날 수 있는 곳입니다. 6만여평으로 조성된 카멜리아 힐은 29가지의 테마들로 이루어져 있어 관람로를 따라 관람하는 것을 추천드려요

수목원 안에 아기자기하고 인스타 감성이 가득한 포토 스팟이 많아 연인과 친구, 가족 단위 관광객들 에게 특히 인기가 많은 곳으로 다채로운 색의 동백꽃, 애기동백 꽃터널, 가을정원 갈대숲, 핑크뮬리 등 아름다운 배경으로 멋진 인생샷을 남길 수 있었어요

카멜리아 힐은 겨울 동백꽃을 비롯해 여름에는 수국꽃, 가을에는 억새와 핑크뮬리가 정원을 채워 어 느 계절에 방문해도 높은 만족도를 자랑하며 제주자생식물 250여종을 보유하고 있어 넓게 조성된 공 원에서 맑은 공기과 기분 좋은 꽃내음을 듬뿍 맡을 수 있는 시간을 보냈습니다

카멜리아 힐 중앙에 위치한 전망대에서는 제주도의 산방산, 송약산을 비롯해 단산, 모슬봉, 군산, 가파 도에서 마라도까지 한 눈에 담을 수 있는 특별한 경험을 할 수 있었어요! 정원 내에는 곳곳에 쉴 수 있 는 공간과 여유를 즐길 수 있는 정자, 카페, 기념품샵도 자리하고 있다는 사실!"
44,5.0,2023.11.15.,"택시아저씨가 티켓가격물어보셔서
금액말하니 잘예매했다고함 ㅋ
동백이 피기시작해서 너무이쁨
제주도 가면 꼭 방문해봐야 하는곳이 맞음

입구에 택시들도 서있어서
뚜벅이도 문제없음!!"
45,3.8,2023.11.05.,"실내외 정원을 잘 가꾸어 놓았고, 상당히 넓어서 볼거리 및 포토존이 많이 있습니다 
입장료도 저렴한편"
46,3.3,2023.11.04.,"생각보다 넓어 산책하기 정말 좋았습니다👍
하지만 10월이라 그런지 꽃이 생각보다 많이 피지 않았고 날파리가 너무너무너무 많았습니다🥲"
47,4.0,2023.10.30.,"비온 뒤나 꽃이 만발 했을때 멋질거 가타
좀 아쉽네"
48,3.9,2023.10.18.,가을정원이 이뻤습니다.
49,3.7,2023.10.15.,
50,3.9,2023.10.07.,이뻤어요! 엄마 s펜을 잃어버린 슬픈 장소..
51,4.1,2023.09.30.,230930일 제주여행 삼일째 고고
52,5.0,2023.09.26.,나 김정원이 인정한 포토존 맛집.
53,3.9,2023.08.26.,"숲속 산책하기에 좋은듯해요
특히 수국이 한창일때 꽃들이 참 예쁩니다"
54,3.0,2023.08.21.,직원불친절해요
55,5.0,2023.08.12.,전체적으로 사진이 잘 나오고 아기자기하게 잘 꾸며져 있어서 좋았습니다!!
56,4.5,2023.08.11.,수국명소 산책로 포토존
57,4.6,2023.08.10.,두번가봤는데 제주도가면꼭추천요
58,4.4,2023.07.31.,동백꽃이 활짝 안폈을때 갔는데도 자연경관이 아름다웠어요 ~!
59,4.5,2023.07.30.,
60,3.1,2023.07.19.,
61,4.6,2023.07.17.,6월에 방문했는데 수국이 가득 피어있었습니다. 수국명소답내요.
62,4.1,2023.07.08.,
63,4.3,2023.07.06.,"시기 잘 맞춰서 가면 아주 굿.. 그런데
이제 날짜 잘못 잡으면…."
64,3.6,2023.07.05.,
65,4.2,2023.07.03.,포토 탑
66,4.1,2023.07.02.,포토존📸
67,4.8,2023.06.30.,
68,3.2,2023.06.28.,수국이 참 예쁘던데 안개 땜에 잘 안보여서 아쉬웠음 만개 시기는 지났는지 살짝 고개 숙인 것처럼 보였어요
69,4.5,2023.06.25.,사진찍기좋은곳
70,4.3,2023.06.22.,
71,3.7,2023.06.17.,좋아요 입장료 1만이죠?
72,2.9,2023.06.16.,soso
73,4.1,2023.06.14.,"6월에 가면 수국이 색색깔로 곱습니다. 특히 대온실 쪽이 화려합니다. 다만, 휠체어를 타고 갈 수 있다고 알려졌으나 휠체어 타고 가기 편한 구간은 절반 정도입니다.거의 코코넛펄프 매트가 깔려있어 쉽지는 않습니다. 휠체어가 지나갈 수 있게 친절히 양보해주신 방문객님들께 감사드립니다."
74,4.4,2023.06.12.,
75,4.5,2023.06.10.,
76,3.8,2023.06.09.,
77,3.4,2023.06.08.,동백꽃밭과 수국밭을 찾으시나요
78,4.0,2023.06.06.,수국 천지 6월에 꼭 가세요 시원하고 그늘에 꽃구경이 신선놀음
79,3.9,2023.06.04.,동백꽃과 사진찍을곳이 많아서 입장권이 아깝지 않았어요 !
80,4.0,2023.05.30.,"계절마다 예쁜 곳이 가득한 곳으로 여름엔 수국, 겨울엔 동백이 예쁜 곳이에요. 요소요소 사진을 찍기 좋은 포인트도 많아서 SNS용으로 들러봄직한 곳이에요. 입장료는 있습니다."
81,3.9,2023.05.27.,"수국 많이 있어서 예뻤고 다양성은 떨어짐
식물 종류가 많진않아서 시기 잘 안맞추면 볼거리가 없을거같긴함"
82,4.0,2023.05.25.,너무너무 멋지고 수국이 예쁘게 펴있어서 가족 모두 행복한 여행 했습니다!!:)
83,3.7,2023.05.21.,뷰 최고임. 무조건 가셈. 특히 우중에 방문한다면 분위기도 살고 주변의 풀냄새가 증폭되는 타이밍이니 기회가 된다면 그때 방문하기도 좋다고 생각함. 중간쯤에 전망대가 있는데 이상한 중간 구조물때문에 360도 관측은 불가함. 특정 부분만 볼수 있으니 참고 바람. 그렇다해도 최조의 관광지중 하나인것은 분명함.
84,3.3,2023.05.09.,
85,4.6,2023.05.06.,깨끗하고 구획정리가 잘 되어있어 엄청 넓어도 길을 잃지 않아요
86,4.8,2023.05.04.,
87,4.7,2023.05.04.,
88,4.0,2023.04.26.,수국이나 핑크뮬리 시기 잘 맞춰서 와야할 것 같네요 방문 전에 현 상황을 미리 알아보고 오지 못 한 게 조금 아쉬워요
89,4.0,2023.04.22.,"Beautiful array of flowers, from pink and purple to red and yellow! Plenty of garden chairs scattered around to take photos on so everyone will know you’ve been"
90,3.1,2023.04.10.,
91,3.3,2023.04.09.,"입장료 만원?? 욱긴다 양아치들인가; 2천원이면 지나가는길에 가보겠다 동백 하나도 없다! 
서울식물원이 무료인데 거기가 천배 낫다 
울엄마가 여기가 제일 최악이였단다 
돈값못하는 베스트1"
92,4.3,2023.04.09.,입장료가 좀  비싸긴 하지만 볼만해요
93,4.1,2023.02.24.,
94,3.8,2023.02.13.,"처음엔 동백꽃이 너무 없어서 실망했어영ㅠ
근데 산책코스 마지막 즈음에 있던 큰 갈대밭이 너무 예뻤고, 갈대밭 코스 지나서는 만개한 동백꽃 나무들이 많아서 사진 엄청 건졌어용ㅎㅎ 동백 필 시즌이면 가시는거 추천합니당"
95,3.3,2023.02.12.,"여전히 사람 많은곳.. 
계절에 따라 시기에 따라 달라지는 곳임. 
지금이 가장 안좋을때인듯해서 아쉬워요"
96,2.0,2023.02.09.,겨울엔 가지마세요
97,3.7,2023.02.01.,비싼 가격에 너무 빈정이 상해버렸고 동물 사는곳이있길래 잔뜩 기대를하고 갔는데 동물은 커녕 거미줄만 잔뜩쳐져맀어서 너무나도 빈정이상함
98,4.4,2023.01.30.,"5월엔 수국과 참꽃 세상. 막 만발한 모습은
아니지만 신록과 조화롭게 어울어져 예뻤음♡
생각보다 코스도 길고 아기자기 잘 가꾸어 놓았다."
99,4.3,2023.01.20.,"23년 1월 19일 방문
초입 부분 동백꽃 대부분이 펴있지 않았습니다
다행히도 시크릿 동백쪽이 펴있긴했지만 그마저도 살짝 아쉬웠어요
그나마 갈대쪽이 멋지네요
하지만 동백보러간거지 갈대보러간것도 아닌지라...
물론 시기가 안맞아서 그렇겠지만 가격대비 썩 좋은 추억은 아니었습니다"
100,4.8,2023.01.12.,눈온뒤라 동백꽃 많이 떨어졋더라구요 그래도 사진은 잘나오는곳😅입장료 비싼감이있지만 그럭저럭 가볼만했네요
101,1.0,2023.01.09.,"강아지 몸무게 제한은 왜두나요 
비행기 몸무게 제한 말씀하는데 개모차끌어주시나요?
애견동반된다해서 왔는데 1킬로 더나가서 입장거부되었네여 다신올일없겠네요"
102,4.0,2023.01.08.,"입장료에 비해 볼게 너무 없네요.
동백꽃이 별로 안 피어 있었어요.
너무 복잡하고 출구도 너무 멀고 찾기 힘들어요.
돈 주고 가기 아깝네요."
103,3.7,2022.12.29.,"12.29.기준 삭막 그자체,,,  가지마십쇼"
104,3.3,2022.12.28.,"동백철이라고해서 갔는데 꽃은 다 떨어진건지 별로 없네요.. 동백말고 온실?에 있는 동백나무 하나 있어서 오죽하면 거기서 찍었어요 
엄청 넓고 구성 잘되어있고 이것저것 잘 꾸며놨어요
소품샵 기념품샵도 있고요
근데 동백꽃 없었습니다... 지금은 가는게 아닌가봐요"
105,4.7,2022.12.27.,"폭설로 꽃은 많이 못보았지만 
재밌게 잘 놀다갑니당 🌺"
106,3.9,2022.12.21.,"12월 지금은 가는게 아닙니다.........,"
107,4.5,2022.12.19.,"12/19기준 동백 다 떨어지거나 다 시들어있네요.....바닥도 다 진흙투성이에 아예 물웅덩이인 곳도 많고 여기를 입장료 내고 들어왔다니.... 무료라도 안 들어왔을 것 같아요 이 정도로 관리가 안된 날은 임시 휴무라도 했어야하는 것 아닌가요 ㅜ
예전에 왔을 때 좋은 기억있어서 멀리서 찾아왔는데 한시간 내내 진흙밭 헤치며 썩은 동백만 봤더니 너무 속상해요🥲"
108,4.0,2022.12.14.,제주패스 이용해서 들어간 곳 / 넓음 / 사람도 많음 / 나쁘지않음
109,4.7,2022.12.13.,"정말 넓고 사람도 많아요ㅜㅜ 입구 초입쪽은 사람에 밀려 쓸려가듯 했네요. 시간을 여유있게 두고 천천히 둘러보시길 추천드려요. 동백꽃은 카멜리아힐보다는 동백수목원이나 동백포레스트쪽이 더 화려하고 예쁘고요, 카멜리아힐은 넓은 정원 곳곳 포토스팟을 찾는 재미인 것 같아요."
110,3.7,2022.11.29.,"제주패스 이용했습니다 
생각보다 볼게 없어요
4계절 다가봤는데 넓이에 비해서 이쁘다거나 볼게 많은곳은 아니고 산책겸 걷다보면 군데군데 조금씩 있어요
가을정원인가? 핑크뮬리 있는곳이 저번부터 생겼던데 거기는 사진찍을곳도 여러군데있고 좋습니다
내돈주고는 안갈것같아요"
111,3.9,2022.11.27.,예쁨 꽃 좋아하는 사람이랑 가면 좋을 듯
112,3.8,2022.11.25.,"제주도에 이만한 입장료 가격으면 좋은거 같아요
11월 23일에 동백꽃 피고 갔는데 꽃도 보고 산책도 하고 커피도 마시고 가족과 좋은시간 보냈습니다."
113,3.3,2022.11.22.,"패스권이용함
돈 내고 들어갔으면 너무 아까웠을듯.

11월은 진짜 별로.

재방문 의사 없음. 수국 핀다면 그때쯤?"
114,5.0,2022.11.17.,
115,3.9,2022.11.09.,"정말 최고에요. 어르신들 모시고 갔는데 정말 좋았습니다. 꽃, 나무, 갈대, 핑크뮬리, 그리고 음료까지 해결되니 편했습니다. 사진도 잘 나오고 함께 가신 분들 모두 정말 만족하셨어요!"
116,4.0,2022.11.09.,
117,3.2,2022.10.29.,여름 수국 시즌이 제일 예쁩니다
118,3.0,2022.10.27.,"이쁘긴한데.... 여름이나 겨울에 올걸 그랬어요.
그냥 푸릇하고 마땅히 구경할꽃이 없어요.
화려한 꽃들을 보고싶었는데"
119,3.7,2022.10.21.,"사진 찍고 꽃 보면서 힐링하러 가기에는 괜찮
핑크뮬리 잔뜩 폈을 때 갔는데 너무 추워서 제대로 구경 못 한 게 아쉽
매표소에서 예매하지 말고 꼭 인터넷으로 예매하세요
현장가 9천원인데 인터넷은 7천 얼마임
미리 예매 안하고 그냥 당일날 가서 핸드폰으로 예매해도 됩니다

+) 중간중간 오글거리는 글귀들도 있습니다 t들 조심"
120,4.3,2022.10.18.,
121,3.5,2022.10.13.,
122,3.7,2022.10.10.,봄여름에 수국 잔뜩일 때 보고와서 갈까말까 했는데 가늘에도 너무나 아름다운 곳이 많네요. 이번 여행 중 제일 잘 간 곳이예요. 특히 샵에 다른 곳에 없는 조잡하지 않은 이쁜것들 많아 좋아요
123,3.7,2022.10.09.,"한림 공원을 다녀와서 그런지 몰라도, 최고였다. 갈때마다 좋았지만, 이번이 진짜 역대 최고로 좋았다. 굳굳 스팟도 좋았고 관리도 잘되는 느낌."
124,5.0,2022.10.04.,솔로는 가지않은게 나아요ㅠㅠㅠㅠ
125,4.3,2022.08.25.,
126,3.9,2022.08.20.,걸을곳도 많고 꽃도 이쁘고 소품도 이쁜 곳! 비자림만큼 최애 코스!!
127,4.3,2022.08.16.,"지금 계절은 좀 아쉽지만, 다른 계절에도 가본 사람으로서 카멜리아 힐 좋음!!"
128,3.0,2022.08.06.,"기대를 너무 하고 방문했나봄
그래도 나름 괜찮았음"
129,3.2,2022.07.31.,여자들이 가기 좋은데 남자 세명이서 가서 웃겼던 곳
130,4.0,2022.07.25.,"주차 관리하시는 직원은 매너가 영 꽝이네요....
이 시기에는 온실빼고 푸릇푸릇한편임.
야외는 가을정원만 예뻤던것 같음."
131,4.1,2022.07.23.,수국이 질 때쯤이라 걱정x100 하면서 갔는데 온실에 피어있는 수국도 엄청 많고 걷기좋은 숲길이 많아서 오길 잘했다 싶었어요! 어머니들이 딱 좋아하실 코스입니다 동백철에 또 오려구요~
132,4.5,2022.06.05.,"제주가 처음이라면 필수코스!
곳곳에 포토존이 많고 산책하기 좋아요~
힐링 그 자체 ^^"
133,3.3,2022.06.04.,"카멜리아 힐인데, 카멜리아 철이 아니면.. 볼게 없는거 같습니다. 동백 피면 어떨지도 궁금하지만. 사람도 많앗고, 볼게 그닥이였습니다"
134,3.7,2022.06.03.,
135,2.6,2022.06.01.,20220601
136,1.0,2022.05.28.,판매시설이 생기면서 점점 빛을 잃어 가는거 같다...
137,4.5,2022.05.11.,"아기랑 강아지랑 재밌게 놀았음ㅎ
정원이 크진 않지만 깔끔하게 잘 관리되어 있어서
우리 남편은 여기가 젤 맘에 든다고 합니다ㅎ"
138,3.9,2022.05.07.,차라리 다른 곳이 낫다. 실망이 큼. 포토스팟은 무슨
139,2.6,2022.05.07.,별점 테러하시는분들 이해가안가네요 사진스팟투성이입니다 이곳
140,3.3,2022.05.05.,"온실수국 만개.
밖에 수국은 피기 시작.
철쭉 좀 남아있음.
5월초는 꽃보기에 제일 애매한듯."
141,4.0,2022.04.29.,
142,4.9,2022.04.17.,
143,3.6,2022.04.03.,"동백꽃 필 무렵이면 몰라도, 그 외 시즌은 아닌거 같음. 돈을 좀 싸게 받던지~~ㅜ"
144,2.4,2022.03.01.,동백꽃은 다 떨어졌는데 입장료는 9000원씩 다 받는 비양심.  들어오지 마세요
145,2.3,2022.02.18.,"동백포레스트 시즌기간 보시고 가세요
동백포레스트는 동백 다 지면 입장료안받지만 여긴 입장료받아요
오늘 갔는데 제주도 일정중에 가장 돈 아까움"
146,4.2,2022.02.08.,시기가 안맞아서 이겠지만 야외의 꽃들은 볼만하진 않았지만 마지막쯤 바다와 억새풀이 있는 경치나 아기자기한 숲길은 좋았음. 7천원정도면 좋겠는데 만원!
147,3.6,2022.02.07.,
148,4.1,2022.02.07.,
149,3.9,2022.02.05.,하루전날 제주 뉴스에 광고성 뉴스보고 너무 예버서 갔는데요 볼수있는건 온실안의 꽃들뿐...동백꽃이 다 졌는데...요걸 돈내고 봤다니....내가 이걸보러 돈내고 들어왔나 하는 자괴감만....
150,4.4,2022.01.30.,동백이 11월엔 입구쪽이 많았는데 1월엔 대온실 뒤편에 많아요 사진은 1.29
151,3.9,2022.01.30.,
152,2.9,2022.01.23.,"명성을 듣고 갔는대.
정말 정말 실망입니다. 
동백도 안폈고, 제대로 된 꽃들도 없고
관광객들 대상이라 그런지 너무 성의없는 경관에 모시고간 부모님께 죄송했네요. 
그냥 수목원 볼꺼면 차라리 곶자왈 국립공원 같은대 가세요. 
길가 중간 중간 해가 잘들면 추운날에도 잘 피는게 동백인대.. 
사진 못찍습니다. 그냥 다른데 가세요."
153,2.8,2022.01.22.,지금  동백꽃이  거의  없어서  아쉽네요 ㅠㅠ
154,2.1,2022.01.20.,돈내고 들어와서 여기서 뭐하는 짓인가 싶음
155,4.4,2022.01.16.,
156,4.0,2022.01.12.,힐링제대로되는곳^^
157,4.0,2022.01.06.,꼭 동백 아니어도 볼 거 꽤 많아요 흰동백이나 노란 동백은 12월인가에 바람 세게 불어서 다 떨어졌다네요 붉은색 애기 동백 남아 있었는데 그것도 거의 끝물인 거 같아요 시크릿 동백길 예뻐요
158,4.4,2022.01.05.,"좀 실망스러웠어요 1월에는 소담한 동백이 없네요
그래도 굉장히 다양한 테마를 즐길 수 있었어요"
159,3.5,2022.01.04.,가을 겨울엔 풀떼기밖에 없어요 참고하세요. 그런데도 돈 받아요 ㅜ
160,2.6,2022.01.01.,"볼거없음
끝없이 걸어야함
사람 많음"
161,4.0,2021.12.31.,지금은 아니에요.. 하나도 없어요ㅠ
162,3.0,2021.12.28.,꽃도 다 지고 볼게 별로 없었네요
163,4.4,2021.12.25.,규모가 큰데도 곳곳이 아름답고 정성이 느껴져요. 기프트샵이나 까페도 아기자기 이쁘기도 하고 컵 하나도 친환경으로 신경을 쓴게 좋았어요. 감동했어요!
164,4.7,2021.12.16.,"날좋은날 카멜리아힐은 너무 아름다웠다.
나중에 제주에서 또 가보기로 한곳"
165,4.4,2021.12.14.,"흐드러지게 핀 동백꽃 너무 아름답습니다~
다만 동선이 약간 헷갈리게 되어있어요
동백의 끝에서 만난 가을정원 억새가 대박이었어요!! 
입장료도 합리적이고 강추합니다"
166,4.8,2021.12.12.,"엄청 넓고 꽃들도 탐스럽고 재밌게 둘러봤습니다.
한 2시간정도 구석구석 잘 둘러봤어요.
네이버에서 예약해서 할인받아서 들어갔습니다.
현장에서 바로 네이버예약해서 바로 사용했어요."
167,4.8,2021.12.12.,꽃들이 너무 이쁘고 힐링하기 좋아요
168,4.8,2021.12.06.,"왜 이곳 평점 4점이하인지 이해가 되지 않는다. 규모고 상당하고, 사진 스팟도 엄청 많고, 마지막 갈대숲까지 2시간동안 사진찍기에 정신 없었다.

결혼을 앞둔 커플의 스냅샷 사진으로 이만 한 곳이 없을듯"
169,4.0,2021.12.06.,단체관광객 너무 많고 동백은 다 졌고 관리도 안된느낌
170,3.2,2021.12.05.,사람 너무많아요ㅜㅜ12.5방문했는데 꽃이 시들어있는것도 많아서 아쉽네요
171,4.3,2021.12.03.,
172,2.3,2021.12.01.,명불허전
173,4.5,2021.11.27.,굿 이뻐요
174,4.0,2021.11.22.,"동백꽃 이렇게 많이 보는건 태어나 처음인듯 하다..
사직 찍기 너무 좋고 산책하기에도 그만이다.


화장실 관리는 보통이하이고
중간 대온실에서 판매하는
커피맛은 많이 아쉽다.."
175,4.1,2021.11.19.,"계절상 일부 동백만 피었지만, 다양한 테마공간에 섬세한 손길들이 더해져 아름다웠습니다. 초봄 동백이 절정일 때는 얼마나 더 아름다울까요?"
176,2.6,2021.11.16.,오늘 아이폰 저장용량 다쓸 듯 ….
177,3.5,2021.11.16.,사실 동백시즌 전이라 크게 기대 안하고 가서 그런지 오히려 더 만족스러웠어요. 사진도 예쁘게 나오고 날 좋은 날 방문하기 좋습니다.
178,3.8,2021.11.02.,제주를  많이 오가면서도 한번도 안와본곳...아니 일부러 안왔었는데 오늘 보고 후회했네...진작에 와볼걸~ 너무 이쁘고 좋네요...누구와 와도 좋은곳...사계절 언제와도 좋을것같다~
179,3.6,2021.10.25.,"10월말, 동백꽃 안 핌.
핑크뮬리, 갈대, 팜파스, 억새 등의 가을정원 예쁨.
포토존이 많아서 도는데 2시간이상 소요.
관광객이 있긴하지만 그래도 오전 방문 추천.
그나마 덜 붐빔."
180,3.9,2021.10.21.,맨날 간다고만 하고 한번도 못가다가 이번에 처음 가봤는데 가을정원도 생기고 가을에도 볼거 많고 좋았어요 동백이 폈을때 또 오고 싶어요
181,3.9,2021.10.11.,"9월 말에는 핑크뮬리가 이쁨
겨울에 동백꽃 핑때 가고싶다ㅏㅏㅏ
포토존 많아서 힘들다 ㅠㅠㅠ"
182,4.0,2021.09.23.,"동백꽃 필 때 올 것, 가을에 오면 핑크뮬리, 갈대, 가을정원 말고 그닥"
183,4.6,2021.09.22.,잘 꾸며놓았고 커플들이나 부모님과 오긴 좋겠으나 재밌는 곳은 아님. 제법 넓어서 걷는 게 힘들 수 있다. 파인애플이 어떻게 자라는지 볼 수 있어서 신기했다
184,3.8,2021.08.15.,수국
185,3.0,2021.08.14.,비가와도 운치있고 조하영
186,4.3,2021.08.14.,"처음엔 티켓 요금이 비싸지않나 싶었는데 들어가니까 조경과 포토스팟도 세심하게 잘꾸며놨고, 여행코스도 표지판으로 잘 설명해놓아서 각종 즐길거리를 체계적으로 편하게 구경할수 있어서 돈이 아깝진 않았네요~~
한여름이라 더위걱정했는데 나무우거진 데도많고 중간중간 쉴데도 많아서 만족스러웠습니다^^"
187,3.0,2021.07.31.,
188,4.4,2021.07.23.,
189,4.8,2021.07.21.,"날씨가 더워 힘들었지만 중간에 쉬어가면서 즐길 수 있고, 예쁜 포토존이 있어 사진찍기 좋아요^^
다른 계절에 또 오고 싶어요!!!"
190,4.7,2021.07.17.,"수국이 너무 이뻤음
사진찍을곳도 마련되어 있어 아주 좋음
남는게 사진임
마스크써도 수국향이 진해서 향긋했음
힐링하기 딱좋음
단점이 너무 넓음 ㅋㅋㅋㅋ 다리아프다.."
