,평점,날짜,후기
73,4.6,2023.05.14.,"걷기좋고 뷰도 너무 예뻐요
근처에 이쁜 카페와 맛집도 많아서 롯데월드 오후권 끊어놓고 놀기 딱 좋습니다"
74,3.6,2023.05.12.,
75,3.0,2023.05.07.,
76,5.0,2023.05.06.,
77,4.2,2023.05.06.,예전에는 롯데월드를 가기 위해 잠실을 갔는데 요즘은 석촌호수에 가려고 잠실을 갈만큼 너무 예쁘고 힐링하기 좋아요!
78,4.8,2023.05.06.,
79,5.0,2023.05.06.,
80,5.0,2023.05.05.,
81,3.5,2023.05.04.,벚꽃명소 봄나들이 포토존 단풍명소
82,3.8,2023.05.04.,포토존
83,3.1,2023.05.04.,호수 너모 이뿌닷!
84,5.0,2023.05.04.,
85,4.0,2023.05.04.,벚꽃필때 갔는데 봄나들이하기엔 좋아요 근데 사람이 너무 많긴해요..
86,5.0,2023.05.03.,
87,3.8,2023.05.03.,
88,2.5,2023.05.03.,
89,5.0,2023.05.03.,
90,4.0,2023.05.03.,"벚꽃필때가 너무 예쁜! 하지만 사람이 너무 많아서 벚꽃보다 사람이 더 많아요,,"
91,4.5,2023.05.03.,
92,4.2,2023.05.03.,
93,3.4,2023.05.02.,벛꽃 축제때 갔는데 사람 무지 많고 무지 예쁨 눈치 게임 잘하면 사람없음 굿굿
94,4.3,2023.05.02.,
95,3.8,2023.04.18.,예쁜데 사람이 너무 많아용
96,4.5,2023.04.12.,
97,4.2,2023.03.31.,
98,3.6,2023.03.01.,
99,4.5,2023.01.17.,
100,3.1,2023.01.06.,
101,3.4,2023.01.04.,그때그때 이벤트가 달라서 좋아요
102,4.6,2022.11.21.,완전 예뻐요😍
103,4.3,2022.11.13.,걷기 너무 좋다
104,4.6,2022.09.04.,
105,4.4,2022.08.25.,
106,4.2,2022.07.29.,언제 와도 너무 예뻐요
107,4.6,2022.07.15.,
108,3.9,2022.06.27.,
109,4.1,2022.05.09.,
110,3.1,2022.05.05.,
111,3.7,2022.05.04.,전체적으로 친절하고 잘놀다갑니다~
112,4.8,2022.04.28.,
113,4.0,2022.04.21.,
114,3.1,2021.12.31.,"여기 랍스터 레스토랑 맛있음
포토촬영하러왔다가 식사대접 개꿀"
115,4.3,2021.11.30.,
116,4.0,2021.11.18.,
117,3.3,2021.11.14.,"음..경치를 기대하고 오시면 실망하실것
경치를 보려면 차라리 올림픽공원이나 여의도공원을 가시는게 나음 
석촌호수는 그냥 쇼핑하러 오는곳"
118,2.0,2021.11.07.,"새벽에도 주기적으로 순찰 나오면 좋겠어요. 술쳐먹는 사람. 킥보드 타는 사람
아주아주 가지가지
다 좋은데 저런 인간,쓰레기들때문에 마이너스 1점"
119,4.6,2021.10.24.,"길도 잘닦여있고 뷰도 예뻐서 걷기만해도좋은곳 ㅎㅎ
혼자걸어도 굿 같이걸으면 두배로 굿"
120,4.3,2021.10.24.,봄에 사진 찍기 참 이쁘죵
121,4.5,2021.10.18.,
122,2.0,2021.10.11.,
123,3.8,2021.09.26.,
124,4.6,2021.09.22.,공원에서 술들 좀 작작 먹어라
125,4.9,2021.08.15.,
126,4.0,2021.07.28.,
127,4.4,2021.07.08.,
128,5.0,2021.07.04.,❤20210623❤
129,1.2,2021.06.15.,
130,5.0,2021.05.08.,
131,4.9,2021.05.03.,"예쁘고 좋고 ,, 강아지도 데려가고싶지만 강아지 동반 불가라 아쉽네요 !! 참 예뻐요"
132,4.5,2021.04.18.,벚꽃휘날리면 걍끝남 최고
133,4.8,2021.04.16.,
134,3.7,2021.04.09.,친절합니다
135,5.0,2021.04.02.,4월11일 까지는  오전5시부터 오전 9시까지만 개방하는데 벚꽃은 최고에요
136,4.0,2021.03.27.,
137,3.8,2021.03.07.,근처 카페도 좋았음
138,4.4,2021.03.04.,
139,4.0,2021.02.03.,좋아요
140,3.3,2021.01.27.,최고예요
141,1.7,2020.12.30.,
142,4.1,2020.12.11.,
143,3.9,2020.11.05.,"동호는 주민 운동코스인데
서호는 롯데월드도 보이고 사람이 적어서 더 재미있어요. 나름(?) 사진스팟이 있어서 쫌쫌따리로 사진 찍는 것도 괜찮아요
봄에 석촌호수에 핀 벚꽃구경하면서 걷고, 롯데월드 보면서 좋아하는 기구, 에버랜드이야기, 추억팔이 등등 이런저런 이야기 하면서 데이트하는 재미..."
144,4.1,2020.10.24.,
145,3.9,2020.07.26.,
146,4.3,2020.07.11.,
147,5.0,2020.06.18.,
148,4.4,2020.05.25.,
149,4.2,2019.11.11.,
150,3.6,2019.09.20.,러너들이 뛰기좋음
151,3.7,2019.07.18.,
152,5.0,2019.07.08.,좋아요 :)
153,3.3,2019.05.12.,
154,3.6,2019.05.06.,
155,4.2,2017.10.12.,Beautiful
156,3.3,2017.04.04.,When Cherryblossoms Bloom
157,3.6,2016.04.10.,
158,3.7,2016.04.05.,꽃보다 아름다운 그녀와 밤 산책
159,4.2,2016.04.04.,"벚꽃이 아주 예쁘게 피었다.
비가 조금 와서 아쉬움.
하지만 최고~"
160,3.0,2016.04.03.,러버덕 보고왔덕 ㅋ
