,평점,날짜,후기
33,4.0,2024.01.30.,겨울에 와도 실내가 정말 더울정도로 따뜻해요 관리도 잘 되어 있습니다 다만 규모가 생각보다 크지는 않고 주말에 오시면 주차하기가 너무 어려워서 대중교통 이용하시는거 추천드립니다
34,3.8,2024.01.27.,공가 맑아서 조와요
35,4.6,2024.01.24.,아이가 동화속에 온거같다네요.
36,4.6,2024.01.24.,"한파에 꽁꽁언 서울에 이렇게 따뜻한 공간이 있다니…
꽃향기가 코를 찌릅니다.
아~ 봄이 빨리 왔으면…"
37,4.0,2024.01.23.,사람이 늘 많지만 그래도 서울에서 식물원을 갈 수 있는게 좋다
38,2.5,2024.01.23.,굿굿굿 한번쯤 가봐도 후회없는 명소ㅎㅎ
39,4.3,2024.01.23.,따듯하고 다양한 식물 볼 수 있어 좋아요
40,3.6,2024.01.23.,아내와 즐겨 찾는 데이트 코스
41,5.0,2024.01.23.,"실내식물원
여름에 또 다녀오고 싶은 곳이에요. 겨울이라 온실 구경만 해서(다른 곳으로 가 보려했는데 조카들이 온실을 좋아 함) 아쉬웠어요."
42,5.0,2024.01.23.,
43,3.1,2024.01.20.,"호 : 서울에 저렴하면서도 가족들과 나들이 코스로 좋음.
불호 : 실내엔 가격대비 코스가 너무 짧고 굿즈 구성들도 다소 빈약한 느낌"
44,4.5,2024.01.18.,식물을 보는 여자 친구 눈에서 빛이 나 반짝반짝거려 정말 좋았어요
45,3.5,2024.01.18.,
46,5.0,2024.01.17.,겨울에 꽃이 넘 예쁩니다.  또가고 싶네요
47,4.5,2024.01.15.,걷기좋고 식물 보기 좋은 공원입니다
48,4.5,2024.01.13.,신기한 생물도 많은곳... 근데 선인장이 너무 위험하네요..
49,4.3,2024.01.13.,잘해놨어요 힐링됩니다 한 번 가보세요
50,5.0,2024.01.12.,
51,3.6,2024.01.11.,실내식물원 걷기좋은 데이트코스 나들이
52,3.9,2024.01.11.,"입장료 5000원에 주차비는 별도입니다.
어른들 모시고 오기 너무 좋아요 ㅎㅎ
돔 내부는 습하긴 하지만
겨울이라서 괜찮습니다^^"
53,4.5,2024.01.06.,
54,4.1,2024.01.05.,
55,4.0,2024.01.05.,참 잘해놨습니다 부모님과 오기 좋아요
56,4.6,2024.01.03.,실내 데이트하기 좋아요. 당연한 말이지만 봄이나 가을에 방문해야 최대로 즐길 수 있을 것 같습니다.
57,4.2,2024.01.01.,
58,3.7,2023.12.28.,
59,4.6,2023.12.27.,
60,4.3,2023.12.26.,실내식물원 데이트코스 걷기좋은 포토존 나들이
61,5.0,2023.12.20.,주차 공간이 많아서 좋았고 공간이 너무 넓고 볼 거리도 많아서 좋았습니다!
62,4.8,2023.12.20.,
63,4.4,2023.12.19.,볼것도많고 다만 아쉬운건  야외구경시 햇빛노출이 취약하다  벤츠같이 앉는곳이나  햇빛을잠깐 피할곳도 있음좋겠다  건물내는 만족스럽게좋다.아이들이 많아  잘피해다니는것도 좋다
64,3.9,2023.12.17.,좋은데 사람이 너무 많다 ㅜㅜ
65,5.0,2023.12.16.,날씨도 좋고 예뻤습니당 ㅎㅎ
66,4.4,2023.12.14.,처음가봤는데 좋았어요.
67,3.9,2023.12.10.,잘 꾸며놨고 식물들도 많아서 산책겸 갈만한곳
68,4.0,2023.12.09.,"가족들이랑 가볍게 나들이 가기 좋아요
엄청 크진 않고 볼게 많진 않지만 5천원에 이정도면 훌륭합니다 밥집은 비싸니 안에서 밥먹는건 비추에요"
69,4.9,2023.12.04.,실내식물원 데이트코스 걷기좋은
70,2.2,2023.12.03.,...
71,4.5,2023.11.30.,겨울에 꽃이나 식물 보고 싶으면 따로 시간내서 자주 갑니다. 야외도 잘 되어있고 언제 가도 좋아요😀
72,4.1,2023.11.27.,좋긴한데 주친가 장난아니에요 다른데 주차해도 되는데 비오는날은 지하에 대는게 편해서
73,3.4,2023.11.27.,"사람이 너무 많고 습해서 오래 못있었어요 ㅠ
아쉬운 느낌 한가득.."
74,3.2,2023.11.26.,
75,4.0,2023.11.26.,
76,3.9,2023.11.25.,기대이상 이었다..다음에 식물 필요하면 여기로~
77,5.0,2023.11.25.,기념품 가게에 꼭 들러보세요. 예쁘고 재미있는 소품들이 많이 있습니다.
78,5.0,2023.11.24.,
79,5.0,2023.11.24.,
80,2.8,2023.11.24.,실내 구경하기 좋고 어른들과도 다니기 좋아요
81,4.8,2023.11.23.,"겨울이라 온실만 구경하고 왔어요
내년 봄에 꽃피면 야외정원도  이쁠것 같아 다시 방문하고 싶어요"
82,3.4,2023.11.21.,
83,5.0,2023.11.20.,"좋은 시설 잘보구 왔습니다,"
84,4.0,2023.11.17.,
85,4.3,2023.11.04.,
86,3.9,2023.11.04.,"도심에 있는 식물원이니 소중하나, 단체손님이 많아 통행이 불편한 경우가 많고 안내나 주의를 주는 직원이 필요해보여요. 실내식물원"
87,4.6,2023.11.02.,"자주 오는곳, 볼거 없다는 사람들은 입장료 보고 말하는 건가? 가격대비 관리 잘되어 있고 최대한 공간활용 되어있음. 구석구석 보면 볼거 많음. 주위 호수공원도 분위기 좋고 근처에 있으면 와보셈"
88,5.0,2023.11.02.,
89,4.1,2023.11.01.,
90,3.8,2023.10.25.,시설도 깔끔하고 식물 관리도 잘되어있었습니다! 입장료도 저렴하고 돗자리 깔고 있기 좋았습니다. 나들이가기 정말 좋았어요!
91,4.2,2023.10.22.,온실은 관리가 정말 잘 되어 있는데 온실 외에는 볼거리가 좀 부족한 느낌임
92,3.6,2023.10.21.,
93,4.4,2023.10.21.,
94,2.4,2023.10.21.,"두번다시 가지 않을거에요 실외는 애견동반 가능하다고 해서 가봤는데 그것도 둘이나 데리고 ㅜㅜ
실외는 볼것도 쉴곳도 없더군요 실내도 들여다보니 딱히 입장료내고 볼만하지도 않아 보였어요"
95,5.0,2023.10.19.,"온실 내부는 이쁘게 꾸며져 있어 사진찍기 좋아요
야외 공원도 산책하기 좋아요~"
96,5.0,2023.10.16.,"서울식물원.
자랑스러운  국내  최대 규모의 식물원
바오밥나무에 꽃핀것도 보고 행복한 힐링.
당일치기 관람  충분함^^
온실은 다시  또 가고싶은곳."
97,5.0,2023.10.12.,산책하기 좋고 입장료 저렴함. 무료 코스도 충분히 좋음
98,4.6,2023.10.11.,
99,5.0,2023.10.03.,
100,4.1,2023.10.02.,서울에 이런 곳이 있는 줄 첨 알았음. 최신 유행하는 스타일로 식물을 전시해 놓고 정말 눈이 즐거웠네요.
101,3.5,2023.10.02.,
102,4.8,2023.10.01.,야외 주재원 뷰가 괜찮았습니다
103,4.5,2023.09.29.,
104,4.1,2023.09.28.,5월에 갔었는데 실외랑 실내 기온차가 크지 않아서 딱히 더운건 없었고요~ 주변에서 보기 어려운 식물들이 많아서 좋았어요.. 여기 아니면 어디서 보나 싶어서 사계절마다 가요🤩
105,5.0,2023.09.24.,아주 좋습니다...
106,3.9,2023.09.24.,"식물원 자체가, 천천히 돌면 30분이 안걸리는 코스라, 아주 크다고는 할 순 없지만, 아기자기하게 공간을 최대한 잘 활용을 한 듯 합니다~ 윗 층에 카페도 있고,(게이트 밖) 좌석은 적지만 윗 층 입구쪽에 식물원 전체 뷰를 내려다 볼 수 있는 곳도 있어요.

식물원 안은, 습해서 살짝 후덥지근하고 갑갑한 느낌도 있지만, 관람하는데 큰 방해요인은 아니고요, 다양한 식물들과 더불어 공간도 지루하지 않게 다양하게 꾸며 놓았습니다. (폭포처럼 물 떨어지는 곳도 있고, 윗 층 다리로 올라가 전체적인 식물원 뷰를 천천히 걸으며 내려다 볼 수도 있어요)

※ 근처 가볼만한 곳 
1. 서울식물원 호수공원 (0.5km)
2. 마곡오리 음식점 (1.7km)"
107,4.5,2023.09.22.,깔금하고 멋있고 너무 이뻤어요~^^
108,4.3,2023.09.16.,내부가 많이 덥긴 한데 한번쯤 가 볼만 합니다
109,4.6,2023.09.15.,너무 좋았어요. 서울 시내 이런 곳이 있다니요!!
110,3.7,2023.09.15.,
111,4.7,2023.09.11.,식물원 중 여기 만큼 관리 잘 하는데 드문 거 같습니다 사진이 여기서 찍으면 기깔납니다 다만 일부 구간은 길이 좁아서 사진 후딱 찍어야 해요 대신 여기 여름에 가면 많이 진짜 더워요 습하고 데이트는 가을이나 겨울에 가셔요.. 전 땀 범벅 되서 왔어요ㅜ 주차장이 제 2 주차장?은 좀 멀어요 화장실 의외로 깨끗해서 좋았어요 식물원 안은 규모가 생각 보다 안 커요 밖에 나가면 사과나무 있던데 주렁주렁 열린 거 보고 신기해서 한참 봤어요 전시는 예약해서 들어가는 곳도 있어서 확인 하셔야 되요 오디오 기계도 빌려서 식물 설명 들을 수 있어요 두번째 방문 때는 식물원 안내 받는 거 해봤는데 블루투스 이어폰? 여러사람 사용한 거라 그런지 기름끼가 찝찝해요 중간에 소리가 안나서 교체 받았어요 그리고 두번째 교체 받은 건 지지직 거려서 귀 아파서 뺐더니 블루투스 이어폰 안끼면 설명 들리지 않아요 자료 보여 주시는데 너무 작아서 멀면 안 보여요 길이 좁아서 설명 들을 때 뒤에서 쫒아가면 뭘 설명하는지 안 보였어요
112,4.4,2023.09.10.,
113,4.1,2023.09.06.,사계절 내내 여름같이 따뜻하고 푸른 곳
114,5.0,2023.09.05.,"식물들 사이즈가 남다릅니다! 멋져요

여름에 방문은 비추천이요
너무 더워요ㅋㅋ
가을이나 봄에 가십쇼-!"
115,4.5,2023.09.04.,너무더워서 제대로 보지도못했어요 그래두 실내가 예쁘고 기념품샵이 제일 재밌었어요! 더워서 야외도못나가봤네용 실내는 생각보다 작아요! 다시방문은 안할것같아용
116,5.0,2023.09.03.,
117,3.5,2023.09.02.,
118,4.1,2023.08.31.,
119,3.5,2023.08.30.,실내식물원 인데 여름에는 너무 더워요ㅠㅠ
120,4.8,2023.08.29.,
121,4.4,2023.08.29.,식물원 중에 최고예요
122,4.5,2023.08.27.,"여름에는 바깥날씨도 더운데 실내는 더 더운것같아요~
식물 보는거 좋아하시는분들 봄가을에 가는게 좋겠어요~"
123,3.9,2023.08.25.,아이들과 가기 좋은곳
124,3.9,2023.08.22.,"킹아
너무 좋네요."
125,3.8,2023.08.16.,우연히 들렀지만 시설이나 주차 여건이  좋아 편안히  식물원을 만끽할 수 있는 곳
126,5.0,2023.08.15.,
127,4.7,2023.08.14.,"주차장도 많고 꽃도 다양하고 넓어서 좋아요 
안에 카페는 별로"
128,4.2,2023.08.13.,덥지만 돌아보기 좋았어요
129,3.9,2023.08.13.,한번정도 가볼만한 곳이예요
130,2.9,2023.08.12.,"집 옥상정원 만들고파
23.8.12방문-식물관람로에서 떨어진 뒤쪽나무들(특히 선인장)은 이름표가 없거나 글씨가 작아서 알수가 없다.
스카이워크에서 볼 수있는 나무들의 이름표를 보이게끔 배려도 아쉽다"
131,5.0,2023.08.12.,"서울식물원
아이와 저녁산책"
132,4.5,2023.08.10.,깔끔하다.
133,4.0,2023.08.08.,
134,4.8,2023.08.05.,가격도 저렴하고 잘 관리되어 있어서 좋았어요
135,4.0,2023.08.05.,
136,4.7,2023.08.04.,"서울식물원 원장님께 드립니다
  식물원을 잘 관리해 주셔서 항상 감사드립니다.
  저는 매일 아침 흙길 맨발 걷기를 하고 있는데 불면증이 개선되고 몸의 붓기도 빠지고 컨디션도 좋아졌습니다.
  욕심을 낸다면 숲 문화학교 앞쪽  흙길에 깔린 가마니만 일부 걷어낸다면  좀 더 길고 걷기 좋은 빙글빙글 걸을 수 있는 타원형 흙길트랙을 만들 수도 있을 것 같은 생각이 듭니다.
  예산이 많이 들지 않아도 가능한 일인것 같아서    이렇게 글 올려봅니다.
요즘 흙길을 걷는 분들이 꾸준히 늘어나는걸 느낍니다.
한 번  꼬~옥  검토하여 주시길 간청 드립니다."
137,4.1,2023.08.04.,"관리가 정말 잘 돼서 식물들이 무지 싱싱하고, 종류도 다양해요. 씨앗도서관에 가면 키우고 싶은 식물 씨앗도 하나 받아올 수 있구요. 전 빠나나 씨앗 받았어요. ㅎㅎ 근데 여름에 온실 구경하러 들어가면 찜질방 간 것마냥 땀으로 흠뻑 젖으니까 단단히 각오하고 들어가야해요. ㅋ"
138,2.5,2023.08.04.,
139,5.0,2023.08.01.,
140,5.0,2023.07.30.,
141,3.1,2023.07.28.,"볼만은 합니다.
실내식물원은 조금 작은 느낌.."
142,3.9,2023.07.24.,좋아요 근데 여름에는 가지 마세요
143,4.2,2023.07.23.,산속에 갔다온것처럼 평온하고 좋아요ㅎ
144,2.5,2023.07.23.,볼게 아예없고 덥고 습하고 식물원 둘러보고 근처에 갈 곳도 없고 .. 다시는 안갈예정입니다
145,5.0,2023.07.22.,데이트코스 실내식물원
146,2.9,2023.07.22.,
147,2.9,2023.07.18.,위치만 감안한다면 정말 한번쯤 가보기 괜찮은 곳. 남녀노소 가리지않고 만족할 수 있을거에요
148,4.6,2023.07.15.,
149,4.8,2023.07.13.,
150,5.0,2023.07.13.,
151,4.2,2023.07.09.,볼게 별로 없어여
152,3.7,2023.07.09.,경치도 좋고 습해서 피부가 촉촉해지는 기분이네요 식물 좋아하고 걷다가 멍 때리고 여유 있고 천천히 다닐 면 좋을 듯
153,4.0,2023.07.09.,
154,4.1,2023.07.08.,"주차가 헬이라면서요? 
필자는 일찍가서 살았음.. 10시쯤 갔었나? 
한바퀴 돌고 볼거 없어서(와이프는 가격대비 볼거 많았대요.) 
그냥 나왔는데 주차줄이 어이쿠야.  장난아니던데..

식물을 좋아하는 사람이 방문하면 환장할 곳이고
식물을 안좋아하는 사람이 가면 정말 뚜욱딱 보면 끝나는 곳임."
155,4.3,2023.07.07.,실내식물원 열대관이라서 무지 습하고 더웠으나  색다른 식물과의 만남이 좋음
156,3.4,2023.07.06.,"깨끗하고상쾌
소풍가기좋은곳임"
157,4.8,2023.07.04.,
158,3.8,2023.07.03.,도심 속 위치한 소중한 숲 속 식물원.
159,4.8,2023.07.01.,
160,3.0,2023.06.28.,꽃이 이쁜 공원이라서 아기데리고 자주 가요~~
161,5.0,2023.06.22.,"17:00매표마감
매주월요일휴관
주차는1시간1,200원입니다
지하철 
9호선 
공항철도
 마곡나루역
3번출구
4번출구"
162,4.0,2023.06.20.,"입장권 사서 입장을 해도 좋고, 개방장소만 산책해도 좋은 곳.
잘 가꾸어져있고 도심에 이런 곳이 있어서 너무 좋음."
163,3.7,2023.06.20.,아기 데리고 갔는데 주말이라 주차는 기다려야했지만 내부 구경거리도 많고 좋았습니다^^ 다만 식물원내부가 온실이라 아기에게는 덥고 습했어요ㅠ 겨울에 방문하면 더 좋을 것 같아요
164,3.5,2023.06.19.,
165,5.0,2023.06.18.,"칭구가 같이 가자고 해서 알게되었어요.
별 생각없이 방문했는데 너무 좋았어요!
온실은 더워서 한여름보다는 선선한 날씨에 방문하면 좋을 것 같아요!"
166,5.0,2023.06.16.,
167,3.3,2023.06.16.,
168,3.4,2023.06.12.,
169,4.0,2023.06.12.,근처에 식물원이 생긴대서 오픈하고 처음갔을때 사람이 너무 많아서 제대로 못즐겼는데 그 후로 몇번 가보니 햇빛도 잘들어와서 그런지 밝고 깨끗하네요 야외공원도 잘해놨고 주변에 좋은 카페들도 많아서 좋아요!
170,4.3,2023.06.11.,
171,3.9,2023.06.09.,멋짐
172,5.0,2023.06.09.,
173,4.0,2023.06.08.,
174,3.4,2023.06.08.,
175,2.7,2023.06.07.,"겨울에 한번, 여름에 한번 해서 두번 다녀왔는데 사실 식물들은 크게 차이없었어요. 그치만 개좋음. 주말에 가서 사람많은거말곤 다 좋았어요. 서울에서 이런 식물들 사이 온기 느끼기 쉽지않은데 아주 좋더라구요 실내데이트 코스로 짱 좋아요b"
176,4.2,2023.06.06.,맑은 날 가면 좋다옹 특히 요즘은 장미 구경하기 딱이다옹
177,2.5,2023.06.05.,무난
178,2.4,2023.06.04.,자녀과 함께 보러다니면 좋을듯하네요 그리고 시설이 꽤 많이 넓어 더운날은 피하세요
179,4.6,2023.06.03.,
180,4.2,2023.06.02.,가볼만 하네요. 굳이 돈 안 내도 돌아다닐 수 있는 곳 중 하나입니다
181,3.0,2023.06.02.,사람 너무 많고 주차 힘듬
182,5.0,2023.06.01.,실내식물원 좋아요~~^^
183,3.9,2023.05.31.,"힐링하러 가기 딱 좋은 실내식물원 
천천히 걷다가 멍한번 때려주고
좋습니다"
184,5.0,2023.05.27.,
185,4.2,2023.05.24.,너~~~~무 좋았어요. 근데 조금 더움!!
186,5.0,2023.05.24.,실내식물원
187,4.0,2023.05.21.,"주말이라 가족들끼리 온 사람들도 진짜 많았고, 애인끼리 온 사람도 진짜 많았다 솔직히 실내보다 야외가 더 좋았고 사진이 진짜 잘 나옴"
188,4.1,2023.05.21.,
189,5.0,2023.05.19.,
190,5.0,2023.05.18.,
191,4.7,2023.05.15.,입장료 두 배여도 갔을거예요.
192,4.3,2023.05.12.,
193,4.1,2023.05.12.,다양한 식물이 공존하는 장소임과 동시에 씨앗도서관에서 씨앗을 대출할 수 있는 좋은 곳
194,4.5,2023.05.12.,
195,4.6,2023.05.12.,한번씩 가는데 천천히 구경하고 굿즈샵까지 보고 나오면 아주 좋아요~
196,3.9,2023.05.12.,식물원 강아지 데리고 산책하기 좋아요. 행사도 종종 있어서 볼거리가 있어요. 주말에 부담없이 방문할 수 있는 곳. 강추!
197,5.0,2023.05.12.,"엄마랑 꼭꼭꼭 다시 올거예요!!
첨에 입장료 오처넌 ? 좀 비싼가 했는데
넓고 시설이 너무 잘 되어있어서 굿굿"
198,4.4,2023.05.12.,"실내도 반려견 입장 가능해지면 좋겠어요
외부만 둘러보고와서 아쉬웠네요"
199,3.4,2023.05.12.,겨울에 구경가기 좋았어요~~
200,3.8,2023.05.09.,오래전 가을에 갔다가 재방문인데 내부 식믈원은 가격대비 생각보다 별로였고 야외는 엄청  넓었는데 시기가 어중간해서 그런지 꽃도 많지 않고 날씨가 조금 더웠는데 그늘이나 휴식의자가 적어서 아쉬웠네요
201,4.8,2023.05.07.,
202,4.3,2023.05.07.,"입장료가 아깝지 않았음.
주차비는 따로 정산이라 차 가지고 오면 카페에 오래 앉아있긴 힘든 느낌.
꽃 많이 피는 시기에 다시 오고 싶다."
203,4.4,2023.05.07.,"여러 종류 식물을 볼 수 있어서 좋았습니다.
그런데 식물 이름 푯말이 너무 작아서 보기가 불편했습니다."
204,5.0,2023.05.07.,
205,5.0,2023.05.07.,다양한꽃들과식물들이 많아서 볼거리도 많고 식물에대해 공부를 할수있게된거같아 좋았습니다 공간도 상당히 넓어서 아이들이 여기저기 돌아다니기 좋습니다~  앉을공간도 당연히 있구요~~ 다녀오세요~  후회는 안해요~~
206,3.4,2023.05.06.,"거대한 볼륨에 비해서
알맹이는 아쉽다"
207,1.5,2023.05.06.,한번 가보고 다시 갈일은 없을것 같아요.... 그닥 볼게 없네요....
208,2.5,2023.05.06.,"일부러시간내서 꽃보러 갔는데
무료인 창원 식물원보다 몬한."
209,4.5,2023.05.06.,아이랑 다녀왓어요 건강해지는 느낌 너무좋아요
210,2.9,2023.05.06.,갈때마다 기분 좋은 곳
211,4.2,2023.05.05.,실내식물원 걷기좋은 나들이
212,5.0,2023.05.05.,
213,4.0,2023.05.05.,
214,4.4,2023.05.05.,"전시는 꽁짜로 보고 입장료는 없어서 좋았음!
1층 온실 입장료 있음"
215,5.0,2023.05.05.,
216,4.5,2023.05.04.,
217,2.5,2023.05.04.,생각보다 볼 게 많아서 재밌었어요
218,4.6,2023.05.04.,야외가 정비가 잘 되면 더 좋을듯해요
219,5.0,2023.05.04.,
220,4.1,2023.05.03.,"마곡나루 역에서 내리자마자 꽃향기가 나서 1차 놀람
역 나오자마자 보이는 수많은 꽃들에서 2차 놀람..플로리스트님들이나 정원사님들의 수고로움이 보이는 구조입니다.
몸 불편하신 어머니랑 같이 갔는데, 길도 걷기 좋게 잘 구성되어있어서 나들이가기 딱 좋은 것 같습니다ㅎㅎ!!
그리고 씨앗도서관도 여러 씨앗 대출받을 수 있어 흥미로웠고, 원내 카페에서 파는 오리지널 음료수(3번째 사진, 아카시아...뭐였는데 지금 기억 안남)도 특이해서 좋은 경험이었습니다 :)"
221,4.9,2023.05.03.,"서울식물원은 월요일에 휴장입니다
방문하시기전에 꼭 운영여부를 확인하세요."
222,4.5,2023.05.03.,산책하기 너무 좋은 곳이에요:)
223,4.2,2023.05.03.,
224,5.0,2023.05.03.,"근처 가까운 곳에 식물원이
잇어서 초록초록 힐링햇어요. 주제원도 같이
입장할 수 잇어 가볍게 산책하기 좋아요"
225,4.0,2023.05.03.,
226,5.0,2023.05.03.,
227,3.4,2023.05.03.,
228,4.2,2023.04.29.,
229,3.3,2023.04.13.,"다 좋은데 썬캡 아줌마들 열대우림관에서 꽃구경 하는 척 화분장식으로 된 꽃앞으로 가더니 한 아줌마가 꽃잎인지 꽃씨앗인지 비닐봉지에 처담는거 보고 진짜 식겁 사진찍고 신고 때림 진짜 몰 상식한 행동 좀 하지말아라 입장권 뒤에도 채집불가 라고 써져 있는데 중국도 아니고 진짜 ㄱH한심
주제원길도 야외 생화튤립 심은지 얼마 안된거 간간히 ㄷHㄱrㄹI 잘려있음 아줌마들이 한두송이씩 꺽어가나봄 몰상식하게 살지 말자 집구석에서 밥이나 해 소리가 괜히 나오는게 아님"
230,3.1,2023.04.09.,
231,4.3,2023.04.09.,봄이에요 정원 빨리 구경가세요
232,4.0,2023.04.06.,비오는 날 가도 좋은 곳
233,3.3,2023.04.02.,"주차관리 엉망, 이 입장료에 이 구색이라..."
234,4.6,2023.03.31.,"서울식물원해봄축제, 4월 21~23일."
235,2.3,2023.03.31.,비교적 다양해서 좋음
236,2.2,2023.03.19.,"볼 게 별로 없었어용~ 생각보다 짧게 끝나네요ㅎㅎ
한 30분 정도? 둘러본 것 같아요 참고!

오히려 바깥쪽 공원이 더 둘러보기 좋았어요

* 주차 힘듦, 
주차 문제로 물어보면 확 짜증내세요
여자분인데 말투가 그딴걸 나한테 왜 물어? 느낌이라 기분이 안 좋네요"
237,3.9,2023.03.18.,"좋앗으나 너무 더웟따!
사람두 엄청많앗어요"
238,4.3,2023.03.18.,
239,3.6,2023.03.15.,온실은 그나마 괜찮지만 정원은 볼게 너무 없다.
240,3.8,2023.03.07.,아이와 산책하기 좋은 곳입니다
241,3.8,2023.03.06.,규모도 크고 구경할게 많아요
242,5.0,2023.03.05.,따릉이타고 마곡나들목으로나와 자전거 전용도로로 따라오면 금방 서울식물원에 도착합니다 서울식물원 바로앞에 따릉이거치대도있어서 편해요 온실에 초록가득 식물들보며 눈정화도되고 예쁘게꾸며져 사진을 계속찍었네요 늦봄이나 여름엔 야외정원도 이쁘겠죠? 지금은 아직 추워서 휑~~~
243,3.9,2023.03.05.,"산책하기 너무 좋은 곳
안도 너무 좋아요 

사진은 온실 내부입니다
안에 작게작게 테마가 너무 귀여웠어요 ㅋㅋㅋㅋ
겨울에 가시면 온실 제대류 즐기시길"
244,4.5,2023.03.04.,조흠~~~~ 한겨울에 한여름처럼~~~
245,3.9,2023.02.24.,
246,4.1,2023.02.23.,주말에 주차장 들어가는데 오래걸림. 실내식물원 좋지만 야외는 겨울이라 다 누런색 ㅜㅜ
247,3.8,2023.02.20.,"추운날 따뜻하게 지내기 좋아요
코감기 치료하기 좋은곳"
248,4.8,2023.02.14.,관람객이 무지 많네요
249,4.7,2023.02.14.,좋아서 여러번 방문한 곳.. 너무 좋아요
250,3.5,2023.02.13.,So so~ . 구성대비 입장료가 좀 비싸요. 오히려 나와서 마곡쪽에 호수공원? 이 갈 만 하네요
251,5.0,2023.02.11.,식물들도 다양하고 많고 좋음 ㅎㅎ
252,1.1,2023.02.04.,주말에 주차지옥입니다.. 들어올때 30분 나갈때 1시간 걸리네요 아비규환입니다
253,3.8,2023.02.04.,
254,3.8,2023.01.14.,"데이트코스로 좋아요
다만, 습하고 더우니 옷 얇게 입고가세요"
255,5.0,2023.01.13.,
256,5.0,2022.12.24.,식물원에 크리스마트 트리 없는거 킹받네요
257,3.8,2022.12.22.,겨울에 눈까지 내리는데 부모님 모시고 이곳에 온게 최선의 선택이었다...평일이라 주차장까지도 한적하고 관람하기에도 여유로워 좋고 구경하다보니 조금 덥기까지~ 시설 깨끗하고 다둘러보고 카페에서 여유있는 차한잔까지 좋았음...봄이 되면 넓은 야외도 보러 다시와야 겠음~~
258,3.7,2022.12.17.,
259,3.5,2022.12.14.,데이트코스로 좋습니다. 겨울에는 야외코스는 조금 볼거리가 떨어집니다.
260,4.0,2022.11.19.,너무 더웟다.. 겨울에 가봐야지
261,4.0,2022.11.09.,
