,평점,날짜,후기
35,5.0,2024.02.15.,"조선 물산 공진회
조선 총독부
근정전, 광화문, 경회루, 강녕전"
36,5.0,2024.02.14.,
37,4.1,2024.02.14.,
38,4.9,2024.02.13.,경회루를 감상하니 멋있어요
39,3.7,2024.02.13.,
40,5.0,2024.02.13.,
41,4.3,2024.02.10.,오랜만에 가족들과 명절에 들렸어요~ 사람이 엄청 많았지만 가족사진도 찍고 근처에서 맛있는 간식도 먹고 즐거운 시간 보냈네요~
42,3.6,2024.02.09.,"산책하기 좋음
예쁨"
43,3.7,2024.02.09.,너무 자랑스럽고 멋집니다.
44,5.0,2024.01.31.,
45,5.0,2024.01.28.,
46,3.5,2024.01.28.,사람들도 많고 더워서 지하에 있는 커피숍도 갈 만 했어요. 그리고 경복궁 참 예쁘고요. 좋았어요. 다시 한번 가 봐도 괜찮을 것 같아요.
47,4.0,2024.01.27.,
48,5.0,2024.01.25.,
49,4.0,2024.01.23.,"작년 가을, 아내와 딸과 함께 방문했었어요.
아내와 데이트할 때도 빌려 입지않았던 한복을 
부쩍 큰 딸이 입어봤네요~ㅎㅎ 이곳 저곳 거닐며 사진도 많이 찍고 두런두런 얘기도 하고 좋은 추억 만들고 온 곳이라 올해 봄이나 비슷한 시기에 또 방문할 예정입니다."
50,5.0,2024.01.23.,도심속에 있는 궁 가볼만 해요
51,5.0,2024.01.23.,
52,4.9,2024.01.20.,
53,4.5,2024.01.20.,
54,1.9,2024.01.15.,🇰🇷우리나라 대표하는 경북궁 맨날와도 멋있는 곳🇰🇷
55,4.2,2024.01.15.,
56,3.5,2024.01.13.,날씨더좋을때가기
57,3.3,2024.01.11.,
58,3.7,2024.01.11.,
59,4.2,2024.01.05.,너무 아름답고 옛 선조의 지혜로 지어진 아름다운 건물입니다
60,4.3,2024.01.04.,
61,4.4,2024.01.04.,
62,2.9,2024.01.02.,
63,4.6,2024.01.01.,
64,1.0,2023.12.28.,조선말 나라꼴  =지금현재  나라꼴
65,3.7,2023.12.28.,"사극 세계에 있는 기분이 돼요. 
한복을 입고 들어갔기 때문에 입장료는 무료였습니다.

2022.9.19"
66,4.3,2023.12.27.,
67,2.8,2023.12.23.,풍경 예뻐요!
68,4.1,2023.12.20.,
69,4.6,2023.12.17.,
70,4.3,2023.12.15.,화장실은 냄새 좀 나요.. 한번쯤 구경하기 좋습니다
71,4.3,2023.12.14.,우리나라의 명실상부 랜드마크
72,4.4,2023.12.10.,
73,2.8,2023.12.10.,
74,3.8,2023.12.10.,우리나라 대표하는 궁
75,4.2,2023.12.09.,
76,3.5,2023.12.05.,조선시대의 풍경을 정말 잘 담아낸 것 같아요!
77,2.2,2023.12.04.,
78,4.1,2023.12.02.,
79,4.5,2023.12.01.,
80,4.6,2023.11.30.,아주 조아요^^
81,4.0,2023.11.29.,
82,5.0,2023.11.25.,"서울에 산다면, 사계절을 눈에 담고 싶은. 예쁘지 않은 계절이 하나도 없는 그런 곳입니다♡"
83,5.0,2023.11.24.,
84,4.4,2023.11.24.,여기는 언제와도 좋아
85,5.0,2023.11.24.,
86,5.0,2023.11.24.,언제가든 멋있는 곳
87,3.9,2023.11.22.,
88,4.9,2023.11.20.,멋집니다
89,5.0,2023.11.19.,넘 좋네용
90,5.0,2023.11.16.,나들이
91,4.6,2023.11.15.,
92,5.0,2023.11.14.,"another mandatory and must-visit place in Korea, if u wearing hanbok you can entry gyeongbok palace for free :)"
93,5.0,2023.11.11.,
94,4.6,2023.11.10.,"14세기 궁전인 경복궁은 모든 한국 시민과 관광객이 평생에 한 번은 봐야 할 명소입니다. 알아야 할 사항은 다음과 같습니다:
I. 서비스
경복궁의 입장은 무료입니다. 입구 외부에는 신발에서 땅에 묻은 먼지와 이물질을 제거하기 위한 압축 공기 호스가 있습니다.
II. 품질
이 랜드마크는 매우 잘 유지되고 있습니다. 경회루는 두 층으로 구성되어 있으며 인공 연못으로 둘러싸여 있습니다. 낮이나 밤에 관람할 가치가 있는 아름다운 곳입니다.
IV. 수용 인원
낮의 중간, 어떤 날이든 궁전이 가장 혼잡한 때로 보입니다. 많은 사람들이 여기에 전통 의상을 입고 오는 것을 알 수 있습니다. 관광 그룹은 매우 크고 흔한 것 같습니다.

A 14th century palace everyone must see in their lifetime, whether they're a Korean citizen or tourist. 
Things you should know:
I. SERVICE 
The entry of Gyeongbokgong Palace is free. Outside of the entryway you'll notice pressurized air hoses to help remove dust and debris off your shoes from the dirt covered walkways within the grounds. 
II. QUALITY
The landmark is very well maintained. Gyeonghoeru is two stories and surrounded by a man-made pond. It's beautiful and worth seeing night or day. 
IV. CAPACITY 
The middle of the day, anytime of the week, seems to be when the palace is most crowded. You'll notice a lot of people come here dressed in traditional clothes. Tourist groups seem to be extremely large and common. "
95,4.4,2023.11.09.,"여름방학 때 갔는데 여름말고 가을에 가세요.
너무 더운 것 빼곤 좋았어요."
96,4.7,2023.11.07.,
97,5.0,2023.11.05.,
98,4.2,2023.11.05.,한복입고 돌아다녔어요. 도서관못가서 아쉬워요 4시까지인줄 모르고.. 단풍명소 포토존 나들이 !!!
99,5.0,2023.11.05.,
100,4.7,2023.11.02.,
101,4.1,2023.10.31.,"밖에서 보는것 보다 훨신 넓었고, 단풍이 드니 전체적으로 예뻤다."
102,4.3,2023.10.31.,나들이
103,3.8,2023.10.28.,"So nice 우리의 자랑 경복궁
영원했으면"
104,3.2,2023.10.25.,"매달 마지막 수요일, 무료입장이라 다녀왔어요
완전 전체 노랑은 아니였지만 무르익고 있음을 느낍니다
다른 궁에 비해 면적은 넓은데 효율적이지 못함이 아쉽습니다
휑한 궁전은 사막같거든요, 많은 조성이 되었으면 좋겠습니다"
105,3.0,2023.10.24.,나들이
106,5.0,2023.10.20.,
107,4.6,2023.10.19.,
108,4.5,2023.10.18.,굿굿굿 👍
109,4.6,2023.10.16.,
110,4.7,2023.10.15.,
111,3.8,2023.10.15.,"자주 가는데 갈때마다 좋아요
아름답습니다"
112,4.8,2023.10.14.,"너무 예쁘고
다른 건물들도 다 복원되기를 바랍니다!"
113,5.0,2023.10.13.,"amazing place with an good show , this is a must have while visiting Seoul."
114,4.6,2023.10.12.,
115,3.5,2023.10.11.,
116,4.1,2023.10.09.,분위기 있고 탁트여서 산책하기 좋습니다.
117,5.0,2023.10.09.,우리나라 대표 역사를 상징하는 건물
118,5.0,2023.10.06.,포토존
119,4.7,2023.10.06.,"#별별이네 #나는 나는 밖에 빨간색 안애별이 5각있고 고고고 거기에서 왔지룡 거기바로 딱봐도 ㅎㅎ 🇻🇳
 #베트남이징^^ #원남원남 원남쌈이다 삼보삼보 누봐도 나쁜 것다 나는나는 삼보는  보삼이다 .. ㅎㅎ 
#元賀映 #원하영
#지지베이버이 #나다다다이다
#봉이힝힝가 #대구 #구미 #김천"
120,4.5,2023.10.05.,우리나라 문화유산중에 최고인거 같아요
121,3.4,2023.10.04.,
122,4.7,2023.10.03.,너무 사람이 많아요
123,4.5,2023.10.02.,경치가 너무 좋았습니다^^
124,3.4,2023.10.01.,
125,5.0,2023.09.30.,너무 멋졌어요또 가고싶은곳이에요
126,4.3,2023.09.28.,야간개장너무 멋있어요!! 예뻐요
127,3.9,2023.09.27.,한복입고 가면 즐거움 2배
128,3.9,2023.09.27.,역시대한민국자랑거리ㅜ(예쁨)
129,3.3,2023.09.25.,"너무너무 좋아요ㅠㅠ
너무 예쁘고 아름다워요.....😍
야간개장도 입장료 3천원이에요!"
130,3.9,2023.09.25.,"별빛야행 가격대는 좀 있으나 정말최고였음. 한번쯤은 꼭 다녀올만한곳. 음식도 매우좋고

23.9월 야간개장 왔음. 아주 볼거리가 많지 않으나 그래도 경회루와 근정전이 예쁘고 산책하기 좋음.
단 사람이 너무 많아 호젓한 분위기는 아님"
131,5.0,2023.09.24.,인생샷 건짐😄
132,5.0,2023.09.20.,아름답고 분위기 있어요!
133,5.0,2023.09.20.,
134,3.2,2023.09.20.,
135,4.6,2023.09.20.,정말 위엄이 느껴지는곳이였어요! 원래 훨씬 더 큰 궁궐이였지만 일본에 의하 이만한 크기로 줄어든것이 정말 안타깝네요ㅠㅠ 원래크기였다면 얼마나 더 웅장했을지 ㅠㅠ 한창 더울때가서 무척 덥기는 했지만 관광도 외국인들도 많이보여 한국인으로써 굉장히 뿌듯했습니다! 살면서 한번은 꼭 가봐야할곳이에요!
136,4.3,2023.09.18.,"For one person, only 3 000won 
I really enjoyed the view 😁 beautiful monuments"
137,4.3,2023.09.17.,"입장료 3,000원 / 65세이상 무료"
138,3.8,2023.09.15.,가을바람솔솔부는날가까운산책코스
139,3.0,2023.09.15.,꾸준히 인기있는 명소 중의 명소
140,3.8,2023.09.14.,"처음 가본 경복궁야간개장
설래는 마음으로 입장. 많이 어두운 건 그 시절의 느낌을 살린건지  궁금함.
수원화성 야간개장보다 많이 어두움."
141,4.3,2023.09.14.,
142,4.8,2023.09.10.,
143,4.7,2023.09.08.,
144,4.0,2023.09.07.,
145,4.0,2023.09.05.,말해무엇할까요 한창더울때가서 조카 한복입은 모습을 못본게 한이지요ㅜ
146,3.2,2023.09.05.,
147,4.3,2023.09.04.,"경복궁에 갓더니 눈물이 낫어… 전생에 난 뭐엿을까?
2023. 09. 01."
148,5.0,2023.08.31.,
149,4.7,2023.08.28.,"경복궁은 1395년 태조 이성계에 의해서 새로운 조선왕조의 법궁으로 지어졌다. 경복궁은 동궐(창덕궁)이나 서궐(경희궁)에 비해 위치가 북쪽에 있어 ''북궐''이라 불리기도 했다. 

경복궁은 5대 궁궐 가운데 으뜸의 규모와 건축미를 자랑한다. 경복궁 근정전에서 즉위식을 가진 왕들을 보면 제2대 정종, 제4대 세종, 제6대 단종, 제7대 세조, 제9대 성종, 제11대 중종, 제13대 명종 등이다."
150,5.0,2023.08.27.,"찜통이긴 하지만 예뻤던 경복궁~♡♡
가을에 하늘이 파래서 더 예쁘게 찍힐것 같아 추천합니다. ㅎㅎ"
151,3.5,2023.08.24.,
152,3.7,2023.08.23.,오전 10시 쯤에 갔을 땐 어떤 행사 하더라고요? 태평소 불고 북치고 ㅎㅎ 나중에 올 땐 그 때 쯤에 와야할듯. 여름이라 제대로 보지도 못하고 경회루도 예약 안하면 못들어가서 아쉬웠음!
153,4.9,2023.08.18.,"무료 설명을 해주고
문화재가 많다"
154,2.0,2023.08.18.,
155,4.4,2023.08.14.,서울 구경 오면 무조건 와야하는 곳
156,4.7,2023.08.12.,
157,5.0,2023.08.12.,굿이요 수문장교대식 추천합니다
158,4.5,2023.08.11.,
159,4.0,2023.08.11.,"한국인이라면 외국인이라면 , 한국을 방문한 인간이라면 꼭 한번은 와봐야 하는 곳
역사 교육적인 장소로서도 최고"
160,3.7,2023.08.10.,서울구경오면 필수
161,4.4,2023.08.08.,한복입은사람도많고 구경하기좋아요~
162,2.5,2023.08.08.,말해서뭐해
163,5.0,2023.08.07.,처음 경복궁 가봤는데 입장료도 무료에 풍경도 예뻐서 마음에 들었어요! 다음번에는 좀더 여유로울때 가서 세세하게 구경하고 싶어요
164,4.8,2023.08.06.,
165,5.0,2023.08.06.,"한복입고 가면 입장료 무료~
나들이 겸 한복입고 경복궁 가보고싶었는데 포토존 넘 좋았어요"
166,4.0,2023.08.05.,"I come with my friends but this not first time, maybe i will come again"
167,4.3,2023.08.04.,아름다운 경복궁
168,4.8,2023.08.02.,
169,4.7,2023.08.01.,"It’s no brainer! It’s a must visit place even if it’s crowded. Get into the spirit and rent a hanbok. I recommend stopping by a hanbok (Korean traditional outfit) place (many around/outside the palace) and rent a hanbok for 2 hours. Hanbok rental is more than the entry ticket price, however, entry fee is waved if wearing a hanbok = entry free. My family rented hanbok and made all our pictures super cool and fun. It’s an experience, so I highly encourage it. There are so many others walking around in hanbok, so you won’t be the only one."
170,4.0,2023.08.01.,우리네역사를 생각해볼수있는 하루엿씀니다
171,4.0,2023.07.31.,Fantastic!!
172,4.4,2023.07.29.,말이 필요 없죠~!~!
173,4.0,2023.07.28.,
174,4.4,2023.07.27.,"아름답고 고즈넉한 곳♡♡♡♡♡
가까이 살면 자주 가고 싶네요
갈 때마다 다른 정취를 느낄 수 있어요~!"
175,4.9,2023.07.26.,
176,3.8,2023.07.25.,사람도 북적하고 근처 돌아다닐 곳도 많음
177,5.0,2023.07.24.,
178,4.8,2023.07.23.,진짜 커서 다 못봄 대단하다
179,5.0,2023.07.23.,휴일에 좀 목상하고나 쉬러 가는것이 좋다.
180,4.7,2023.07.22.,벚꽃명소 포토존 단풍명소
181,3.8,2023.07.22.,
182,5.0,2023.07.21.,
183,4.5,2023.07.21.,
184,5.0,2023.07.18.,
185,5.0,2023.07.17.,
186,4.1,2023.07.09.,"아.....내돈
태정태세문단세예성연중인명선광인효현숙영정순"
187,4.3,2023.07.03.,말 할 필요가 있나?
188,5.0,2023.07.03.,
189,5.0,2023.07.03.,
190,4.5,2023.07.03.,"2023년 경복궁 야간관람 동영상 후기!

https://youtu.be/eUzVEhzX6mg

하반기 야간관람은 놓치지 마세요~!"
191,4.0,2023.07.03.,
192,3.9,2023.07.02.,
193,4.1,2023.07.01.,"일단 경치 레전드  심지어 밤되면 아예 폭발수준임
얘는 버스보다는 3호선 타고 가면 🐶꿀 임
어쨌든 추천"
194,4.1,2023.06.29.,"그냥 구경다니는 것보다 해설 들으며 다니는 게 더 재밌어요. 오전 10시, 오후 2시에 진행하는 수문장교대식도 볼만했고요. 경복궁 내부에는 식수대가 없으니 꼭 물을 챙겨가야해요."
195,4.2,2023.06.29.,이거지
196,4.6,2023.06.29.,
197,3.2,2023.06.28.,볼 것은 많지만 다리가 아프다. 그래도 뷰는 좋다.
198,4.6,2023.06.23.,아이들과 함께 자주 가요^^ 모르는 역사공부도 했음
199,4.0,2023.06.16.,넓어서 아이들이 뛰어놀기 좋아요
200,4.0,2023.06.16.,회사 점심 회식으로 자주 가는 곳
201,3.8,2023.06.14.,서울에서 경복궁은 꼭 가봐야 함. 다만 근방에 음식점이 없음. 미리 찾아 볼 것
202,4.6,2023.06.06.,
203,3.4,2023.06.06.,외국잉칭구 사귀기도 좋아요
204,4.4,2023.06.06.,
205,4.1,2023.06.05.,
206,5.0,2023.06.05.,애들 좋아라고 특히 이든이 너무 좋았음
207,4.0,2023.05.31.,"낮은 낮대로, 밤은 밤대로 아름다운 조선의 대표적인 왕궁으로 외국인과 내국인 관광객이 모두 많은 곳입니다. 과거를 상상하며 걸으며 둘러보기 좋은 곳이에요."
208,5.0,2023.05.29.,"경복궁하면 경회류와 향원정은
말로 표현할 수 없어요 너무 멋짐
계절마다 분위기가 고풍스럽고
아름다워요 ㅋㅋㅋ 너무 좋아
경회루도 인터넷 예약 해보세요"
209,4.8,2023.05.28.,"올해만도 세번째
장고 열릴 때 처음이라 더욱 좋았다
아무리 가도 좋다
우측의 근현대사거리
자주 봐도 추억 새록
인쇄소자리가 교실로 
교실자리가 목욕탕으로
또한
다방은 커피 제공이 되어 구웃~"
210,4.5,2023.05.27.,
211,3.3,2023.05.27.,조선의 명실상부한 정궁
212,5.0,2023.05.26.,
213,4.2,2023.05.25.,우리나라의 최고의 궁~~~
214,5.0,2023.05.25.,
215,5.0,2023.05.24.,경복궁은 언제가도 구경하기좋고 또가고싶은곳
216,5.0,2023.05.22.,
217,4.1,2023.05.22.,야간개장 했을 때 들렸는데 너무 분위기 좋았어요
218,3.5,2023.05.22.,너무 예쁘고 좋았어요
219,3.4,2023.05.22.,
220,4.3,2023.05.19.,
221,5.0,2023.05.19.,
222,4.0,2023.05.18.,
223,4.3,2023.05.17.,여기에 조선 총독부가 있었데요
224,4.6,2023.05.14.,사족과 갔지만 몇분 후에 비가 내려 구경을 많이 못해서 아쉽지만 사진은 건졌다#포토존
225,5.0,2023.05.14.,
226,3.5,2023.05.12.,
227,3.5,2023.05.12.,
228,5.0,2023.05.12.,역시나 미워할 수 없는 경복궁
229,5.0,2023.05.11.,
230,5.0,2023.05.10.,"문과 창 사이로 비치는 햇빛, 단청과 나무의 오래된 색감."
231,4.4,2023.05.09.,너무 아름다워요
232,5.0,2023.05.09.,
233,5.0,2023.05.06.,
234,3.6,2023.05.06.,
235,1.8,2023.05.06.,아름답고 옛날 느낌 나고 넓어서 좋음
236,3.5,2023.05.06.,
237,4.0,2023.05.05.,
238,4.5,2023.05.05.,국뽕이 차오른다~~
239,4.3,2023.05.05.,경복궁 넓고 구경할것도 많고 이뻐요
240,4.5,2023.05.05.,
241,4.9,2023.05.05.,
242,5.0,2023.05.05.,
243,3.8,2023.05.04.,포토존
244,4.2,2023.05.03.,최고!!
245,4.0,2023.05.03.,좋습니다~~
246,4.1,2023.05.03.,고궁박물관은 입장료 무료
247,5.0,2023.05.03.,
248,5.0,2023.05.03.,날씨 좋을 때 꼭 가보세요~!
249,5.0,2023.05.03.,말이 필요없는 곳이죠. 시간날 때마다 가고 싶은 곳입니다.
250,5.0,2023.05.03.,언제가도 아름다운 경복궁! 궁중문화축제중이라 다양한 볼거리도 있어 좋았습니다 👍
251,5.0,2023.04.30.,
252,4.7,2023.04.27.,"2023년4월27일 목요일 평일인데 
외국인,관광객이 많다."
253,2.8,2023.04.24.,야간 개장 너무 이쁘게 잘 보고 나왔습니다!
254,3.9,2023.04.19.,
255,5.0,2023.04.18.,
256,4.1,2023.03.30.,나들이
257,3.9,2023.03.27.,
258,4.6,2023.03.23.,좋아요!
259,5.0,2023.03.13.,
260,4.1,2023.02.21.,
261,4.9,2023.02.17.,Nice palace
262,5.0,2023.02.17.,
263,4.2,2023.02.12.,
264,3.6,2023.02.05.,
265,4.2,2023.01.28.,
266,4.2,2023.01.26.,고궁의 웅장함에 압도되는 기분
267,4.3,2023.01.21.,
268,3.6,2023.01.19.,
269,4.8,2023.01.19.,
270,4.5,2023.01.17.,
271,3.9,2023.01.17.,
272,5.0,2023.01.02.,"창덕궁과는 다르게 더 옛날 모습과 근대의 느낌이 같이 공존하는 곳 같습니다.
광화문부터 일직선으로 배치되어있는 건물들이 멋있습니다. 뒤쪽에 경회루 경치도 멋지구요."
273,4.4,2023.01.02.,
274,4.2,2023.01.02.,
275,4.5,2022.12.22.,
276,4.6,2022.12.22.,"조선의 법궁으로 5대궁궐 중 가장 웅장하고, 권위적으로 보이는 것이 인상적이다. 특히 경회루의 풍경은 매우 우수하다."
277,4.1,2022.12.04.,동절기 입장 마감 4시
278,4.7,2022.11.21.,
279,4.3,2022.11.20.,단풍명소
280,4.2,2022.11.19.,
281,4.5,2022.11.03.,
282,2.8,2022.11.03.,
283,3.8,2022.11.01.,
284,4.0,2022.10.27.,
285,2.9,2022.10.25.,
286,4.2,2022.10.23.,안에 책 읽을 수 있는 곳도 있어영
287,3.9,2022.10.20.,
288,3.9,2022.10.17.,
289,4.7,2022.10.12.,
290,4.1,2022.10.11.,
291,3.3,2022.10.09.,
292,2.0,2022.10.08.,경복궁은 항상 가보고 싶던 곳이라 좋았어요 근데 매표소에서 제일 왼쪽에서 입장료 결제하는 여자분 때문에 들어가기전부터 기분이 안좋았네요 아기 있는건 깜빡하고 어른 인원수만 얘기했다가 바로 애기도 있다고 얘기했는데 인상쓰며 총인원수를 제대로 얘기하라며 짜증내더군요 많은 사람 대하느라 힘든것도 알겠고 친절은 바라지 않지만 짜증섞인 말투로 대하는건 아니지 않나요
293,4.4,2022.10.05.,
294,3.8,2022.09.26.,"임진왜란 소실. 
고종 흥선대원군 복원.
일제시대 훼손."
295,4.3,2022.09.15.,경복궁 체험하기 날씨 좋아요^^
296,4.6,2022.09.11.,"서울에 이런 곳이 있다니 최고네요!!!

또 가도 또 좋은 곳"
297,3.8,2022.09.05.,
298,4.5,2022.08.29.,대한민국 원탑 관광지
299,3.8,2022.08.26.,
300,4.7,2022.08.21.,"해설과 함께 둘러보시는걸 추천합니다
가을에 또 올거에요"
301,4.0,2022.08.15.,
302,3.7,2022.08.14.,
303,5.0,2022.08.08.,
304,4.0,2022.08.07.,
305,5.0,2022.08.04.,
306,5.0,2022.08.01.,최고에요!
307,5.0,2022.07.29.,"굉장히 넓어서 놀랐습니다! 산책하기 딱 좋고, 야경은 더 예쁩니다!"
308,3.9,2022.07.26.,
309,4.9,2022.07.25.,
310,4.6,2022.07.22.,최고
311,3.0,2022.07.16.,"차 가져가지마세요 차가져가시려거든 근처 다른곳에 주차하세요
40분 줄서서 기다리다 들여보내줘서
들어갔는데 자리없더군요 
그렇게 자리없나 20분 헤매고있는중에 나중에 들어온 차 줄서기 잘해서 먼저 주차하는거보고 혈압올라서 그냥 나왔습니다 욕이 목구멍까지 차오르는데 
참겠습니다"
312,4.6,2022.07.15.,
313,4.3,2022.07.06.,
314,3.3,2022.07.04.,언제나 좋다.야경이 더 좋네..
315,3.6,2022.07.01.,
316,4.4,2022.06.30.,
317,4.7,2022.06.27.,
318,4.3,2022.06.27.,
319,4.8,2022.06.25.,
320,4.2,2022.06.14.,좋아요.
321,5.0,2022.06.12.,
322,3.7,2022.05.29.,"경복궁 10년?만에 방문&야간개장 첫 방문
우리나라 궁은 역시나 아름답네요~
토요일에 갔더니 인파가 장난 아녔던 기억이ㅎㅎㅎ"
323,4.0,2022.05.21.,
324,3.9,2022.05.11.,국뽕
325,4.8,2022.05.06.,
326,4.0,2022.05.06.,경회루
327,2.9,2022.05.04.,
328,4.5,2022.05.02.,야간개장 굿
329,5.0,2022.04.27.,
330,4.1,2022.04.25.,언제가도 좋은 경복궁 :)
331,5.0,2022.04.16.,정말 웅장하고 멋져요!
332,3.4,2022.04.12.,국뽕에 차오름니다
333,4.3,2022.04.08.,왜 야간관람을 상시화 하지 않는지?
334,3.0,2022.03.27.,좋아요
335,4.5,2022.03.20.,
336,2.9,2022.03.19.,"별 1개 친일파, 친중파"
337,4.8,2022.03.14.,꽃피면 더 생각나는곳
338,3.6,2022.03.05.,"역시 대한민국 우리나라!!!!
너무 웅장하고 깨끗하고 멋있어요~~♡"
339,4.8,2022.03.03.,경회루가 좋았어요
340,3.7,2022.03.01.,서울 맛집입니다 봄에 오는거 추천요
341,4.5,2022.02.24.,밤에도 아름답네요
342,4.6,2022.02.22.,
343,4.4,2022.02.05.,
344,4.9,2022.02.03.,
345,3.3,2022.01.31.,
346,5.0,2022.01.30.,대충 둘러봤지만 생각보다 넓어서 한시간 반정도 걸렸음.
347,3.6,2022.01.27.,
348,4.3,2022.01.23.,
349,5.0,2022.01.22.,"눈이 오면 꼭 기볼만한 곳 입니다
모두가 행복해지는 시간"
350,4.7,2022.01.07.,"외부에서 보는 것과 달리 규모의 방대함에 일단 놀라 움. 조선 왕조의 발자취를 현존하는 시설에서 유추하고 상상해 보는 시간을 갖기에 충분한 장소로, 관람시간을 3~4시간 넉넉히 잡고, 간단한 간식거리를 챙겨서 여유를 가지고 관람하는 것을 강추함.."
351,3.1,2022.01.02.,세번 네번 다섯번 들러도 항상 새롭고 우리나라만의 전통적인 매력을 뽐내주는 공간이네요. 한국 문화의 소중함을 깨닫게 해주는 궁궐
352,2.2,2022.01.01.,"경복궁...
세종대왕 못봐서 아쉬움"
353,5.0,2021.12.19.,"아이가 걷지를 않아요!^^
최애 놀이터. .

산책하다 보면 
내가 왕이로소이다. ."
354,5.0,2021.12.18.,이뻐요 너무 데이트코스 짱 추천.
355,3.6,2021.12.01.,
356,4.0,2021.11.30.,별 1개는 누구냐 북한놈들이냐
357,3.1,2021.11.28.,
358,2.8,2021.11.21.,어릴때 와보고 다시 와보는데 정말 좋네요 야간개장했을때 경회루 정말 예뻐요
359,4.9,2021.11.13.,
360,4.5,2021.10.30.,
361,4.6,2021.10.27.,
362,5.0,2021.10.24.,very interesting place to visit and see here in Seoul city I love it to much
363,4.4,2021.10.16.,
364,5.0,2021.10.10.,
365,3.9,2021.10.06.,주말에도 가족같이 산책도하고 좋은추억에 남으면 좋아하겠어요 병때문에 힘내시고 우리모두가 화이팅입니다 힘내시길
366,4.4,2021.10.03.,조와용 호호
367,5.0,2021.09.29.,
368,3.8,2021.09.26.,
369,4.2,2021.09.24.,우리 민족의 문화유산
370,3.8,2021.09.15.,
371,2.0,2021.09.14.,
372,4.1,2021.09.14.,
373,3.3,2021.08.26.,
374,4.2,2021.08.16.,
375,5.0,2021.08.07.,
376,3.0,2021.07.06.,
377,5.0,2021.07.01.,
378,4.5,2021.06.28.,너무나도 아름다운 우리의 문화유산
379,4.6,2021.06.22.,
380,2.8,2021.06.22.,
381,2.1,2021.06.14.,
382,5.0,2021.06.02.,
383,3.8,2021.06.01.,좋아요
384,4.0,2021.05.31.,
385,1.2,2021.05.31.,
386,5.0,2021.05.27.,
387,4.3,2021.05.21.,
388,4.6,2021.05.17.,
389,5.0,2021.05.15.,
390,4.0,2021.05.09.,"일년..  365일..사시사철..
봄,여름,가을,겨울
1/4~4/4분기 그 어느때 가도 좋은곳!
아 참 쪄 죽는 한 여름은 빼자!

초록이 짙터 그 짙음에 지쳐
단풍 드는 가을에도..

그 단풍이 싫어 온통 하얗게 덮어
짓눌러 버리는
겨울에도..

그 못된 횡포에도 사부작 사부작 움터
알록달록 울긋불긋 돋아나
물이 오르는 봄에도,.

행여나 그 귀한 봄이 피어 올린
울긋불긋함이 사라질까
쨍한 땡볕과 흠뻑한 비를 주는 여름에도..

왕조의 흥망성쇠를 오롯히 기억 하는 그곳
백성을 버리고 도망간 군주와
버려진 백성에 의해 한때 버려진 그곳..경복궁!

비록 왕조의 큰 복을 빌어 이루지는 못했지만
그 백성들의 후손이 어렵게 세우고
굳건히 지켜 지금을 이어온 대한민국 우리나라!

군자만년 개이경복!
천년만년 이어지길..!"
391,2.1,2021.05.06.,
392,4.4,2021.05.05.,
393,2.3,2021.04.24.,대한민국 최고의 관광명소~~
394,5.0,2021.04.24.,역시 대한민국
395,5.0,2021.04.15.,좋아요
