,평점,날짜,후기
130,3.6,2023.09.30.,"6시간동안 와서 사람 구경만 하다 가요. 주차전쟁, 식당전쟁, 뷰전쟁, 화장실전쟁이네요. 사람들은 굉장히 친절하지만 시설이 수요를 감당하지 못하네요. 줄서다 하루를 다 보냈어염"
131,3.9,2023.09.30.,외국인은 안왔으면 하는 곳. 별 게 없어 보여주기 부끄럽다
132,3.5,2023.09.29.,"그럭저럭 예전부터 오던 동네
외부인이 대다수라 시끄럽고 
낮술하신분들도 종종본다만
그래도 시간보내며 얘기하며 사람과 걷고
무언가를 먹기엔 충분한 곳."
133,4.3,2023.09.23.,
134,4.8,2023.09.15.,"볼거리도 많고 분위기가 좋아서 
일년에 한번은 놀러가기 되네용 ㅎ"
135,5.0,2023.09.14.,매번 가는 곳이지만 이쁘고 좋습니다 아주 좋습니다
136,3.0,2023.09.12.,그저 한번정도 다녀봐도 될듯.
137,4.0,2023.09.10.,상점이 많은게 단점이라면 단점이고 그래도 옛정취와 다양한볼거리가있음
138,3.3,2023.09.09.,딱히 추천하고 싶지 않은..
139,5.0,2023.09.09.,
140,3.5,2023.09.08.,
141,2.3,2023.09.03.,
142,3.6,2023.09.03.,뷰는 너뮤 이뻐요
143,4.9,2023.09.03.,
144,4.6,2023.09.03.,
145,2.8,2023.09.02.,"별 하나조차 아깝다.
쬐끄만 붕붕카들이 미친거마냥 골목을 달리고
먹거리들은 하나같이 부실하고 더럽고 창렬이다.
찾아가는 길은 거지같고 주차대기도 징그럽고
주차장이 비좁아서 문콕은 기본이다.
간단히 요약하면 정신건강에 해로운 관광지."
146,4.1,2023.09.01.,주차하기가 어렵기는 하네요~ 여름에는 너무 더우니 걸어다니기 어렵습니다
147,3.9,2023.08.31.,
148,4.5,2023.08.30.,
149,3.3,2023.08.29.,기대이하였던곳...
150,5.0,2023.08.29.,
151,4.9,2023.08.29.,
152,4.3,2023.08.29.,
153,5.0,2023.08.29.,관광지 및 먹거리 다양해서 좋았어여
154,4.3,2023.08.29.,
155,4.6,2023.08.28.,너무너무너무재밋엇어요
156,5.0,2023.08.28.,시간을 가지고 둘러보고싶은곳
157,4.1,2023.08.27.,"8년만에 갔지만 전주한옥마을만의 느낌이 사라진 것 같아 안타깝다.
이곳의 정체성은 뭐였지? 라는 생각이 드는 곳."
158,3.4,2023.08.27.,"흠... 그줭둰가....?
미친물가 생각보다 볼거 없음
피순대국밥이나 먹으러 가셈"
159,3.9,2023.08.27.,역시나 관광지라 그런지 사람이 넘쳐 나네요~ 그래도 색다른 경험으로 재미있었어요!
160,3.5,2023.08.26.,"ℹ 이제는 전주를 생각하면 가장 먼저 떠오르는 명소.

✌ 특별한 명소나 관광지는 없지만 한옥마을 근처에서 먹고 즐기는 먹방여행은 언제나 즐겁다~~^^

⚠ 주말에는 정말 관광객들로 인산인해를 이룬다.

( 사진 - 한옥마을 둘레길에서 본 전경 )"
161,5.0,2023.08.26.,
162,4.4,2023.08.25.,
163,5.0,2023.08.24.,
164,4.3,2023.08.22.,딱히 볼건 없는데...
165,5.0,2023.08.19.,
166,5.0,2023.08.17.,"전주한옥마을 처음 방문했는데 볼게 정말 많아요
먹거리도 많고,사진 찍을 곳도 많네요
한복 입고 돌아다니는 것도 평생 추억으로 남네요
한국의 자랑이 곧 세계의 자랑입니다
주차장도 넓고 좋아요
식구끼리,연인끼리,단체여행으로 전주한옥마을이 최고 입니다"
167,4.2,2023.08.17.,
168,5.0,2023.08.16.,비와도 한복대여가 가능하고 머리도 예쁘게 만들어주셔서 너무 좋았습니다. 길거리 음식도 너무 맛있었어요!
169,4.4,2023.08.15.,옛날의한옥을느낄수있는곳. 봄에가면 벚꽃도많다 여름에가면 더워서 아무것도못함 뭐가 많고 좋았다
170,3.8,2023.08.14.,
171,4.3,2023.08.14.,뷰가 좋아요. 먹을거리도 많고요
172,3.9,2023.08.10.,전주
173,4.0,2023.08.10.,이제 볼거리도없고... 너무 발전이 없다..
174,3.5,2023.08.08.,
175,4.8,2023.08.04.,
176,4.9,2023.08.04.,
177,5.0,2023.08.04.,
178,5.0,2023.08.04.,
179,2.2,2023.07.31.,전주 한옥마을은 규모도 크고 한옥이 멋스럽게 되어있어 좋지만 너무나 먹거리가게만 있는것이 아쉽다
180,4.0,2023.07.29.,좋죠 명물 😍
181,5.0,2023.07.26.,
182,5.0,2023.07.25.,
183,4.3,2023.07.23.,
184,4.0,2023.07.23.,👍 👍 👍 👍
185,3.5,2023.07.22.,장사로 변질된게 너무나 아쉬움
186,3.0,2023.07.22.,
187,4.8,2023.07.22.,관광객들이 너무많아 혼잡하네요
188,4.4,2023.07.22.,
189,3.5,2023.07.18.,
190,5.0,2023.07.14.,
191,4.0,2023.07.12.,"알차게 움직이러 놀러온다기보다 , 평일 한산할 때 근처에서 맛있는거 먹고 천천히 쉬는 목적으로 오면 좋은 곳

꼭 한옥 게스트 하우스에 묵으면서 이른 아침과 늦은 밤에 한옥마을과 근처 천변 산책을 해보시길 권합니다 ! 사람없고 쓰레기도 없어서 마음이 청명해져요 .

즐길거리는 많지 않습니다. 상업적인 기념품가게나 길거리 음식도 비추고요 …대신 길이 평화롭게 대화나누며 산책하기 참 좋게 되어있어요 

평일 비수기+ 메인거리보다는 변두리 길이나 천변쪽 길 추천합니다"
192,3.5,2023.07.10.,
193,3.1,2023.07.10.,
194,3.2,2023.07.02.,
195,2.7,2023.07.02.,딱히 볼건 없는
196,4.7,2023.07.02.,여러가지 먹을 것과 숙박시설이 많이 있습니다
197,4.5,2023.07.02.,
198,3.5,2023.07.01.,
199,5.0,2023.07.01.,
200,5.0,2023.07.01.,
201,4.2,2023.06.28.,길거리 음식이 가격대가 꽤 나갑니다. 그래두 한옥뷰가 이쁘고 맛있어서 다녀올 만 합니다
202,3.7,2023.06.27.,
203,5.0,2023.06.25.,"정말 좋은 곳 인거 같아요 
뷰도 너무나 좋고 구경거리도 너무나 많아 구경하느랴
시간가는줄 몰랐어요
또한 한옥마을 자체에 들어가는 입장료가 없어 좋고요
다양한 한옥들을 보니 기분이 좋네요."
204,4.3,2023.06.25.,
205,4.2,2023.06.25.,
206,4.5,2023.06.20.,벚꽃명소 .대표 곳이어서 좋아
207,3.3,2023.06.19.,"전주한옥마을의 낮은 과도한 호객행위로 눈쌀 찌푸려지네요.

저는 한적한 밤이 더 좋았습니다."
208,1.9,2023.06.19.,
209,4.2,2023.06.16.,한번 가보기에 좋은 곳
210,5.0,2023.06.15.,너무  좋아요 ㅎㅎ
211,5.0,2023.06.15.,벚꽃명소
212,2.7,2023.06.13.,
213,3.6,2023.06.12.,근처 숙박해서 주차 문제 없었지만 공영주차장 줄 서 있는 차들 보니 주차난은 심각해 보이네요. 마을내에선 전동차 대여해서 도는 거 추천합니다. 특히 더울때는 걸어 다니기 힘들거 같았어요
214,3.7,2023.06.10.,
215,4.6,2023.06.10.,둘러보기 좋고 비올 때 가도 운치있어요 대신 주차는 좀 어려워오
216,2.5,2023.06.06.,"날씨 괜찮을 때 한복 입고 돌아다니고 싶어요 ~
인형만 잔뜩 뽑아왔네요 

주말야시장 추천.
(마라떩볶이랑 양배추말이는 드시지 마세요. 더럽게 맛없음. 길끝에 꼬치 무데기로 파는 곳도 별로)

치즈조개,구이타코, 끝에있는곱창집,불맛나는소고기는 확실히 맛있음다."
217,5.0,2023.06.05.,
218,4.3,2023.06.05.,볼거리 많음
219,4.3,2023.06.04.,
220,3.3,2023.06.04.,
221,4.3,2023.06.03.,"전주한옥마을은 옷이 많지만 한옥에 대해 배울것이 없지만 음식이 하나 밖에 안 먹어봤지만 맜있다는 느낌이 들었습니다 근데요 주차가 좀 그렇습니다(오래전에 가본건데 주차는 기억이 흐릿함)
근데 올라오니까(주차장) 상쾌합니다 그러므로 그럭저럭 입니당(귀여운 척?)"
222,3.7,2023.06.01.,
223,4.0,2023.05.29.,
224,3.3,2023.05.28.,ㅋㅋ 놀이들이 죄다 만원 오징어게임 달고나 5천원하는거보고 그러려니했는데 주인장: 안하는사람 ㅈㄴ싫어함 (막말 b)
225,4.0,2023.05.28.,
226,5.0,2023.05.25.,
227,5.0,2023.05.23.,
228,4.2,2023.05.22.,"한옥을 공부하던 시절에 방문해보았지만, 정작 한옥에 대한 내용이나 학습할 수 있는 정보 같은 것들은 눈꼽만큼도 안 보이고, 임실치즈구이 4천원 하던 것만 기억에 남았습니다."
229,4.2,2023.05.20.,
230,5.0,2023.05.19.,
231,4.0,2023.05.18.,
232,2.0,2023.05.18.,
233,3.7,2023.05.17.,
234,1.5,2023.05.15.,"전주한옥마을 너무 좋은데 예전에는 안 그랬는데 전기차 같은 거 타고 다니는 게 엄청 많아졌어요,, 차없는 거리여서 좋았는데 이제 거의 공해수준이더군요,, 예전처럼 마음 편하게 걸어다니면 좋겠어요"
235,3.5,2023.05.14.,"아름다움이 가득한 공간임
사진찍기 좋고 시설 관리도 잘 되고 있음 
입장료도 저렴해서 알차게 이용함"
236,4.8,2023.05.13.,
237,4.2,2023.05.13.,산책하기도 좋고 볼거리도 어느 정도 있고 예쁜 거리입니다
238,4.0,2023.05.11.,처음가봣는데 엄청 볼거리 많더라구요 ㅎㅎ 시간가는줄 모르고 좋앗어요!!
239,4.0,2023.05.11.,거리에서 한복입은 사람들과 이쁜 한복들이 인상 깊었네요
240,5.0,2023.05.11.,
241,3.0,2023.05.10.,
242,4.6,2023.05.10.,
243,3.9,2023.05.10.,"전주를 가면 반드시 가볼만한곳.
민속촌 느낌을 예상하고 갔으나 상가만 잔뜩이라 조금 놀랬다."
244,5.0,2023.05.09.,아이랑 둘이 전주에서 놀기 재밌었어요
245,4.4,2023.05.09.,사람 많았지만 날씨가 좋았어요
246,4.2,2023.05.09.,망고빙수맛있음
247,4.0,2023.05.09.,덥거나 사람 많으면 힘들겠지만 대체로 좋았어요.
248,4.0,2023.05.08.,사진 찍기에 아주 좋은 곳이에요. 먹을거리 잔뜩 있는데 그만큼 줄 서서 기다릴 수도 있고 가격도 곳곳마다 다르지만 좀 비싼 데가 있죠.
249,3.5,2023.05.08.,
250,4.3,2023.05.07.,겁나이쁨 말해뭐해 항상 생각나는곳
251,5.0,2023.05.06.,
252,5.0,2023.05.06.,
253,4.7,2023.05.06.,
254,3.8,2023.05.05.,
255,5.0,2023.05.05.,
256,3.6,2023.05.05.,"평일에 다녀왔는데 한산해서 다니기 편했어요
구경할것도 너무 많아서 당일치기는 아쉬워요~
담엔 한복체험도 해봐야겠어요~~"
257,4.8,2023.05.05.,"아이들과 놀러가기좋은곳이네요
이곳저곳  찾아보는재미도 있고
근데 전통적인 한옥보다는 장사하는 가게뿐이다보니
조금 아쉽네요"
258,5.0,2023.05.05.,사람이 별로 없어서 좋았음
259,3.6,2023.05.05.,
260,4.0,2023.05.04.,
261,4.9,2023.05.04.,한복입고 사진 찍으면서 추억 남기기 좋아요
262,5.0,2023.05.04.,
263,5.0,2023.05.04.,
264,4.6,2023.05.04.,
265,4.5,2023.05.04.,
266,3.2,2023.05.04.,어휴.. 별로임ㅜ
267,4.7,2023.05.04.,
268,4.4,2023.05.04.,
269,4.1,2023.05.03.,
270,4.8,2023.05.03.,
271,4.7,2023.05.03.,
272,5.0,2023.05.03.,
273,4.4,2023.05.03.,
274,4.0,2023.05.03.,전반적으로 좋은데...한옥체험 정말 아니더군요....차라리 복잡한 모텔촌에서 자는 게 백배 더 좋습니다.
275,3.7,2023.05.03.,경기전
276,3.6,2023.05.01.,한번  가봤으면  원풀었다
277,3.0,2023.04.06.,10년전에 방문하고 다시 방문한곳인데 역시나 다신 방문하고 싶진 않은곳. 한옥마을의 역사나 체험할수 있는곳이 더 많았더라면 하는 아쉬움이있다. 너무 상업화되어있어서 별로 보기안좋음.
278,4.3,2023.04.05.,종종 가서 구경하면 좋은 곳 하지만 사람이 너무 많다 ㅎㅎㅎ
279,4.7,2023.03.28.,
280,3.3,2023.03.26.,
281,1.0,2023.03.25.,
282,3.8,2023.03.23.,"주위에 주차할데가 진짜 없다 하시는 분들, 근처 초등학교 주변에 공영주차장 몇 개 있으니까 거기다가 주차하세요.
 남부시장 주차장도 있는데, 유료이고 주말이면 만차라 주차장 입구부터 차가 줄지어 서있는 경우가 있습니다.

 건물이랑 도로도 이쁜 곳이 많습니다. 문화 관광 체험하는 곳이 조금 부족하지만 예쁜 포토존도 군데군데 있고 한번쯤 가족이나 애인이나 친구끼리 놀러가면 좋습니다. 
 해가 저물면 은은한 조명이 켜져서 밤 거리를 거닐때도 예쁩니다. 여름날 저녁엔 경기전 주변으로 문화행사를 해서 소소하게 즐긴 기억도 있습니다. 매번 오면 전동성당 주위도 돌아다녔는데 이번 방문땐 출입이 막혀있어서 아쉬웠습니다.
 한옥마을 근처 남부시장도 가까우니 일찍이 방문하셔서 둘러보는것도 나쁘지 않습니다.

 한옥마을 거리를 거닐다보면 먹거리는 많습니다. 그중에서도 전주 초코파이는 매번 올때마다 사먹을 정도로 맛있습니다. 기념품이나 선물용으로 사가셔도 좋아요. 그 외에는 딱히 특별하다 할 먹거리는 안보이네요. 아마 전체적으로 비싼 편이라 손이 안가는 것도 있는 것 같습니다. 먹거리뿐만 아니라 캐리커쳐, 사진촬영, 한복대여도 타 지역에 비해 비싸다고 생각합니다. 

 가격에 비해만족도도 높은 편도 아니고요. 한번은 한복 대여하려고 가게에 들어갔더니 사장님 말씀이 자꾸 바뀝니다. 다 입고나니까 모자와 옷 대여금은 별도라고 말하고 처음에 말한 시간당 대여금액도 다르며, 가격 깍아준다며 현금이나 계좌이체 유도하고, 안하겠다고 하니 옷을 고르려고 두번이나 갈아입었더니 대여해야죠 라며 입구를 슬쩍 막아서시던 사장님.. 
 
 그 외에도 관광객들이 많다보니 종교활동이나 괴상한 내용이 팜플렛을 나눠주고 입간판들이 도로중앙에 서있을때는 정말 눈쌀이 찌푸려집니다.

 그럼에도 불구하고 전주한옥마을 이곳에서 쌓은 좋은 추억이 많기에 잊지 못할 그 여운에 다음번에도 방문을 할 것 같습니다."
283,2.3,2023.03.20.,"차없는 거리라여 못들어가게하는데
차다니고 전동자동차 겁나 다니고
역시 한번가고 안가볼곳인데
한번도 안가도 될곳"
284,4.7,2023.03.04.,주차하기는 불편했지만 볼 게 많아서 좋아요!
285,3.6,2023.02.28.,"내가 사랑했던 07년의 전주한옥마을.. 포근한 봄 기운, 평일 낮의 고즈넉하고 평온했던 분위기.. 핫플은 한 개도 없었지만 띄엄띄엄 자그마한 가게들, 공산품이 아니라 손수 만든 듯 특이한 기념품들, 걸어가다 술박물관 같은 데 보이면 들어가서 구경하고.. 경기전 돌아보고 ., 한가로운 가운데 오동통한 참새들의 짹짹 소리가 내내 들리던 그런 한옥마을을 아마 다시는 볼 수 없겠죠 ㅎ 사진이라도 더 많이 찍어놀걸.. 여긴 언제 와도 느리게 시간이 흐를 줄로만 알았죠
몇 년 후 갑자기 관광지로 특화돼 갔다온 사람들에게서 소문이 자자했지만 그래도 그리운 맘에 갔다가 실망하고 그 후론 한 번도 안 갔어요 아니 못 갔어요 맘만 상할까봐
참 아이러니함 슬로우시티로 지정되고 북적이니 더는 슬로우하지 않게 됨 ㅎㅎ
안녕"
