,평점,날짜,후기
51,2.2,2024.03.05.,1주차장 자리가 없으면 로터리에 인원배치하여 바로 2주차장 안내를 해주었으면하고 푸바오 보려면 370분 기다려야해서 포기 번호표를 주던지 삼성계열인데 스하트 하지 못한 줄서기와 식당조차 닫은곳이 많아 밥집줄도 어마어마하여 빵으로 끼니 때우고 날씨가 영하인데 중간중간 따듯한곳도 부족하고 사파리 150분 기다렸다가 발가락 동상걸릴것 같다 결론은 사파리 하나보고 집으로 왔다 자유이용권 돈아까워 죽을뻔
52,5.0,2024.03.04.,늘 에버랜드는 편의시설이 모두 잘 갖춰진 곳이라서 놀기 편하고 아이들에게 더없는 행복한 시간을 준거 같습니다~
53,5.0,2024.03.04.,에버랜드 최고 푸바오로 가득한 사람들
54,4.3,2024.03.03.,"우리나라 최고의 놀이공원을 뽑으라고 하면 나는 롯데월드와 에버랜드를 고를 것이다. 놀이기구를 탈려고 줄을 서다 가끔씩 낙서가 되어있는 경우가 있는데 이 낙서는 에버랜드가 얼마나 오래 되었고, 유명한지 뜻해주는 것 같다. 그리고 에버랜드는 롯데월드와 달리 푸바오처럼 인기 많은 동물들도 구경할 수 있기에 어린 아이들에게는 에버랜드가 더 좋다고 생각된다!"
55,1.0,2024.03.03.,"중국 곰 보러 줄설 시간에   부모님 뵈러 한번더 가봐라
sns 환장한   한심한 개돼지들"
56,5.0,2024.03.02.,"에버랜드는 누구에게나 설렘이 있어요~항상 가고싶은곳이구요.처음 푸바오,러바오를 봤는데 너무귀여워서 놀랐어요ㅜㅜ이제서야 보게되서 너무좋은데 이제 푸바오는 못보게 되지만 아이바오와 쌍둥이. 러바오보러 또올거에요~사람은 👍 너무 많았어요~안전사고에 유의해야할거같아요~"
57,5.0,2024.03.02.,
58,5.0,2024.03.02.,
59,5.0,2024.03.01.,카카오티 주차앱으로 편하게 출차가 가능했다는
60,5.0,2024.03.01.,정말로 재밌었어요 최고의 에버랜드에요
61,1.8,2024.03.01.,푸바오 보는데 3시간이나 섰네요 ... 그치만 재밌었어요
62,5.0,2024.03.01.,푸바오 잘 보고왔음!
63,4.1,2024.03.01.,사람많아 푸바오는 바로 패스하고 놀려고 했는데 비가 오니 큰 어트랙션은 다 안하더군요..아쉬웠습니다. 그래도 거의 20년 만에 방문이었어서 연거는 다 타고 왔네요-
64,5.0,2024.03.01.,푸바오 보러 새벽부터 출발해서 갔다왔는데 너무 귀엽네요 간다니 조금 아쉽네요
65,5.0,2024.03.01.,구경하기가 좋아요
66,5.0,2024.03.01.,스마트줄서기가ㅜ있어도 완전완전 기다렸어요. 그래도 에버랜드에서 칭구들과 줄서서 기다리는 동안 다양한 벌칙게임하며 추위에 떨고 벌칙 걸릴까 떨며 재밌고 신났어요. 맛있는 간식은 국률~~ ^^*놀이기구도 타고(친구들 아니면 안 탔을 듯 무서워) 사파리도 하고 씬나!! 씐나!!
67,4.0,2024.03.01.,
68,2.0,2024.03.01.,"특가 이용 못했어요 저렴히 구한 티켓이지만 좀 억울 하네요  결국은 현장 결재해서 푸바오 다섯시간 만에 자는 모습. 보구 왔어요

에버랜드 시설 넘 노후 됐네요
시설점검도 하시구요

울 바오패밀리 잘 부탁드립니다 ^^"
69,3.0,2024.03.01.,"새벽 같이 일찍 자차로 출발 계획을 철저히 체력은 필수 도시락 준비 강추 커피도 미리 숙박도 필수 입니다 판다 있는곳 빼고는 계절을 타고 시설이 아쉽고 예전 같이 않고 차라리 서울 신논현에서 셔틀이 다니면 좋을 것 같아요 
식당도 아쉽고 좀더 서서히 시설을 보수하고 아이템 개발이 더 필요 할듯 합니다"
70,2.0,2024.02.29.,"판다월드 대기시간
400분 포기
사파리도 포기
놀이기구도 대기시간이 기본 60분
사람 구경만 했습니다"
71,4.0,2024.02.29.,"시설이랑 뷰는 더할나위없이 좋았습니다
푸바오 볼수있는시간이 금주가 마지막이라....
사람이 너무많아서 평일임에도 불구하고 
기다림이 넘 힘들었네요
그래도 즐거운 에버랜드였네요~"
72,5.0,2024.02.29.,"성큼 다가온 봄처럼 우리에게 푸바오가 다가왔는데
실외,실내 방사장으로 종일 보여줬으면하는 아쉬움이 많아요~ 5분이란 시간이 길면 길데 푸바오패밀리를 다 볼수없어서 아쉬워요 ..  2월28일 저희는 첨 갔는데 줄서는데가 넘 길고 내리막길,오르막길 좀 위험해보였어요 
효율성있게 가는날까지 잘 보여주세요
푸바오"
73,5.0,2024.02.28.,주차장 넓어서 좋아요
74,5.0,2024.02.28.,푸바오 보러 3차  방문인데  갈때마다 느낌니다  바오가족들 뒤편 놀이기구에서  끼익 거리는 소리가  너무 들리더라구요 정비는 해야 할듯 합니다  주변 청소가 너무 잘되서 깨끗하고 만족 합니다
75,5.0,2024.02.28.,우리바오들 쿨쿨잠자도 예쁘네요.
76,5.0,2024.02.27.,
77,4.0,2024.02.27.,"에버랜드 할인가격으로 조금은 저렴하게
혜택보며 애용하고있어 좋아요^^
일찍 패장하는 부분이 많이 아쉬워요"
78,3.0,2024.02.26.,"금요일은 우리나라에선 주중이 아닌듯 합니다
넘 사람이 많아 줄서다 다 지쳤네요 TT"
79,4.7,2024.02.26.,
80,5.0,2024.02.26.,너무좋았어요 행복한 시간이였어요
81,4.0,2024.02.25.,대기 줄이 길어 겨우 푸바오 영접했어요
82,4.1,2024.02.25.,"유치원때와 학창시절에 학교에서 왔던 추억의 장소♡
아주오랜만인, 작년 크리스마스에 연인과 방문했을때 푸바오 5분밖에 안보여줘서 서글픔..."
83,5.0,2024.02.24.,추운 날씨 속에도 불구하고  너무 만족해요
84,4.7,2024.02.23.,
85,3.8,2024.02.23.,
86,5.0,2024.02.21.,"비오는데도 푸바오보러 잘다녀왔어요
줄서기도 생각보다힘들지 않코   수월하게 진행됬어요
조용하고 의식있는 수준있는 관랑  그리고 직원분들에
친절함 그리고 좋은 공기  또 관람객들이 모두 수준있게
잘  질서 지키며  푸바오 러바오 예쁜 동문 아가들
보고 왔네요 모두 사랑 가득했어요
행복해  보였어요~아쉽지만 아이바오 쌍둥이 아가들은
늦게 가서 못보고 와서 좀 아쉬웠어요
하지만 우리 귀염둥이 푸바오 잠깐이라도 보고 와서
좋았어요♡ 그리고 로스트벨리 동물 친구들 보고왔네요♡
정말 수고 많으십니다
우리 에버렌드 동물들 잘 켕니해주시고  사랑으로
돌봐주셔서 정말 감동입니다~~
모두  행복해보였어요~^^
고맙습니다 앞으로도 모두 모두 행복하기를 바랄께요~♡"
87,5.0,2024.02.19.,"판다가 자고있었어여.. ㅠㅋ
그래도 에버랜드 넘넘 잼났음요"
88,4.7,2024.02.18.,
89,4.9,2024.02.18.,이야!! 어제 판다월드 대기줄이 역대급이였지만 전 오픈런 성공해서 30분만에 봤네요!! 판다 외에 동물들도 귀여워서 볼 것이 엄청 많았어요!! 놀이시설도 좋아요!! 저는 판다월드부터 가는것을 강추합니다!!
90,5.0,2024.02.16.,저렴하게 잘 다녀왔습니다.
91,4.9,2024.02.15.,
92,1.0,2024.02.14.,아니  사람은 더럽게 많아서 스마트 예약도 않되고 놀이기구는 반은수리중 이고 뭐지  입장료 똑같이 내고  3시간 동물구경하고 왔다.   돈 이 아깝다.
93,5.0,2024.02.13.,아이가 너무 재미 있게 놀다 왔네요
94,5.0,2024.02.12.,"너무 잘보고 잘놀고 즐겁게 놀다왔어요~
8시반에 오픈런을 했지만 (매표소 앞이였지만)이미 많은 사람들이 있두라구요  7시쯤은 가야  될것같아요 .
즐거웠습니다"
95,5.0,2024.02.12.,너무 좋아요 푸바오도 기다린보람이 있습니다
96,5.0,2024.02.12.,재밌었어요
97,3.3,2024.02.11.,"글쎄요~
많이 낡아보여요~♡
수선해주세요"
98,3.9,2024.02.10.,
99,5.0,2024.02.10.,
100,4.0,2024.02.10.,"에버랜드에 건의드리며 마동석이나 최홍만 같은 쎈 남자분들로 인력 충원을 요청드립니다!
1. 매표소에 줄 서있을 때 한사람이 줄서있으면 나머지 일행들이 와서 끼어들어요.
2. 요즘 핫한 판다월드... 새치기는 기본이고.. 한사람이 서있음 일행들 와서 끼어들고.. 순서가 밀려나는 현상이 많습니다.
입장권 보여준 후 제일 먼저 입장을 했는데 판다를 직접 대면하기 전 중간 통로에서 우다다다 뛰는 사람들, 판다 관람시 조용히 사진 찍고 있는데 밀치는 사람들, 사육사님과 캐스터 분들께 욕설과 고함을 내며 함부러 하시는 진상도 있습니다."
101,4.7,2024.02.09.,
102,3.8,2024.02.09.,예전에 찍은 귀요미들!
103,4.8,2024.02.08.,
104,5.0,2024.02.08.,에버랜드 또 가고 싶다!
105,5.0,2024.02.06.,"시간이 지나도 계속가고싶네요 시즌에 따라서
달라지는 축제가 즐거워요!"
106,5.0,2024.02.05.,"이번엔 판다월드 보러 갔어요~  오픈런한다고 대구에서 새벽에 출발해서 도착하니 벌써 많은 사람들이 와 있더라구요 기다리는게 조금 힘들었지만 그래도 그 힘듬을 싹 잊게 해주는 판다 둥이와 러바오, 아이바오를 봐서 힐링됐어요~^^ 그날 하루는 다녀온게 꿈 같아요~^^"
107,4.0,2024.02.05.,
108,5.0,2024.02.05.,
109,3.6,2024.02.05.,판다로 돈 엄청 버셨을 듯. 판다보러 사람들이 다 거기로 몰려서 다른 어트랙션 줄이 아주 짧아 좋습니다. 음식은 정문쪽 아시안누들이 먹을만하네요. 케엪씨도 굿
110,3.0,2024.02.03.,판.다.월.드!!!
111,3.5,2024.02.02.,푸바오잘가
112,5.0,2024.02.02.,푸바오때문에자주가는데너무좋고입장권이싸서너무좋아요
113,4.5,2024.02.01.,
114,4.8,2024.01.30.,
115,5.0,2024.01.30.,t익스프레스 안 무서우니까 꼭 타세요
116,3.2,2024.01.30.,겨울에 방문하니 쉬는 시설이 많아서 아쉬웠어요ㅠㅜ 푸바오야 잘가🥺🥺
117,4.0,2024.01.29.,"기다리는 보람도 잇엇지만
푸바오 기다리는동안 배도 고프고 다리도 아픈데
뭐사먹을곳도 너무 멀어서 힘들더라구요ㅠㅠ"
118,5.0,2024.01.29.,에버랜드는 요즘 푸바오가 주인공입니다 ㅎㅎㅎ 꼭 가보세요
119,5.0,2024.01.29.,사람들이 의외로 많네요.
120,4.5,2024.01.28.,
121,3.8,2024.01.27.,"푸바오 너모 기엽다
겁나 넓어서 힘들다 그치만 재미있다(멀미조심하세요)
대중교통으로 집에가기 빡세다"
122,5.0,2024.01.27.,카톡예약으로 예약해서 정말 싸게 잘다녀왔습니다^^
123,3.7,2024.01.27.,"에버랜드 내에 T와이파이 돼요.
주말이라 8시엔 와야 정문주차장 이용하고 앞쪽에 줄설수있어요.9시면 늦음."
124,4.5,2024.01.27.,
125,4.0,2024.01.23.,
126,4.5,2024.01.23.,푸바오가 정말 귀여웠어. 사람이 많아서 5분밖에 볼수가 없었어 ㅠㅠ
127,4.4,2024.01.23.,
128,4.1,2024.01.23.,
129,4.8,2024.01.23.,푸바오 가지망고 한국에 있었으면 좋겠어용 진심
130,4.8,2024.01.23.,
131,5.0,2024.01.23.,푸바오 보러 갔어요
132,5.0,2024.01.23.,
133,4.5,2024.01.23.,"오랫만에 오픈런 해봤네요
푸바오반환전에 보기위해서 가봤는데 예전 추억이 그대로 이네요 시설이 많이 노화 되기는했지만 추억이 생각나 좋았네요"
134,5.0,2024.01.21.,
135,5.0,2024.01.21.,"판다월드 줄 왕왕길지만 그래도 좋았어요 ㅠ 쌍둥바오랑 아이바오는 못봤지만!꙼̈ 다음에 꼭 보러 갈게요 ㅎㅎ
러바오랑 푸바오 봐서 좋았어요 푸공주 사랑해 ღ"
136,4.0,2024.01.20.,"호랑이를 사랑하는 1인으로 타밸 사육사님들 칭찬하고 싶어요 
아름ㆍ다운 ㆍ우리 ㆍ나라 ~~
모두. 통실통실 건강해보여 좋았어요 사파리에 있는 건곤ㆍ태호를 볼 수 있는 시간이 너~~무 짧아  아쉬움에 눈물이 찔끔 ㅎ 조금만 더 길~~~게 보여주세요"
137,4.7,2024.01.20.,갈 때마다 행복해지는 곳🩷
138,3.5,2024.01.20.,3시간와서 2시간반 줄대기하고 4분30초보고 끝! 놀이기구는 노후로 대부분 정지고 화장실만 깨끗하구만 두번은 안온다
139,3.8,2024.01.20.,언제가도 즐겁고 또 가고 싶어지는 에버랜드b
140,5.0,2024.01.19.,
141,3.8,2024.01.18.,
142,4.2,2024.01.18.,(놀이기구 재미없는데 판다랜드로 바뀌면 좋겠어요)
143,5.0,2024.01.15.,
144,2.6,2024.01.15.,"여기 없어지면 진짜 가만히 안둔당,,,"
145,4.7,2024.01.13.,
146,4.1,2024.01.10.,나의 유년기를 책임져준 곳
147,3.6,2024.01.09.,판다 잠만잠ㅋ
148,4.0,2024.01.06.,눈치게임실패
149,4.3,2024.01.06.,
150,4.2,2024.01.04.,너무 좋아요 나중에 또 가고싶네요
151,5.0,2024.01.04.,
152,5.0,2024.01.03.,
153,5.0,2024.01.03.,
154,4.9,2024.01.01.,"추웟는데 ㄱㅊ햇어요
이곳을 다녀온 이후로 추위가 무섭지않아요^^"
155,3.2,2023.12.31.,"음식 사먹지마 진짜 맛없어
눈와선지 놀이기구 거으다 쉼
기념품 샵은 굿"
156,3.8,2023.12.29.,"평일 목요일 11시 좀 넘은 시간 방문했지만 
핑크존 주차장 가능했구요.
동계시즌이라 운영하지 않는 기구도 많았지만 아이랑 
방문해서 상관없었구요.
화장실도 따뜻하고. 물도 따뜻하고. 
화장실가면서 몸녹이고 다시 놀고 그랬네요
사파리.로스트는 대기시간 너무 사악해 포기하고 
판다월드 대기 40분이였지만. 빠르게 순환되어 러바오.푸바오만 봤네요"
157,5.0,2023.12.28.,
158,5.0,2023.12.28.,여러번 방문했지만.. 너무좋아요
159,4.9,2023.12.27.,
160,5.0,2023.12.26.,저렴하고 즐겁게 눈치게임 성공!
161,5.0,2023.12.26.,푸바오 보러왔어요 좋아요!
162,4.0,2023.12.24.,
163,4.3,2023.12.24.,에버랜드 구경 조아요.
164,4.2,2023.12.23.,줄이 긴 건 어쩔 수 없지만 매우 좋습니다
165,3.2,2023.12.23.,"거의 기다리는 시간이 대부분이라
평일에 한번 재방문 하고싶음"
166,4.0,2023.12.21.,"미리미리 발렛 신청하고가면되요 
행복의나라 에버랜드"
167,5.0,2023.12.20.,가는날 갑자기 눈이내리기 시작하는데 가야할지 말아야할지 걱정하던차 에버랜드에 전화해 이것저것 여쭈어 보았는데 친절히 하나하나 설명해 주시더라구요 결국 잘놀다가 왔습니다 추천 쾅!
168,5.0,2023.12.19.,👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻
169,4.9,2023.12.18.,에버랜드 잘 놀다갑니당~!
170,4.0,2023.12.17.,
171,4.1,2023.12.16.,
172,4.3,2023.12.14.,
173,3.9,2023.12.12.,
174,5.0,2023.12.12.,너무 즐거웠지만 평일이라 그런지 오픈안한곳이 많아서 좀 아쉽긴했어요~
175,5.0,2023.12.12.,
176,5.0,2023.12.09.,"여긴 갈때마다 애들이 좋아하쥬
지방이라 한번 갈때 큰맘먹고가지만
이번엔 눈비가와서그런지 맘껏 다 구경하고왓어요 ㅎㅎ"
177,5.0,2023.12.08.,추억만들기  좋은곳
178,3.6,2023.12.08.,
179,5.0,2023.12.05.,"푸바오 보러 갔어요 ㅎㅎ
화요일인데 눈치게임 대대대대대대대실패
학교에서 단체로 체험학습 왔더라구요..ㅠㅠ
학교도 하나가 아니라 네다섯 학교 전교생.."
180,2.2,2023.12.04.,Overrated.  We don’t enjoy it very much.
181,5.0,2023.12.03.,서비스도 너무 좋고 맛집도 많고 퍼레이드도 너무 좋았습니다💓
182,5.0,2023.12.02.,아이와 추억만들기 짱
183,2.6,2023.12.02.,
184,3.5,2023.12.01.,
185,5.0,2023.11.29.,"푸바오 자고있는거만 보고와도 행복,,"
186,3.8,2023.11.28.,어트랙션 좀 만들어라... 가면 갈수록 실망임
187,5.0,2023.11.24.,
188,5.0,2023.11.24.,
189,5.0,2023.11.24.,오랜만에 가니 너무 좋았어요❤️ 더 추워지기 전에 고민하지 말고 가세요!! 피날레 문라이트퍼레이드까지 완벽!! 불꽃놀이는 11월 말까지 쉰대요~~
190,3.7,2023.11.23.,
191,4.4,2023.11.21.,
192,5.0,2023.11.20.,"정말정말정~~말
좋았어요^^♡"
193,5.0,2023.11.19.,
194,4.2,2023.11.18.,러바오 1등이야
195,4.3,2023.11.16.,푸빠옹... 가지마...
196,4.3,2023.11.15.,
197,5.0,2023.11.14.,"주차는 발렛이죠..짱
편하고좋았네요."
198,3.9,2023.11.13.,"간식이랑 음식이 살인적인 가격이라 좀 그렇긴 한데
그래도 에버는 에버다"
199,5.0,2023.11.12.,
200,4.0,2023.11.10.,great place to visit!
201,4.5,2023.11.09.,사람이 진짜 많음 근데 놀이기구는 재밌다.
202,5.0,2023.11.08.,
203,5.0,2023.11.08.,"푸바오 넘사랑사랑사랑스러움
관람시간 길면좋겠어요"
204,5.0,2023.11.08.,오랜만에 아이와 함께 즐거운 시간 보내고 왔습니다. 날도 선선하니 놀이기구 타기 넘 좋았어요
205,3.9,2023.11.08.,
206,5.0,2023.11.07.,정말 바오가족들 너무 귀여워서 보자마자 기절했어요 앞으로도 달에 한번씩 보러가고싶네요☺️
207,4.3,2023.11.07.,주말방문 사람은 많지만… 그래도 좋네요
208,5.0,2023.11.06.,
209,5.0,2023.11.06.,
210,4.0,2023.11.04.,"역시나 환상의나라 꿈의나라 에버랜드였어요 
 ^ ^ 다만 넘 사람들이 많아서 줄서서 대기 시간이 길엇던 점이 넘 아쉬웠어요 스마트 줄서기 기간을 조금만 늦쳐주면 어떨까 라는 작은 바램이 . . . ^^;;"
211,4.1,2023.11.03.,"에버랜드 놀이기구, 동물원 꽤 재밌음 근데 난 티 익스프레스 무서워 못 탐"
212,3.8,2023.11.03.,
213,5.0,2023.10.31.,
214,4.3,2023.10.30.,"It is such a nice place, I had so much fun even if I went alone, the lines were a little long but worth it, it was hot but I had so many delicious soft drinks I also ate very well it was a sensational day"
215,3.8,2023.10.29.,기념품 가격이 사악하다만 재미있다
216,3.0,2023.10.29.,"사악한 가격이기는 하지만 정말 볼거리 많고 재미있게 놀았어요. 놀이기구 안 타도 놀수 있는 놀이동산은 애버랜드가 유일할겁니다. 다음에 또 가서 츄러스 왕창 먹고, 꽃이랑 동물구경 왕창 해보고 싶습니다."
217,4.8,2023.10.28.,"역시 에버랜드는 에버랜드다 말이 필요없다
(푸바오 귀엽다...)"
218,3.7,2023.10.27.,
219,1.9,2023.10.27.,"언터쳐블 한국 1위 테마파크
에버랜드가 울나라에 하나 더 생겼으면..."
220,3.0,2023.10.23.,"에버랜드 별명을 지어줌

'또버랜드'

또 가고싶은 에버랜드니까"
221,4.7,2023.10.20.,"사람만 많음
생각 보다 줄 안섬"
222,4.5,2023.10.17.,
223,4.7,2023.10.17.,
224,4.6,2023.10.17.,
225,5.0,2023.10.17.,
226,4.1,2023.10.17.,
227,5.0,2023.10.17.,푸바오 너무 귀여워요. ^^
228,2.7,2023.10.16.,
229,5.0,2023.10.13.,
230,4.0,2023.10.12.,하나타려고 3시간써야하는 ㅋㅋ
231,4.1,2023.10.12.,"저번에 현장학습으로 에버랜드에 갔는데 너무 넓고,탈 것,기념품 같은것 있으니까 좋아요!♡"
232,4.3,2023.10.12.,오랜만에 에버랜드에 다녀왔는데 판다월드도 가보고 놀이공원도 타서 잼있게 놀았네요!
233,4.6,2023.10.12.,👍
234,4.3,2023.10.11.,스마트줄서기 하나밖에 못하는 것 너무 안 좋음.
