,평점,날짜,후기
37,5.0,2023.08.26.,
38,3.6,2023.08.26.,
39,3.8,2023.08.10.,
40,5.0,2023.08.10.,좋아요
41,3.6,2023.08.06.,"주차는 공용 주차장에 하시면되고
식당 가까워서 좋지만 물이 완전 깨끗한편은 아니예요"
42,4.3,2023.08.05.,
43,4.4,2023.08.05.,바다가 좋아요
44,5.0,2023.08.02.,진짜..미친뷰...너무 예뻐요!!
45,4.7,2023.08.01.,
46,4.2,2023.08.01.,
47,5.0,2023.07.31.,
48,3.3,2023.07.25.,붉은 하늘에 무지개까지 완벽한 하루를 만들어줘서 고마운 바다!
49,5.0,2023.07.22.,
50,2.3,2023.07.22.,
51,4.2,2023.07.19.,
52,3.6,2023.07.16.,"여름엔 아무래도 밤에 가는게ㅋㅋ
밤에 더 멋지기도 하고 시원하기도 함
주변 산책하기도 좋고 모래도 곱고
물도 기대이상으로 맑아서
발 담궈버림. 미역이 많음ㅋㅋㅋ"
53,5.0,2023.07.14.,
54,4.3,2023.07.12.,산책하면서 걷고 있으면 별의 별 빌런들을 많이 볼 수 있음
55,5.0,2023.07.07.,
56,4.0,2023.07.01.,
57,3.0,2023.06.22.,
58,5.0,2023.06.21.,
59,3.3,2023.06.19.,
60,5.0,2023.06.11.,
61,4.0,2023.06.08.,
62,3.9,2023.06.03.,
63,4.5,2023.06.02.,포항여행에서 꼭 들러볼 곳입니다 환호공원도 가깝고 너무 좋아요~^^
64,5.0,2023.06.01.,
65,4.0,2023.05.25.,여기가 이렇게 핫플인줄 모르고 갔다가 쌉당황한 일인 ㅋㅋ 장미원에 장미피었을때 가면 경관은 너무 멋집니다
66,2.5,2023.05.20.,나들이
67,3.8,2023.05.20.,언제나 가도 좋음 ㅎㅎ 단 커플일때만
68,4.3,2023.05.20.,"주차비 입장료 없어 좋았어요
가족 나들이에 적합한 바닷가이긴 하지만 해안의 급경사에 아이들은 조심시켜야 합니다"
69,3.4,2023.05.18.,"적당한 크기, 적당한 먹거리..
광안리랑 비교댄다
-부산사람 아님-"
70,5.0,2023.05.08.,
71,4.1,2023.05.07.,
72,4.1,2023.05.06.,
73,4.3,2023.05.06.,
74,4.7,2023.05.05.,
75,4.6,2023.05.03.,
76,4.5,2023.04.30.,다시 일출보러 오고싶네요
77,2.6,2023.04.23.,"쌍사나 다른 동네들보다 술값이 비쌈.
해수욕을 하려면 좀 더 올라가는 편이 좋음. 물 ㄹㅇ 개드러움.
풍경 원툴임. 돈을 좀 더 주더라도 바다를 보면서 술 마시고싶다 하면 좋음."
78,5.0,2023.02.26.,영일대 해주욕장 두번 방문했는데 너무아름답네요
79,4.2,2023.02.26.,바다도 예쁘고 전망대도 좋고 샌드작품도 예쁘고 다 좋음👍🏻
80,2.5,2023.01.26.,좋아요!
81,4.5,2023.01.11.,
82,4.6,2022.12.03.,포항 도심에서 유명한 해수욕장이며 과거에는 북부해수욕장이라고 불렸습니다.  오브레멘ㆍ헤이안ㆍ환여횟집 등 맛집이 많습니다~~
83,2.0,2022.10.27.,"북부해수욕장 앞 장사 하시분들 너무심하다
음식 다먹지도. 못하고 깡패도 아니고 ,,,,,,,,,
욕나온다,   다시가고싶지 않은곳1순위,,"
84,4.5,2022.10.13.,
85,4.5,2022.10.03.,바다의 풍경과 수질이 매우 좋습니다. 그렇지만 자전거 도로가 있기 때문에 보행자.자전거 운전자.자동차 운전자 모두 서로의 안전을 배려해야 합니다. 특히 보행자.자전거 운전자들이 불법주정차를 극도로 싫어하니 지정된 공영주차장에 주정차를 하시기 바랍니다. 감시카메라와 이동식 단속차량으로 시에서 단속을 하고 있으며 실제로 바로옆에 있는 여객선터미널 앞 자전거 도로에 불법주정차를 하다가 여성 자전거 운전자를 추돌한 자동차 운전자가 과실상해죄로 관할 경찰관에게 체포된 과거 사례가 있습니다.
86,4.2,2022.09.06.,
87,4.6,2022.08.02.,
88,4.4,2022.06.30.,바다가 잔잔하고 넓네요 아주 좋아요
89,3.7,2022.05.14.,바다는 사랑입니다333 야경이 예뻐요
90,4.8,2022.04.29.,여기 바다 진짜좋습니다.
91,4.0,2022.04.22.,
92,3.6,2022.03.15.,
93,1.9,2022.03.03.,인간이 만든 오염된 바다
94,3.9,2022.02.18.,"제2의 광안리~♡
찐 굿"
95,3.6,2022.01.19.,파도가 셈 조용한 해변가 아님
96,4.4,2021.10.13.,포항의 대표 해수욕장
97,5.0,2021.09.08.,바다도 보고 포스코 조명도 보고 해상누각도 보고 조아용
98,2.4,2021.08.25.,"동네 양아치들 천국 ㅋ 배달오토바이충, 문신충들이 가오 허세잡고 돌아댕깁니다 ㅋ"
99,5.0,2021.08.22.,
100,3.1,2021.07.26.,흙탕물
101,3.7,2021.06.22.,좋아요
102,2.7,2021.06.18.,동네 양아치들 자주 놀러오네 물 다흐리게
103,4.0,2021.05.30.,좋음
104,5.0,2021.05.12.,
105,5.0,2021.04.01.,
106,4.1,2021.04.01.,
107,4.5,2021.02.20.,
108,4.4,2021.02.17.,
109,5.0,2021.02.13.,바다라서
110,5.0,2021.01.15.,
111,3.3,2020.12.24.,
112,4.2,2020.12.06.,자전거 타기 너무 좋아요
113,5.0,2020.08.12.,
114,5.0,2020.08.02.,
115,4.3,2020.07.30.,
116,3.7,2020.07.11.,약간 미니 광안리 느낌
117,4.1,2020.06.17.,굿
118,3.0,2020.01.25.,
119,1.3,2019.11.02.,
120,3.2,2019.07.30.,"좋아요 근데 
7월말인데 물 차가워서 
들어가지도 못했어요"
121,4.7,2019.07.12.,
122,1.0,2019.06.03.,포항 시외버스 터미널에서 영일대 해수욕장 가려고 여기 방법대로 105번 버스 탔는데 시외버스 터미널 건너에서 타라고 안나와서 잘못탔잖아요!!!ㅡㅡ^^빨리 고쳐주세요!!
123,4.4,2018.07.29.,
124,5.0,2018.07.01.,가보고싶어요
125,3.6,2018.06.19.,
126,3.3,2017.12.16.,Ocean
127,3.5,2017.07.17.,"마라도회식당에서 물회 먹구서,
공영주차장에서 비라본.."
128,3.5,2017.05.04.,"ℹ 동해안에서 가장 규모가 큰 야경이 아름다운( 포스코 야경과 영일대 누각 야경 ) 해수욕장.

✌ 해수욕장 주변에 숙소업소들 밀집되어 있고 밤에는 유흥업소들이 불야성을 이루는 곳."
129,4.1,2016.11.30.,"포항 북부해수욕장 ^^
영일대해수욕장으로 이름이 바뀌었네요^^ 해상누각 영일대가 해를 맞이하는 집이라는 뜻이라네요 앞에 영일교^^ 해수욕장에서는 시원한 한줄기의 분수가 치솟고 있네요^^ 
어느듯 저녁이 되니 영일교에 조명이 들어옵니다.저 멀리 포스코에도 불빛을 발산하고 영일대교 입구에 러이저 불빛으로 포항이라는 글자를 만들어 형형색으로 변화를 주면서 별 모양도 만들고 이제는 모든 명소가 불빛 축제가 되어갑니다.ㅋㅋㅋ 포항 푹부해수욕장의 새로운 변신 가족들과 함께 포항으로 가신다면 영일대해수욕장 야경 만끽하시고 오세요^^"
