,평점,날짜,후기
24,2.5,2023.12.02.,"이른 아침에 갔는데도 사진꾼들 그 좁은 전망대에 삼각대로 진입조차 못하게 다 막아놓고. 포토존들은 찾지도못할정도로 사진꾼들 삼각대ㅡㅡ 그 새벽아침시간부터 노을질때까지 그렇게 차지하고 있으련지 빠지지도 않고 자리 비킬생각도 안함. 드론 윙윙 대는 소리에 머리가 이상해질 노릇…내려오니 어떤 용기있는 아저씨 뭐라 소리치시지만 전망대에만 그놈의 동호회 인간들 백명이상이 다 차지하고있어서 들어처먹지 않음. 내가말해도 키득대고 비웃어댔는데…하… 그러니 사람들이 다 싫어하지

기대가 컸던건지 작은편이고 인터넷에서 본 사진들은 다 드론샷… 나무에 가려져서 그런사진 안나옴. 아 사진꾼들때메 정확하게 카메라도 못대봐서 모르겠다

아무튼 휴양림 숙소잡고 하면 너무 좋을 것 같지만
그 사진들은 속았고, 그렇게 크지도 않음. 

괜히 사진꾼들때문에 별로 안좋은곳으로만 기억되고 묵는거 아니면 재방문의사 없음."
25,5.0,2023.11.29.,
26,4.0,2023.11.27.,단풍명소 산책로 나들이 포토존 👍
27,4.0,2023.11.24.,단풍철 잘맞춰 갔다면 좋았을거같은 아쉬움이 있지만 관리 잘돼있고 이쁘네요
28,4.0,2023.11.24.,입장료도 없고 쉴수있는 평상도 많아서 좋아요 다만 저처럼 뚜벅이는 버스배차 간격이 너무 길어서 그게 단점 입니다
29,4.4,2023.11.23.,"올 가을 단풍 막바지라 지방곳곳(대구.경남등)에서 관광버스가 줄을서 도로가 주차장이었습니다.
등산객들은 버스에 내려 산행을 미리 즐겄습니다
  저도 자전거 라이딩으로 휴양림 입구에서 좀 올라가다 상춘객들이 많아 아쉽게 귀가 했습니다
23년 가을아 잘가라 ^×^"
30,3.9,2023.11.22.,"가을쯤 주말이면 주차장 들어가는 입구부터 날리~
풍경 좋은데, 조금 더 정비가 필요하다고 개인적으로 생각됨.
현재 길 등이 좀 어수선하고, 깔끔하지 못함."
31,4.0,2023.11.20.,"단풍명소 나들이 메타세쿼이아가 너무 멋있고
산책하기가 매우 좋아요"
32,3.5,2023.11.19.,초보가 와도 쉽고 메타세콰이어 나무를 충분히 느낄수 있는 섬세한 산책코스도 좋습니다. 인생샷 찍는 줄은 좀 포기하고 형제봉 지나 정상 찍는 등산 했더니 전망도 좋고 간단 운동도 되고 좋네요 다만 주차는 헬입니다 차 가져가신다면 아침 일찍 가셔야하고요 좀 줄이 길어진다 싶으면 저수지 옆 졸음쉼터나 갓길에 주차하고 걸어가시는게 정신건강에 좋습니다
33,3.3,2023.11.19.,"산책로는 참 예뻐요
한 1km 정도인데 경사가 좀 심해요
시설도 잘 해놨고… 올라가면 뷰도 괜찮아요

근데 중장년 등산 동호회 사람들…
단체로 전망대에서 라면 끓여 나무 데크에 질질 다 쏟아가며 먹고 소주 까 먹는데 경악을 금치 못했어요
라면국물을 바닥에 쏟아가며 자기들끼리 소란피우고… 뭐하는거냐고 해도 단체로 와서 기가 사는지
들은체도 안하네요
거기서 소주먹고 먹던 잔을 난간 밖으로 휙 쏟아버리는데 아래 올라오던 사람들 졸지에 소주로 샤워하셨어요

단체로 버스타고 많이들 오시던데 제발…
등산 매너좀 지킵시다…
예쁜 경치 구경하러 와서 왜 경관을 훼손하나요??

또 강아지들 잔뜩 데려와서 대소변 보게하고 치우지도 않더라고요 제발 매너 지킵시다

나가는 길엔 주차, 통행으로 난리…
갓길주차로 도로가 꽉 막혀서 들어오지도 나가지도 못하고 양쪽에서 클락션 울리고

이렇게 예쁘고 좋은곳…
시설 관리인들도 정비에 노력해야하고
이용객들도 매너지켜서 놀고 갑시다 제발"
34,1.0,2023.11.19.,"시에서 운영하는 휴양림이 관리 단속이 전혀 안되네요!!
공공장소에서 음주가무를 해도 제지하는 사람 하나 없고, 차량통행과 주차관리하는 사람이 없어서 너무 불편해서 다시는 오고 싶지 않아요. 
최악이라 별 하나도 아깝네요."
35,3.8,2023.11.13.,
36,3.9,2023.11.13.,"아직 절정이 아니라  11월  말  쯤 추천함
입구  주차장에  휠체어  서비스가 되며
입구 주차장 말고  전망대 주차장을  추천함 ᆢ
중간 지점에  매점이  있고 
입장은  무료
주차도  무료 입니다
인스타에 나오는 사진 보다
다소 경치가  떨어짐"
37,5.0,2023.11.13.,가을이면 찾고싶은곳 단풍명소 산책로 나들이 포토존
38,5.0,2023.11.13.,
39,2.8,2023.11.12.,"올라가는 동안에도 1시간 걸렸는데,, 주차장에 차 댈곳도 없는데 올려보내더니 막판에 차 돌리라고하네요,, 풍경이고 나발이고 보지도 못했네여,,"
40,5.0,2023.11.10.,
41,3.2,2023.11.09.,"수많은 메타세콰이어만으로도 힐링되지만
11월 중순 이후에 가면 메타세콰이어 푸른 잎이 모두 주황빛으로 물들어 스카이타워를 거닐며 보다 더 특색있는 광경을 경험할 수 있다.
사계절 다 좋아도 특히 가을이 대박 멋진 곳!
(1st: 2019.10.09/2nd: 2023.11.08)"
42,5.0,2023.11.08.,
43,3.7,2023.11.05.,"11중순지나  가세요
산책로 포토존 나들이 단풍명소 
메타세쿼이아 단풍 최고입니다"
44,4.8,2023.11.05.,
45,5.0,2023.11.03.,너무너무 풍경좋아요 이쁘다^^산책로
46,4.1,2023.11.01.,
47,3.6,2023.10.31.,
48,4.8,2023.10.30.,
49,4.7,2023.10.30.,"메타세콰이어가 좋아요 꼭오세요
11월중순에서 말쯤오세요"
50,5.0,2023.10.29.,경치좋고 주차공간 많아 좋습니다
51,5.0,2023.10.28.,
52,4.5,2023.10.26.,
53,4.7,2023.10.16.,The first private forest opened for public in Korea. It gives various tracks for a weekend family walking around well maintained woods.
54,4.7,2023.10.02.,
55,5.0,2023.09.27.,
56,4.6,2023.09.26.,힐링 그자체
57,4.5,2023.09.22.,노잼 대전 아님.장태산 메타세콰이어 길 너무 좋아서 한 이 삼일 동안은 너무 좋았습니다.
58,5.0,2023.09.22.,"휴양관에서 숙박하고 충분히 볼 수 있어서 좋았어요
손 하트 포토존 조형물 위에서 잠자리 한쌍이 하트 모양을 만들고 있었어요^^
재방문 하고 싶어요"
59,3.7,2023.09.10.,나들이 산책로 좋음요
60,3.4,2023.09.04.,평상이 있어서 느긋하게 쉬기 좋아요
61,4.2,2023.09.01.,산바람 시원하고 공기 좋고 굿!!!
62,2.5,2023.08.27.,산책로ㅡㅡ욕망의마음을 잠시나마ᆢ힐링ᆢ
63,4.2,2023.08.26.,안구정화 제대로 하고 오는 곳
64,4.1,2023.08.21.,한 여름에는 사람이 없어서 좋네요!! 내년 여름에도 다시 방문하고 싶어요!!
65,4.7,2023.08.16.,산책하고 쉬기 좋아요.
66,5.0,2023.08.11.,
67,3.2,2023.08.08.,
68,3.8,2023.08.01.,
69,3.8,2023.08.01.,
70,3.0,2023.07.31.,산책하기 좋아요.나들이
71,3.7,2023.07.29.,한번쯤 가볼만 해요
72,3.1,2023.07.22.,장태산휴양림을 알고 나서 2년동안 3번 왔어요 계절마다 색깔이 달라요. 참 매력적이에요
73,4.1,2023.07.22.,"주차하고 트래킹 하듯 한바퀴 돌아도 좋고,
나무아래 마련된 벤치에 누워서 나무를 올려다보는 재미도 좋다.
돗자리를 깔아놓고 한가로움을 즐겨도 좋다.
텐트가 있으면 더욱더 좋켔다."
74,5.0,2023.07.14.,하늘길 뷰가 아주 좋아요~^^
75,4.0,2023.07.01.,
76,2.9,2023.07.01.,
77,4.0,2023.06.17.,
78,4.5,2023.06.15.,
79,4.2,2023.06.09.,언제가도좋고 애견출입가능해 더좋아요
80,4.3,2023.05.26.,산책 코스도 좋고 길게 뻗은 나무들도 좋아요!
81,4.8,2023.05.23.,
82,3.4,2023.05.20.,산에 메타쉐콰이어 나무 숲이 인상적인곳
83,5.0,2023.05.14.,
84,4.1,2023.05.08.,좋은곳나들이 .
85,4.6,2023.05.08.,진짜 대전에 이곳만한곳이 없다.
86,5.0,2023.05.07.,가족과 함께 힐링하기 좋은곳
87,4.0,2023.05.04.,메타세콰이어 맛집!
88,3.7,2023.03.25.,여기는 쉬기 딱 좋음 ..단점은 산책코스가 생각보단 짧음..등산코스는 있음..
89,3.4,2023.02.26.,
90,5.0,2023.02.21.,
91,4.3,2023.02.03.,숲자체는 너무 좋았어요. 단 단점이 있다면 숙소가 늠 추웠어요. 에어컨이 온풍기랑 같이 작동되는거라는것. 나중에 알게됨. 하지만 그래도 웃풍이 장난 아니라는 ㅜㅜ
92,4.0,2023.01.28.,겨울이였지만 멋진 풍경에 만족..숙소는 다소 추웠어요.수건.비누 모두 챙겨 가셔야 합니다.
93,3.6,2023.01.22.,
94,2.2,2023.01.10.,산착하기 딱 좋은곳
95,3.5,2022.12.14.,메타세콰이어 나무를 원 없이 볼 수 있는 곳 주차장 여유 있고 주말에 가지 않아서 모르겠습니다만 아무튼 멋진 곳이었습니다 엄청난 높이의 메타세콰이어 나무를 같은 높이에서 눈높이로 바라볼 수 있는 시설 자체가 매우 훌륭합니다
96,5.0,2022.11.27.,너무 예뻐요 😍 단풍명소
97,1.0,2022.11.25.,"숙소 역대 최악이네요...6인실인데 패드3장, 이불6장 버개6개입니다.패드가 2인용이라는데 그냥 싱글패드입니다.좀더 보태더라도 슈퍼싱글정도 이걸 더블이라고 볼수 없구요.다른 휴양림같은데서는 같은패드 한장이 1인용입니다!여기만 그러네요.춥은데 패드 6명이서 3장가지고 어떻게 잘지 난감하네요;;
추가할려면 
한장당 5천원 더 내야합니다...아무리 뷰가 좋다고 하더라도 2박을 하는 저희로써 최악의 숙소같네요!
휴양림별대로 편의물품도 비치되있는데 있고 없는데 있는데 여기는 아무것도 없습니다."
98,3.5,2022.11.17.,
99,5.0,2022.10.12.,좋아요
100,3.9,2022.10.12.,
101,3.2,2022.08.31.,메타세콰이어숲
102,4.5,2022.08.28.,메타세콰이어 숲에서 편히 쉬다 갈 수 있어서 좋은 곳이에요. 간단하게 음식 싸가져가서 피크닉하기 좋아요.
103,3.5,2022.08.24.,가을에 경치가 특히 좋아요
104,5.0,2022.08.11.,가까운곳에 이런곳이 있다니 자주가서 힐링하고와야겠어요
105,3.1,2022.08.03.,"밤나무에서 일박했는데 에어컨에 곰팡이가 많더군요 눈에 보일정도로 화장실도 애들용변보고냄세가 안빠젔겠거니했는데 나중에 보니 역한냄세가 많이났습니다 
차가 한대밖에 주차를 못해서 조금불편했습니다
화장실겸샤워실에 비누 샴푸없고 실내에 정수기없습니다 전자렌지 밥솥 인덕션등은 다구비되어있습니다 
오시는분들 참고하세요"
106,3.5,2022.06.20.,"숲속 피크닉 즐기기엔 좋은
시설과 관리잘되어 있음."
107,4.0,2022.05.14.,
108,1.2,2022.04.26.,
109,4.5,2022.04.18.,"사진으로만 보다가
직접 와서 보니
감동이고 사진보다
더 예쁘고 좋아요."
110,4.2,2022.04.14.,"대전여행에  기억에 많이 남았어요
이쁘고  아름다운곳"
111,4.6,2022.01.01.,꿀잼도시 대전
112,3.5,2021.12.21.,"장태산이있어
대전에 산다는게 즐겁고 감사할 이유
대전은 갈곳이없다?
장태산모르는사람 하는소리임"
113,3.9,2021.11.13.,무료인데 무료야 너무 좋다.
114,5.0,2021.11.13.,
115,2.8,2021.09.11.,"머가 최고여 ㅋㅋ 주차장에 텐트치고 자는거 같네
옆텐트 코고는소리 그냥 들리네 시바 그리고 먼 바퀴벌레가 이래많어"
116,3.6,2021.08.18.,갓 댐잇 세계적인 휴향림이네요 우리나라 대단합니다
117,3.8,2021.07.29.,
118,3.9,2021.07.11.,
119,4.0,2021.07.11.,
120,4.7,2021.06.25.,
121,4.3,2021.06.14.,"아침일찍가서 사람별로없고좋았음
대전에서 그나마 여행온 듯한 느낌을 준 곳.
초입부터 메타쉐꽈이아~로 분위기 오짐"
122,2.0,2021.06.11.,"말해뭐해 너무 좋은곳입니다.
 근데요~ 올라가는길 편의점인가 전부치고 막걸리팔고 있지요~~
전부치는 기름 냄새가 주말에 가면 온 산에 다 퍼져서
피톤치드 냄새 맡으려고 가는데 전부치는 기름냄새맡고와서 니글거려 혼났어요~~
다른 간식 뭐 술 다 좋은데요~~
전부치지만 말아주세요~~
바로 그옆 그리고 그 아래 쉬는 자리들 
그곳에까지 냄새가 진동하고 전부치는 기름냄새 너무 많이 납니다... 
산속에선 맑은 공기만 마시고 싶어요~ㅠ.ㅠ"
123,5.0,2021.05.29.,
124,3.3,2021.05.12.,
125,5.0,2021.05.12.,
126,4.0,2021.04.30.,Beautiful
127,5.0,2020.11.30.,
128,3.5,2020.11.25.,
129,4.2,2020.10.25.,
130,4.4,2020.10.18.,진짜 5점만점에 6점 주고싶을정도로 잘해놓은듯
131,3.0,2020.09.18.,"평일 오후, 생각보다 사람들이 많았음.
일부 마스크 안 쓰고 다니는 것들과(관리인?이 경고를 해도 쳐다도 안 보더라는)
개님들을 목줄도 안하고 방사?하는 것들과
여럿이 즐겨야할 정자나 전망데크에 버젓이 텐트치고 누워있는 것들이 있어 황당했음!
몇 년 만의 방문인데 방문자수준이 많이 퇴보한 듯!"
132,5.0,2020.05.27.,힐링하기 딱좋은장소
133,3.3,2020.05.19.,Healing in Autumn
134,4.5,2020.04.30.,"무료 코로나19 일부폐쇄
여름 메타세콰이아
갑동숯골맹면
예촌소바"
135,4.3,2020.04.27.,"장태산 가족과 나들이하기 좋은 곳
주변에 식당이 별로 없어서 음료수와 간단 식사 준비
쓰레기는 집으로 가져가세요~^^"
136,4.3,2019.10.17.,호
137,4.4,2019.08.11.,메타세쿼이아 밑에 돗자리 펴고 누워서 잠자기 좋아요. 얕지만 계곡에 발도 담그고. 화장실도 깨끗했어요. 아쉽게도 스카이타워는 공사중(19년 10월 완공예정이라네요.)
138,4.4,2019.06.23.,"대전에서 30분거리에 
이런 휴양림이 있다는 것에 감사할 따름이다.

아이들과 편하게 놀 수 있도록 
안성맞춤으로 꾸며 놓은 명소이고, 
아이들이 놀 수 있는 놀이터가 있어서 더욱 좋다. 

주차는 물론 입장도 무료이고, 
작년인가 문재인 대통령께서 
여름 휴가에 다녀 가신 후에 더욱 알려진 듯 하다. 

근데 이 휴양림에 얽힌 탄생과 
소유에 대한 사연을 들으면 씁쓸해진다."
139,4.4,2018.11.11.,
140,3.9,2018.09.09.,A good place for family’s. Open and lush green place with breathtaking natural sceneries. Highly recommended
141,4.5,2018.05.06.,경치와 시설이 잘 되어있어 좋아요
