,평점,날짜,후기
50,4.2,2023.09.28.,"세종에 가게 된다면 무조건 가야겠다고 몇 년 전부터 다짐했었는데 N년 후 찾아가게 됐네요
가는 길은 그렇게 복잡하지 않았고 버스 정류장 이름도 세종수목원이라 헷갈리지 않게 도착했어요
저는 야간 개장 할 때 갔었고 50%할인 받아 2500원에 갔습니다. 들어가자마자 호롱불을 대여할 수 있고 무료라 받아왔는데 생각보다 이쁘더라구요 
수목원 가는 길 길가에 꽃이 다양하게 예쁘게 장식되어 있던데 너무 이뻐서 사진 찰칵 했습니다.
사진 찍고 건물 안에 들어가니 너무 넓고 분위기 좋았어요
비록 저는 한 번 밖에 못 가서 제대로 못 본 게 많은 것 같아 아쉬웠지만 다음 번에 또 가려구요.
전망대도 너무 이뻐요 밤에 보시면 야경이 지립니다.
여기 다녀와서 세종 살고 싶단 생각이 물씬 들었어요"
51,4.8,2023.09.21.,"비와서 아쉬웠지만 진짜 너무 예뻣던 곳!
날 좋으면 낮에도 가보고싶다"
52,4.8,2023.09.10.,
53,3.4,2023.08.29.,
54,4.8,2023.08.21.,
55,5.0,2023.08.12.,
56,4.9,2023.08.07.,가족이랑 가기 좋은곳
57,5.0,2023.08.04.,야간개장이 훨씬 예뻐용 굿굿 🫶🏻🫶🏻
58,4.8,2023.08.04.,야간개장해서 다녀왔는데 시원하구 너무 좋았어요
59,5.0,2023.07.22.,
60,5.0,2023.07.08.,수목원 전체를 안내하는 전기차 투어가 수목원을 전체적으로 파악하는데 큰 도움이 되었고 수목원의 구성이 방문객이 나들이 휴식을 하고 수목에 대한 지식을 쌓는데 매우 유익했습니다.
61,3.7,2023.07.04.,
62,3.5,2023.06.20.,나들이
63,4.4,2023.06.19.,타지에서 놀러온 친구들 데리고 갔었는데 다들 좋아했어요~! 조금 더웠지만 우산도 대여해줘서 잘 썼습니다ㅎㅎ
64,4.4,2023.06.11.,"(2023.06.11 방문) 참 덥네요. 야외가 대부분이라 일기예보 잘봐야 합니다. 온실은 세개의 테마로 되어 있는데, 볼만합니다. 전망대에 올라가서 보는 것도 좋구요. 온실-한국전통정원-분재원-양서류관찰원-어린이정원 코스로 다녔습니다. 이중에 특히 최고는 한국전통정원입니다. 어린이정원은 어린이 놀이터가 있어서 아이들이 땀뻘뻘 흘리며 즐겁게 노네요. 더울땐 스프레이와 같은 분무가 나와서 온도를 낮춰주네요. 입장 마감이 좀 이른 시간이니 잘 챙겨야 할 것 같아요."
65,3.8,2023.06.11.,우선 엄청나게 넓은 부지에 놀랐다. 온실도 매우 웅장하다. 주차장에는 태양광으로 그늘이 있어 반갑다. 몇군데에 이마트24가 있어서 편리하다. 넓은 부지에 비해 관리상태도 좋은편. 22년 오픈한 수목원이라 아직 신생아급이라고 보면 된다. 몇년후 다시 찾아보고 싶다.
66,4.3,2023.06.09.,수목원안에 볼거리들은 다양하고 좋았는데 다만 너무 인공적인게 느껴졌다  몇년은 더 관리하고 나무도 더 많이 조성되었으면 좋겠다
67,4.0,2023.06.05.,
68,3.8,2023.06.05.,시기마다 공연도 있고 구경거리 많아 좋네요
69,5.0,2023.06.04.,
70,4.8,2023.06.03.,아기자기하게 볼거리가 많고 매우 넓어서 관람 시간 하루 넉넉히 계획하는 게 낫고 타지에서 세종시로 오신 분들은  꼭 한번 둘러보시길 바래요.
71,3.0,2023.06.03.,
72,4.5,2023.05.27.,나무도 많고 가성비도 좋습니다
73,4.4,2023.05.25.,
74,4.2,2023.05.23.,감탄이 나오는 경관입니다.
75,4.9,2023.05.22.,비가와서 상세히 못본게 너무 아쉽네요
76,3.6,2023.05.20.,"뷰 주차 시설 경관 모두 완벽함♥️
갓벽♥️♥️
세종 또놀러가야지~~^^!!"
77,2.9,2023.05.18.,근처에 일이 있으면 가볼 만 하지만 여기만 가려고 세종을 오는것은 비추.
78,4.4,2023.05.16.,"시설이나 볼만한 것들이 입구쪽에 몰려 있네요
외곽쪽에도 신경을 써주셨으면"
79,5.0,2023.05.13.,시설 좋고 아이들과 다니기 좋은곳 사진찍으러 가도 엄청 좋아요
80,5.0,2023.05.12.,"비오는 어린이날 비안맞고 놀기 딱!
밖에 공원도 너무예뻤어요
무지개색 우산이 입구마다 비치되어 편리했습니다."
81,1.8,2023.05.10.,가족끼리 혹은 단체로 놀러가기 좋아요!!!:)
82,4.6,2023.05.07.,
83,3.2,2023.05.06.,산책하러 가끔 갈만함
84,5.0,2023.05.06.,온실도 너무 잘 꾸며놨고 가격도 저렴하고 주차장도 넓고 가족 나들이로 좋아요.
85,3.3,2023.05.06.,
86,3.6,2023.05.06.,매우 정성들여 잘 해놨음
87,4.9,2023.05.05.,예쁜 꽃들을 저렴한 가격에 원없이 볼 수 있는 멋진 수목원. 국립 클라쓰.
88,1.2,2023.05.05.,냉정하게 야외는 현재 많이 부족한건 사실임 다만 앞으로 보완하고 잘가꾼다면 10년후에는 전국구 명소가 되있지않을까싶음
89,5.0,2023.05.04.,
90,4.5,2023.05.03.,
91,4.1,2023.05.03.,나들이
92,3.0,2023.05.03.,좋긴한데 아직은 미완공 상태 라는 느낌
93,4.5,2023.04.27.,5월에 학교에서 간다함🌿
94,4.0,2023.04.11.,
95,3.9,2023.03.14.,넓음. 넓은데 좀 많이 넓은 감이 있다. 중간중간 이쁘게 설치된 조형물 보는 재미도 있고...이곳 역시 학교에서 3번정도 데려간듯.
96,5.0,2023.03.12.,한겨울에도 활짝 핀 꽃과 나무에 열린 바나나도 볼 수있는 세종 수목원 여러번 방문해도  늘 새롭고 기분 좋아요. 주차장도 넓고 실내 수목원도 구경거리 가득해 시간가는줄 모른답니다. 그리고 식당 진짜 빠르고 맛도 괜찮아서 놀랐어요.^^
97,4.4,2023.02.19.,"나들이겸 가기 좋은곳
주차공간 넓고 식물원 말고도 주변 공원이 잘되있어요"
98,4.6,2023.02.10.,넓고 산책하기 좋아요
99,3.4,2023.02.10.,나들이 하기좋아요.
100,3.3,2023.02.02.,거제 식물원 보다 더 좋은 거 같기도...
101,4.7,2023.01.11.,사진 아무렇게나 찍어도 잘 나올 정도로 잘 꾸며?놓음 개관한지 얼마 안되어서 그렇기도 함 매우 넓어서 어린아이 있는집은 유모차 필수
102,3.0,2023.01.09.,딱히 볼건 많이없어용
103,1.8,2022.12.08.,
104,3.2,2022.11.27.,모든게 완벽한 수목원
105,3.6,2022.10.30.,"실내는 너무 더워 뒤질뻔, 실외는 나무들이 아직 너무 어려 땡볕. 본전 생각 나는곳"
106,2.9,2022.10.27.,"국립세종수목원, 고라니가 튤립 먹었다고 고라니 가족 12마리 엽총으로 쏴 죽여"
107,3.4,2022.10.22.,숲이 우거진 수목원의 느낌은 아니네요. 물론 먼 훗날 많이 나무들이 많이 자라면 느낌이 다르겠지만요. 그리고 입구에서 고라니  관련 시위가 있었습니다 😢
108,4.3,2022.10.22.,"한적하게 이곳저곳 걷는데 아름답고 정말 좋았어요
세종시민 하고싶어요"
109,1.8,2022.10.19.,"튤립과 사철나무에 피해를 준다고 엽사를 고용해 고라니 12마리를 사살한 곳
절대 가고싶지않네요"
110,3.7,2022.09.01.,규모도 크고 잘 꾸며놓음. 특히 온실은 일류
111,5.0,2022.08.28.,
112,3.1,2022.08.28.,
113,5.0,2022.08.24.,
114,3.3,2022.08.15.,
115,4.0,2022.08.14.,평일에가서 그런지 사람이 많지 않아 한적하고 좋았음. 세종시 가면 꼭 가보길 추천!
116,4.6,2022.08.09.,데이트 장소로 최고 가족끼리에도 최고 뷰도 좋고 넓어서 하루종일 있어도 좋음 입장료만 조금 저렴했으면^^
117,4.0,2022.08.03.,
118,4.7,2022.06.17.,볼거리도 많고 넓어서 좋아요~ 그리고 예뻐요!
119,3.0,2022.05.29.,예쁘게 잘되어있어 좋아요~~
120,4.7,2022.05.25.,예쁘게 잘 되어있어요. 온실도 좋고 외부 정원도 넓습니다. 여름에는 조금 덥겠어요.
121,4.3,2022.05.24.,잘 만들어놓았지만 이제 자라기 시작해서 10년 후쯤 와야지 싶다 내부 버스투어(?) 같은거 한번 보고 온실 한번 보면 끝
122,4.0,2022.05.21.,"산책 코스로도 좋고
넓어서 운동겸 걸을만 합니다.
우산도 무료로 대여가 되니
세종시민들은 좋겠습니다~
입장료가 5,000원인데 적당한 금액이라고 생각합니다."
123,3.9,2022.05.13.,
124,5.0,2022.05.05.,
125,4.3,2022.05.03.,
126,1.7,2022.04.24.,"수목원이란 명칭과는 어울리지않는 장소임. 조경공원이라든가, 식물원이 더 어울릴듯. 나무가 없이 대부분이 평지에 꽃만 잔뜩이라 나무가 우거진 일반 수목원과 다름. 햇빛을 피할공간이 없음."
127,3.8,2022.04.16.,깔끔하게 관리 잘 되어있음~
128,5.0,2022.04.07.,
129,4.1,2022.03.11.,"자녀 2명이상이면 입장료 무료라서 좋음 
무료가 아니더라도 제값하는 곳

사람들 대부분은 온실에 있음  
아마 전체 방문객중 절반은 온실하고 잔디밭에 있을듯"
130,4.8,2022.03.06.,
131,3.7,2022.03.05.,72시간???
132,2.2,2022.02.25.,실내의 열대우림은 겨울에 가도 더우니 겉옷만 두껍게 입으시고 안에 얇은 옷을 입고 가시는 걸 추천드립니다 풍경이 너무 예뻐서 시간 가는 줄 몰랐어요
133,2.9,2022.02.22.,솔직히 너무 좋아요! 열대우림속도 진짜 같고 예쁘고 세개의 돔이 다 개성있어서 또 가고 싶네요^^;; 세계의 유명한 곳은 많이 다녀봤지만 온실로는 단연 최고이네요!
134,3.5,2022.01.31.,"5000원?
hmm...
그냥 호수공원가세요"
135,5.0,2022.01.31.,
136,3.0,2022.01.21.,
137,3.4,2022.01.14.,사진 찍기 좋음
138,4.7,2022.01.11.,너무편안하고좋았어요.다둥이가족은입장료도무료네요
139,4.4,2021.12.28.,
140,4.7,2021.12.26.,
141,1.2,2021.11.26.,국립인데 영옵을 하네????
142,3.0,2021.11.20.,이뻐요 ㅎ
143,4.1,2021.10.31.,규모가 상당해요 구석구석 다볼려면 몇시간 걸릴듯해요 아직 어린나무들이 많은데 더 자라면 좋을것 같고요
144,2.8,2021.10.26.,"5,000원 입장료 받기에는 너무 해 놓은게 없네요."
145,3.8,2021.10.23.,"가을에 갔더니, 꽃이 져서 아쉬움...
생각보다 넓고 쾌적해서 놀랐다.
입장료 아깝지는 않음"
146,4.7,2021.10.15.,야외가 좀 아쉬워요
147,4.4,2021.10.15.,
148,3.9,2021.09.06.,"음 네 조성한지 얼마안되서 나무들이 그늘을 못만들어요  땡볕에 걸어 다니셔야 하니 양산 필수
사계절 온실만 보세요
미리 예약하셔야 하니 이틀? 전에 하고 가세요
조금 멀어도 대청호쪽 공원 추천드려요"
149,3.6,2021.08.28.,비가 와서 실내 온실만 보고 왔어요. 다음에는 야외 정원도 ^^
150,4.0,2021.06.05.,"평소 못보는 여러 국가에서 자라는 다양한 식물을 볼수 있어 좋았고, 넓은 산책길에 피어 있는 꽃들 구경에 다리 아픈줄 몰랐네요. 벗! 그런데 식당 음식 맛이 기분을 다 망쳐버렸네요. 크게 기대는 안했으나 기본은 되겠지 싶어 방문했는데 돈가스와 오무라이스 모두 맛은 둘째고 끝 맛에 독특한 향이 있어 비위를 상하게 합니다. 참고들 하시고 방문하세요."
151,4.3,2021.05.20.,
152,3.7,2021.05.14.,엄청넓으니양산필수요..
153,5.0,2021.05.10.,
154,5.0,2021.05.10.,예뻐요 그리고 꽃이 많이 피어있더라구요
155,4.2,2021.05.09.,"볼게 많고 산책하기 좋으나,
식물에 특히 관심이 있는 사람이 아니라면 바로 옆 중앙공원과 호수공원에 비해 입장료를 내면서까지 갈 이유는 없을 듯"
156,3.2,2021.04.29.,대부분의 직원들이 친절하나 온실 카페 직원은 매우 싸가지가 없고 불친절하며 맛이 없으니 가지말것
157,5.0,2021.04.25.,
158,4.1,2021.04.09.,"꽃도 예쁘고 잘 가꿔놔서 즐겁게 구경했지만,
매표소 근무자가 너무 융통성이 없어요. 많이 기분 나빴지만 참았습니다.
나이가 90이 넘은 노인네도 주민증을 내놓아야 경로혜택을 줄수있고, 없으면 5천원을 받아야 한다니...
당신은 눈도 없냐? 
꼭 주민증을 보고서야 무료입장을 시켜줍니까?
동네 목욕탕도 그리는 안합니다 !!"
159,3.2,2021.02.11.,좋아요
160,4.9,2021.02.07.,
161,5.0,2021.01.16.,
162,5.0,2021.01.15.,
163,4.3,2020.12.26.,
164,4.5,2020.12.22.,
165,4.0,2020.12.13.,
166,4.0,2020.12.11.,
167,1.6,2020.11.22.,"화장실이 정말 최악입니다.  
작고. 적고. 생각없이 만들었네요"
168,5.0,2020.11.03.,"감사하게도 교육프로그램이 연말까지 
인기가 많아서 예약하기가 어렵네요.
다행이도 하나 신청해서 참석했었습니다.
강사님의 열정으로 호기심과 궁금증으로 조금 더 생각하는시간이 되었죠.

그런데..
신청하고 연락도없이 오지않는 사람이 많아서 놀랐습니다.
""누군가에게는 그 강의가 정말 필요하고, 손꼽아기다려 듣고싶은것""을 수도 있다는 생각이 안드나요?

10명모집이였는데. 문의가 많이와서 15명으로 늘렸다고 하시더라구요. 
그런데. 당일, 반도 오지않았습니다.
신청하고 오지않는일은 없었으면하네요!

무료라고.
'그냥 한번 신청해봐야지'
무책임하게 그러지않길..
노쇼하는사람들은 다른 프로그램도 참가의 기회를 주지않아야합니다!!."
169,4.8,2020.11.02.,오후 2시 전에 오시면 좋아요@ 사계절 온실은 꼭 들려보세요   굉장히 넓어요 ~~ 나무는 좀 애기에요. 큰 공원 생각하시면 좋아요! 여러 테마가 있어 한번에 다 보긴 어려워요
170,3.0,2020.11.01.,"장점
1.세종과 인접한 휴식공간이 많지 않았으나 호수공원과 인접하여 접근성이 유리함.
2.다양한 테마별 관람구역이 많다.(생각보다 많이 넓음)
 예약제인 전시온실을 관람하지 않았으나 이곳저곳 다니면 시간이 빨리지나감

단점
1.정식 개장이 아니어서 그런지 주차관련 유도 및 정리 인원 부제로 주차장 출입구가 혼잡(진입로는 2차선이고 1차로는 대형버스나 대중교통 이용로, 2차로가 일반차량. 진입하여 우측에 주차장이 바로 있으나 버스주차장 혹은 주차금지 구역에 버젓이 주차)
2.수목원 내부 반입 금지품목이 있지만 관리가 되지 않음
(음식물/돗자리) 가족단위로 오신분들이 파고라 하나를 차지하고 자리펴고 식사중이었음."
171,4.7,2020.10.19.,
172,3.9,2020.10.18.,"너무 예쁘고, 멋있어요~ 도심 속 힐링 공간
넓고 깔끔하고, 볼거리도 너무 많고,
정말 강추합니다"
173,3.8,2020.10.18.,화장실이 한칸이예요....줄만 15분은 선듯....뭐지...
174,3.7,2020.10.01.,
