,평점,날짜,후기
31,3.7,2023.08.10.,기대없이 갔는데 조경도 잘되어있고 건물도 관리가 잘되어서 기분 좋게 다녀왔어요~ 아이들은 인성교육관에서 정말 신나게 놀더군요~사진도 많이 찍고 기념품샵에서 대나무 부채도 사고 재미있었어요
32,5.0,2023.08.08.,율곡이이 보러다녀왔어요 분위기좋음 ㅎ
33,3.6,2023.08.03.,
34,3.7,2023.07.31.,
35,4.1,2023.07.31.,정말로 오죽이 있더군요.  오래전 가서 지금 모습은 또 다를 듯. 요즘도 오천원권 꺼내서 비교해 볼까.
36,3.4,2023.07.24.,포토존
37,3.8,2023.07.17.,둘러보기 좋은 곳
38,3.2,2023.07.15.,깔끔한 공원. 입장료는 왜받는지 이해가 안가는 곳 🤔
39,2.8,2023.07.10.,"이번 강릉 여행 하면서 가장 좋았던 곳. 오죽헌이었어요. 입장료 3천원인데 볼 거리 풍성합니다. 둘레길도 적절했고, 박물관과 체험 부스도 꽤 많고 집이나 터 내부를 많이 공개해줘서 몰입돼서 좋았어요."
40,5.0,2023.07.06.,
41,3.5,2023.07.01.,깨끗하고 분위기좋음
42,3.9,2023.06.17.,
43,4.7,2023.06.17.,
44,3.9,2023.05.29.,"1. 걷기좋은 곳입니다.
2. 유적지입니다.
3. 입장료 있고, 무료 주차장입니다."
45,3.8,2023.05.28.,
46,4.7,2023.05.27.,
47,3.6,2023.05.20.,보통
48,4.3,2023.05.20.,
49,5.0,2023.05.18.,
50,4.4,2023.05.17.,"이 지역에 올 때마다 가 봐야지 하면서도 미뤘었는데, 주차도 편안했고  볼거리도 생각보다 많았습니다."
51,4.9,2023.05.14.,great place to go with kids
52,4.3,2023.05.10.,강원도 나들이에 둘러보기좋아요
53,4.8,2023.05.03.,
54,5.0,2023.05.03.,고등학생때 가보고 몇십년 만에  다시 가보니 감회가 새로웠어요. 널고 깨끗한 곳에 역사가 담뿍 담겨 있어요. 해설사님의 노래하는 듯한 멋진 해설이 인상깊어요.
55,3.8,2023.03.11.,
56,4.1,2023.02.25.,"산책겸 걷기좋았고 관람하기에도 넘 좋았어요~ 7살딸아이에게도 유익한 프로그램이었습니다~!

계절마다의 느낌이 달라서
봄과 가을에도 와보고싶네요~"
57,5.0,2023.01.01.,
58,4.4,2022.12.22.,"춥긴했지만,풍경이 좋습니다^^"
59,5.0,2022.12.21.,"江原道地大戶外景點超多❤️❤️❤️「烏竹軒」因房子周圍種植深色竹子而得名，是朝鮮時代大學者「栗谷李珥」與其母「申師任堂」的故居，也是江陵地區最具代表性的古蹟。建於朝鮮時代早期的烏竹軒，是韓國住宅中歷史最悠久的木製建築，也因其在建築史上的重要性，於1963年被指定爲寶物第165號。如果仔細看就會發現李珥和申師任堂分別是韓幣₩5,000和₩50,000紙鈔上的人物。李珥是李元秀與申師任堂的第三個兒子，也是位知名的儒學家，因對國政及教育頗有貢獻，被世人敬佩；申師任堂則是朝鮮中期的女性書畫家、作家、儒學者和詩人，是朝鮮歷史上良妻賢母的典範。
而在園區中還有之前李英愛與韓劇《申師任堂》劇組一同來拍攝時，所留下的手印。"
60,4.0,2022.09.28.,아주 좋은 유적지. 꼭 보고가세요
61,3.6,2022.09.07.,"볼 게 많은게 중요한게 아닙니다
이 장소가 가진 의미가 중요한거죠
해설도 같이 꼭 들으세요 추천추천"
62,4.2,2022.08.18.,"많은 볼거리를 위하기 보단 오죽헌이 가진 의미가 좋았고, 가족들과 잠시 들러 얘기하며 산책하기에도 좋은 공간이었습니다."
63,3.2,2022.08.13.,그다지 볼 것 없음.
64,3.9,2022.07.30.,꽃 피어있는 게 너무 예쁘고 관리가 잘 되어 있는 것 같아요! 산책 겸 해서 적당히 도는데 1시간-1시간 반 정도 되는 것 같습니다. 다만 이렇게 더운 날씨에 실내 기념관?에 에어컨 하나 안 틀어져 있는 건 아쉬웠어요...ㅜㅜ
65,4.9,2022.07.28.,배롱나무 이뻐요~박물관도 있고 아이와 가면 좋을거같아요
66,3.4,2022.07.21.,오죽헌 - 아름다워요
67,3.3,2022.07.07.,
68,4.2,2022.06.03.,볼 건 없어요. 근처에 있다면 잠시 들릴 정도입니다.
69,5.0,2022.05.12.,볼거리들도 많고 자연도 예쁘네요^^
70,3.7,2022.05.10.,산책하기 좋았어요
71,4.6,2022.05.06.,"걷기에 가족단위로 괜찮음 
산책하기도 좋고 어르신들에게도 좋음"
72,4.4,2022.04.24.,덥기 전에 다녀와서 딱 좋았어요~^^
73,4.5,2022.04.20.,고즈넉하니 가볍게  산책하며 걷기좋으네요 강릉오면 꼭 오는곳이기도 하구요.
74,4.3,2022.04.11.,
75,4.8,2022.04.04.,
76,3.4,2022.03.24.,
77,4.2,2022.03.17.,좋아요
78,2.7,2022.02.28.,아이들 교육상 좋아요!
79,4.2,2022.02.14.,
80,3.4,2022.02.04.,"오래전에 방문해서 언제 이렇게 재정비 한지는 모르겠지만
고즈넉한 느낌은 온데간데없고 
그냥 아무곳이나 다있는 그냥 박물관 느낌으로 변질
오죽헌과 상관없는 강릉 유물?들 즐비
3천원 대비 볼게 너무 없었음
실망이다.."
81,4.7,2022.01.29.,"문화재 설명도 잘 되어있고
밥먹고 산책하기 딱좋았음,,"
82,4.5,2022.01.20.,이번 강릉 여행에서 오죽헌이 가장 의미있었던 것 같아요ㅎㅎ 성인 3000원 입장료 내고 들어갔지만 볼 거리가 충분해서 아깝지 않았어요. 설명도 잘 되어있구요! 오죽헌 자체도 예쁘지만 강릉시립박물관도 함께 있어서 구경하기 좋았습니다. 어린이와 함께 가신다면 인성교육관 보고 나가셔요~~ 참여형 문화체험이 가능합니다 ㅎㅅㅎ
83,4.2,2022.01.05.,"문화해설사님 꼭 신청하세요~
너무 뜻깊은 시간이였어요!
정말 감사합니다^^"
84,4.5,2021.12.12.,"즐겁고 유익한 곳이었습니다.
아이들과 같이 가서 좋은 추억 만들고 갑니다.
5천원과 5만원의 의의도 다시.알게.되었습니다."
85,4.5,2021.11.11.,
86,4.8,2021.11.02.,
87,4.4,2021.10.11.,
88,4.4,2021.09.19.,오죽헌 야외/외부 외엔 모두 휴관이라 볼게 별로 없었습니다 코로나 끝나면 재방문하겠습니다
89,4.7,2021.08.13.,문화해설사 선생님 설명 무척 재밌게 들었습니다. 추천합니다.
90,4.5,2021.07.20.,"오죽헌 자체도 멋지지만, 아늑한 숲길과 정원, 정자가 넘 좋았음! 코로나시국이지만 평일이라 사람 별로 없었고 특히 뒤쪽 숲길은 아무도 없어서 홀로 산책하며 힐링하기 넘 좋았음."
91,4.3,2021.07.13.,유적에 비해 공원 면적이 왜 이러나 싶을 정도로 넓은 ㅎㅎㅎ 종류별로 식물들이 있는 게 가장 유니크함
92,2.9,2021.07.06.,"숲 속 산책길과 초충도 화원이 좋았다. 

뜬금없는 드라마 사임당 출연제작진 핸드프린팅은 그렇다 치고, 

입구에 ‘세계최초 화폐 모자 오만원 오천원’ 이건 좀 치우시길. 그분들의 혼과 얼, 인성교육을 논하면서 오만오천원은 너무 저렴하지 않나."
93,4.3,2021.06.29.,"그냥 한옥 건물 좀 있는 관광지인줄 알았는데 의외로 구성이 알차고 잘 꾸며나서 좋았음
특히 신사임당 그림과 매치시켜 키우는 농작물들이 가장 기억이 남음"
94,1.8,2021.06.26.,초딩 고함고리에 애 우는 소리에 소음공해가 엄청남. 뉴스 보도자료와 달리 백신 인센티브도 없습니다.
95,3.4,2021.06.20.,볼거리는 좀 부족하다는 느낌이 들지만 전반적으로 만족
96,3.8,2021.06.20.,좋아요 여름에 더우니 양산 챙기세요
97,3.9,2021.06.07.,사진찍기 좋르아요 푸릇푸릇
98,4.8,2021.05.28.,시설깨끗하고 구경하기 좋았습니다
99,3.5,2021.05.20.,
100,4.8,2021.05.19.,"입장료3천원이고, 산책하기 좋아요~~
돈안아까우니 한번씩 들려봤음 좋겠어요"
101,4.0,2021.05.19.,입장료 3천원. 안에 크게 별건없고 오죽헌 보면 끝이긴한데 날씨가 좋아서 힐링하고옴. 신선처럼 쉬다감^^
102,5.0,2021.05.09.,
103,3.5,2021.04.29.,생각보다 꽃이 많아서 산책 겸 좋아요.
104,2.5,2021.04.12.,"유교사상과 성리학 (정말싫다)
지금도 제사나 남존여비근원...짜증
강릉 간김에 그래도 가보자하여감 
평일 낮이라 그런지 사람 거의없음 실내박물관은 유적물등전시되어있고 생활에 쓰이던 물건들은 어릴때 봤던것들이 제법있음 
후딱후딱 둘러봄 그냥 넓은 공원
날이 이렇게 좋고 사람도 없는데 마스크를 껴야한다는게 아쉬움
별로 볼건없음 둘다 왜 지폐에 있는건지
사임당보단 유관순이 차라리 낫겠고 이순신이 100원짜리가 말이됨? 고구려역사 빼앗으려는 중국견제를 위해서도 5만원권에 광개토대왕을 넣어야하는건데....
난 별로 이이나 사임당의 공헌을 모르겠고 업적에 비해 대우가 좋은듯싶음
한쪽방향 세뇌교육"
105,4.3,2021.01.17.,
106,4.9,2021.01.15.,
107,5.0,2021.01.14.,
108,3.7,2020.12.28.,
109,4.0,2020.12.16.,넓고 볼것두 많아요.
110,4.0,2020.12.06.,볼거리가 많고 가이드설명이 유익해요
111,4.3,2020.12.05.,볼 것도 많았고 유익했어요 날이 좋았다면 아름다웠을듯! 아버지 환갑여행 중 들린 한 곳이었는데 고즈넉하고 좋았습니다 ^^ 강릉오죽한옥마을 숙박 이용시 50퍼 할인 받을 수 있어서 더 좋았어요
112,3.4,2020.11.22.,
113,2.2,2020.11.08.,아래댓글 사람 좋음
114,4.5,2020.10.24.,깨끗하고 좋음
115,5.0,2020.10.06.,좋았습니다.
116,2.7,2020.09.28.,견득사의
117,4.4,2020.09.19.,
118,3.9,2020.07.15.,"구경할거리도 많고
신사임당과 율곡이이에 대해 자세히 알 수 있었습니다
너무나도 인상깊은 곳"
119,5.0,2020.07.09.,이뿜
120,4.0,2020.07.07.,최고
121,3.0,2020.02.14.,20200214
122,5.0,2020.02.08.,"찾기쉽고  잘보존되어잇슴
정비가 잘되어잇슴"
123,4.3,2020.01.21.,산책하기 좋아요
124,3.4,2020.01.14.,"오죽헌 본당만 볼 만 했다
햇빛이 쏟아지고 대나무 날리는 소리도 들려 꽤 오래 머무르다 갔음"
125,5.0,2019.12.23.,
126,3.5,2019.10.03.,개천절을 맞아 갔는데 도로침수로 못감.아쉬어요
127,4.4,2019.09.17.,
128,3.7,2019.08.22.,"역사적 관광지로 좋네요

입장료도 저렴하구요

정원도 나름잘되어있습니다

강릉가시면 필수로가셔야죠"
129,3.9,2019.08.20.,역사관광지.
130,5.0,2019.08.18.,한국의 어미와 아들의 깊은 감동의 역사
131,5.0,2019.07.14.,
132,4.1,2019.04.14.,오천원권에 벼루가 있는지 처음 알게됐다. 미세먼지가 없어서 너무 좋았다.
133,3.7,2019.03.19.,아이들을 위한 교육 장소? ㅋㅋ
134,4.0,2019.03.10.,
135,3.8,2019.02.12.,"가장 오래된 건축물이라고 하던데
보존이 아주 아주 잘 되어 있음"
136,4.5,2019.02.07.,
137,3.7,2018.12.31.,
138,3.6,2018.12.31.,강릉에 왔음 한번쯤은 가봐야죠
139,3.4,2018.12.08.,"잘 관리하고 있는것 같은데, 입장료가 너무 비싸요"
140,4.3,2018.07.26.,박물관이 매우 시원하다
141,3.0,2018.06.25.,
142,3.3,2018.06.13.,
143,3.1,2018.06.10.,18.05.29
144,3.6,2018.05.14.,
145,3.1,2018.01.14.,신사임당.
146,4.1,2017.12.31.,겸사겸사 들러보긴 좋은 곳. 입장료 삼천원은 좀 아까웠지만..
147,4.1,2017.12.20.,"산책하긴 좋네요.
입장료 삼천원은 좀."
148,3.0,2017.12.02.,산책하기에 좋아요-
149,3.6,2016.12.05.,신사임당
150,3.1,2016.08.01.,비추입니다. 사적지.
151,3.3,2016.04.23.,신사임당을 기리며
152,3.6,2016.03.28.,
