,평점,날짜,후기
37,4.6,2023.10.22.,고급스럼고 너무 좋아요. 에어컨도 있네요
38,4.2,2023.10.19.,
39,4.9,2023.10.14.,
40,3.9,2023.10.12.,
41,4.5,2023.10.12.,"연휴때라 대기줄이 길었음
여행간김에 한번은 탈만함
부산 북항에 아시아 최대규모로 생긴다고함"
42,5.0,2023.10.10.,"연휴라 대기줄이 어마어마해습니다
꾹 참고...드디어 승차
천천히 움직여서...바다뷰도 보고
완전 조았네요"
43,3.8,2023.10.02.,졸라 무서워요
44,4.3,2023.10.01.,
45,4.9,2023.10.01.,한번쯤 타볼만한 시설이요^^
46,4.0,2023.09.24.,"잼씀 날씨도 좋구 풍경도 좋구~~
시에서 깨끗하게 관리해서 사진찍기도 너무좋음"
47,5.0,2023.09.21.,
48,4.8,2023.09.17.,너무 재밌었어요
49,5.0,2023.09.17.,"시설이 깨끗하고 잘되어 있습니다
강원도에 볼곳이 하나더 생겨서 너무 좋았습니다"
50,3.8,2023.09.10.,한번쯤 타볼만함
51,5.0,2023.08.25.,
52,4.3,2023.08.20.,좋아요
53,4.2,2023.08.20.,
54,2.6,2023.08.19.,재밌게 잘놀다갑니다
55,5.0,2023.08.18.,역시 내최애 베리굿
56,5.0,2023.08.16.,"속초아이 가볼만 하더라구요!! 
직접 다녀온 리얼여행기 남겨요 ^^ 
https://zzintravel.com//1683"
57,2.8,2023.08.14.,다시 가고싶은 곳이에요. 아이랑 같이 속초 가요
58,5.0,2023.08.12.,
59,4.1,2023.08.12.,"태풍치는 날 밤..
속초아이 구경~♡
정말 구경만..ㅋ"
60,5.0,2023.08.10.,뷰가 좋아서 넘 좋았어요~~
61,4.4,2023.08.10.,흔들림이 많이 없어서 안무섭고 재밌습니다.
62,2.7,2023.08.09.,안에 타면 바다보는거 죽여줌 첨에 고소공포증 있다면 무섭겠다 하겠지만 지나면 괜찮아짐.. 바다 보다가 뒤쪽으로 설악산도 볼수도 있음
63,3.7,2023.08.07.,한번 정도는 경험해볼만한? 두번은 안갈것 같은
64,4.2,2023.08.07.,안에 에어커도 나와요~~~~
65,4.5,2023.08.06.,생각보다 안 흔들리고 넢은 곳에서 버는 뷰가 좋음
66,4.7,2023.08.03.,기다리느라 힘들었지만 뷰 맛집이네요 안쪽도 시원하고 좋았어요 속초에 온다면 한번쯤 가보는것도 좋겠네요 주차가 힘든게 단점..
67,3.7,2023.08.03.,바다 좋지만 덥다
68,5.0,2023.08.01.,웅장한 시설에 놀라고. 뷰에 또 한번 놀라고.멋집니다.
69,3.9,2023.08.01.,여름성수기에 가서 대기만40분..  타면 은근 높아요...  앉은자리에서 자리옮기면.. 흔들거려서 무서웡음
70,5.0,2023.08.01.,"밖에서 보는게 알록달록 너무 예뻤던 속초아이였습니다.
토요일 오후12시반쯤 가서 현장구매하고 대기 한 5분? 하고 바로 입장해서 탑승했네요.
네이버예약은 11-12시만 열려있고 나머지는 다른코스랑 통합권이라..다들 그냥 현장구매 하세요
에어컨도 빵빵하고 좋았습니다아"
71,5.0,2023.07.31.,
72,2.3,2023.07.28.,가격이 많이아쉬워요
73,2.0,2023.07.22.,"주변에 높이 솟은 아파트들이 있어서 생각보다 뷰가 안나오는것 같아요. 대신 바다 뷰만 본다면 탈만 하겠지만 그러기에는 가격이 좀... 
호불호가 있을것 같아요."
74,4.9,2023.07.22.,가격 대비 탑승시간이 넘 짧은 감이 있지만 그래도 뷰도 좋고 괜찮아요~
75,3.9,2023.07.21.,낮에도 예쁘고 밤에도 빛이들어와서 예뻐요👍
76,4.1,2023.07.18.,타보진 않았지만 저녁에 전광판나오는거 짱신기!!
77,4.9,2023.07.17.,"한번도 관람차를 안타봤는데 재미있었습니다. 
안에 에어컨도 있어서 시원하고 뷰도 잘 보이고 좋았네요.
속도도 적당해서 지루하거나 빠르지도 않았습니다."
78,4.3,2023.07.13.,한 번 쯤은! 타 볼만 한 것 같아요 탁 트인 바다 볼 수 있어요
79,4.1,2023.07.09.,
80,4.2,2023.07.08.,"기다릴 필요는 없어서 좋아요
다만 블루투스 연결이 안되고
하중이 실린 쪽은 기우는게 고소공포증이 있다면 안타는게 좋을것 같아요. 아주 천천히 움직이고 뷰도 좋습니다"
81,3.8,2023.07.02.,
82,4.6,2023.07.01.,
83,3.9,2023.06.26.,네이버 예약 마감이라해서 못 탈 줄 알았는데 지나가다 들리니 현장 발권은 가능하네요! 꼭 탈 정도는 아니것 같고 한번쯤음 타봐도 괜찮을거 같네유 아직 지어진지 얼마 안되서 그런지 내부도 시원하고 깔끔? 놀이기구 잘 못타서 그런지 생각보단 무서웠습니다 ㅎㅎ
84,5.0,2023.06.22.,
85,4.3,2023.06.21.,
86,4.1,2023.06.18.,한번쯤 경험으로 타볼만함 가격은 비싼듯..?
87,5.0,2023.06.16.,
88,4.3,2023.06.14.,"속초까지 갔으니 한 번 타볼만한.
생각보다 실내가 좋아서 놀랐는데 애들은 재미가 없다고..."
89,3.7,2023.06.13.,
90,4.1,2023.06.11.,
91,4.6,2023.06.10.,
92,4.3,2023.06.10.,
93,3.9,2023.06.06.,"야경이 더 이쁜거 같아요
배경으로 사진찍기 좋은듯"
94,3.2,2023.06.05.,비싸지만 좋은 기억이였어요
95,5.0,2023.06.01.,좋았어요
96,3.4,2023.06.01.,한 번쯤 타보면 딱인 것 같아요~ 배경으로 사진 찍으면 예뻐요!
97,4.3,2023.05.30.,
98,4.7,2023.05.28.,"비, 안개 때문에 오히려 운치있어보이네요^^"
99,5.0,2023.05.20.,"여거는 무조건 들려보는 곳입니다
공사후 깔끔하고 좋은시설이 들어서면서
좋은곳으로 변모해 가네요"
100,4.4,2023.05.20.,가격과 숙소 상태 매우 좋습니다
101,5.0,2023.05.20.,
102,3.2,2023.05.19.,"해변에 있어 특별한 경험이고 속초해변뷰도 좋지만
굳이 런던이이를 따라 이름붙여야 했을까..
생각보다 시간이 금방 지나가서 뭔가 아쉬움
그래서 다소 비용이 비싼감이 없지 않다
그래도 멀리서 보는 야경이 예쁨
그치만 두번은 안탈 듯 ㅎ"
103,3.5,2023.05.11.,"속초아이 대관람차+앙젤루스 관람권 =아이패스 구매했습니다 대관람차 대기 시간도 절약하고 갓성비 앙젤루스 관람도 거저할수있어서 가성비 좋았어요
대관람차경치 좋았습니다 즐거운 추억이었어요"
104,5.0,2023.05.07.,에어컨도 나오고 좋음
105,5.0,2023.05.07.,
106,3.3,2023.05.06.,
107,4.4,2023.05.06.,죽기전엔꼭!와봐야할곳
108,4.7,2023.05.05.,비싸지만 뷰는 좋아요.
109,4.2,2023.05.03.,막상 올라갔을때는 티켓 값이 생각나지 않을 정도로 속이 확 트이더라구요. 추천 👍
110,5.0,2023.05.03.,
111,3.9,2023.05.03.,"직원분들  친절함
말 어버버 해도 다 알아들으심ㅋ
온라인예매하는곳 전화받는분들도 몹시 친절해용
속초~  부산에서 가기힘든 곳이지만
또 가고싶은 여행지입니다"
112,4.5,2023.05.03.,
113,5.0,2023.05.03.,
114,4.5,2023.05.03.,
115,4.4,2023.05.02.,나도 이제 늙었나.. 높은곳 무섭네 ㅋㅋ 에어컨도 시원하니 좋네요^^ 의자도 편하고 테이블도 폭신폭신합니다~ 움직이다가 흔들려서 부딧쳐도 안아플것 같아요~ 움직이면 흔들리고 무거운쪽으로 기울어요ㅋㅋㅋ
116,4.6,2023.04.30.,바다 보이는 닭장 ㅋ 바다를 배경으로 사진 찍기는 좋으네요
117,3.9,2023.04.01.,"비싼데 뷰는 좋고 대기는 길어요!
저는 낮에 탔는데 저녁에 한번 더 타보고싶네용"
118,4.1,2023.03.21.,"비싼데 뷰 보기 좋아여!
계단으로 되어있어서 노인분들은 불편하실것 같습니다!"
119,4.6,2023.02.28.,한번쯤 타볼만함.
120,4.4,2023.02.20.,"여긴 뷰 좋아요~
재방문 의사 있어요~"
121,4.1,2023.02.20.,가격은 좀 비싸지만 관람차를 꽉 안채우고 일행별로 나눠서 태워주는 건 매우 좋았어요. 생각보다 균형 안맞으면 잘 흔들려서 무서웠어요 뷰는 죽입니다
122,3.7,2023.02.13.,"악천후 로 인한 운행정지!
다음에 꼭 타봐야지...
바람 많이 불거나 비 오면 미리 전화 해보고 방문 하세요~~"
123,4.5,2023.01.31.,14000원면 비싼 것 같긴해요. 한 번 쯤은 탈만합니다
124,4.3,2023.01.22.,
125,4.2,2022.12.27.,
126,3.6,2022.12.08.,"굳이 ... ^^
한 번 타고 만족!"
127,3.3,2022.11.20.,대기 50분있다고했는데 실제로 30분정도 대기했어요. 생각보다 좀 무서웠지만 한번정도는 타볼만 한 것 같아요!
128,4.7,2022.11.14.,관람차를 타지는 않았지만 야경이 좋아요
129,4.0,2022.11.14.,
130,3.6,2022.11.09.,"흔한 바다뷰.
블루투스가 점검중이라서 아쉬웠음. 
약 15분간 타는데 노래 몇곡 들으니 한바퀴 끝나서
12000원주고 이거 타기엔 좀 비싼듯 함.
사진은 잘나왔음"
131,4.7,2022.10.16.,"속초 앞 바다가 시원하게 내려다 보이구요
설악산도 한뼘 보여요
청초호  귀퉁이도 조금 보이고
저멀리 낙산사까지 볼 수 있어요"
132,4.8,2022.10.07.,
133,3.2,2022.10.03.,기구를 타진않았지만 밤에 너무 예뻐요!
134,3.8,2022.09.28.,속초아이랑 설악산 보러 속초왔어요. 관람차라해서 예전 관람차 생각했는데 깔끔하게 잘 만들어놨네요. 잘 보고 갔습니다~
135,4.8,2022.09.27.,"속초오면 1번정도는 탈만한 속초의 랜드마크같아요. 밖에서 보는건 밤이 이쁘고, 타는건 바다가 보이는 낮이 더 이쁜거같아요. 
건물내 화장실이 없는점과 대기시간이 긴점, 가격이 비싼점은 아쉬워요. 줄서면 화장실 가기 어려워요. 필히 표사기전에 화장실부터 다녀오세요."
136,3.6,2022.09.26.,"그냥 한번쯤 탈만한정도..비쌈 
근데 소인이 초등은 아닌건가요
초등부턴 대인가격이라 당황;;;

밖에서 찍는사진이 더 이쁜듯"
137,4.2,2022.09.22.,화장실 너무 더럽고 주차도 유료에요. 근처에 길거리 음식이 다양하게 많아요. 시간대를 잘 맞춰가서 뷰는 좋았어요. 관람차 가격도 나쁘지않아요. 사람이 너무 많고 관람차 쪽에는 화장실등 편의시설이 부족합니다.
138,3.1,2022.09.19.,관광용으로 딱 한번 타기는 괜찮은데 그냥 해지고 배경으로 찍는게 타면서 찍는것보다 훨씬 낫습니다
139,5.0,2022.09.19.,"흑흑 고소공포증이 있는 분들은 신중히,,, 밖에서 볼때는 아주 예뻤습니당 ㅎㅎㅎ"
140,4.2,2022.09.19.,멀리서도 보여요 속초아이 사람이 많아서 타지는 않았음 선선할때 올라가면 좋을듯
141,4.3,2022.09.08.,아직 안타봤지만 속초 뷰를 변화시킨것만으로도 충분히 매력적
142,4.0,2022.09.02.,
143,4.8,2022.08.30.,속초가 이렇게 이쁜 곳이었는지 몰랐어요! 속초아이 진짜 신의 한수 👏
144,3.6,2022.08.28.,"그냥 궁금해서 한번 타보는 정도.. 
보기보다 규모가 작아서 한바퀴 금방 돌아요.. 더울까 걱정했는데 다행히 에어컨은 나오네요
다른분들 말씀대로 그냥 야간에 탑승이 아닌 배경으로 사진찍는게 더 좋을듯 ^^"
145,4.0,2022.08.26.,"밑에서 보는게 더 예쁘네요
위에 올라가면 넘  어두워서 낮에가는걸 추천합니다
입장료는 성인 12000원"
146,4.4,2022.08.25.,
147,4.5,2022.08.22.,비오고 블루투스 연결도 잠시 점검중이어서 아쉬웠어요 하지만 속초가면 또 탈래요~~~날 좋은 날~~~~~ 웨이팅40분 정도?
148,3.4,2022.08.15.,주차는 힘들지만 뷰가 진짜 죽입니다
149,4.4,2022.08.14.,"날씨 좋으니 좋네👍
금요일 저녁인데 줄도 그리 길지않음"
150,4.3,2022.08.13.,"굳이?  줄서고 힘들게 주차하며 12,000원 지불하고 15분을 타야할 특별한 이유가 있을까? 
속초까지 왔는데 최고 명물인 대관람차를 안타보는건 아쉬워서? 라는 이유밖엔..

확실히 대관람차는 속초의 분위기를 바꾸었다. 외국같고, 규모가 큰 놀이동산 같은 설레임을 느꼈다. 
하지만 막상 타보니 (개인적으로는)  아쉬웠다. 쫙 펼쳐진 속초 바다를 볼 수 있어서 좋았지만 그것도 너무 잠깐이었다ㅠ. 그러나 한팀당 한대, 쾌적하고 시원한 내부에서  스쳐가듯 장관을 감상할 수 있기에 한번쯤은 타볼만 하다고 생각된다. 

팁을 드리자면, 
#뙤약볕에 대기줄이 길 수 있으니 양산필요! #한대당 에어컨이 가동되기에 공중에서 물이 뚝뚝 흐름. 양산이나 우산은 꼭 챙길것!
#공영주차장(비성수기 2시간까지 1천원/성수기는 2천원)도 거의 만차라서 주차할 동안 한명은 표를 끊고 대기하면 시간을 좀 단축할 수 있음. 
#파리가 함께 탑승하지 않도록 문닫기 전 살펴볼것!"
151,4.2,2022.08.11.,줄이 너무 길어서 안탔지만 날씨 좋으면 진짜 포토존 왜 인스타에 많이 나오는지 알겠음 타는건 밤에 야경보며 타는게 나을 것 같기듀
152,5.0,2022.08.08.,
153,3.0,2022.08.07.,시스템이 너무 구림..  사람을 뙈약볕에서 한참을 기다리게 하고..  밤에 가던가 날씨 좋을때 가세요... 아니면 사람 쓰러질것같음..
154,4.1,2022.07.29.,그냥 저냥 날씨좋을때타면 좋아요 ㅋㅋ
155,4.1,2022.07.23.,"1시간 대기...해야 해서 관람차 못탔어요 ㅜㅡㅜ 
이걸 타야하는데
대기가 좀 만 적으면 좋겠네요"
156,4.7,2022.07.23.,
157,4.3,2022.07.16.,"인생 첫 대관람차. 15분의 행복♡ 
1인 탑승이라 망설였는제 완전 만족함.

50개의 깜찍한 캡슐들 구경하며 신나는 음악을 듣다보면 점점 흥이 올라옴. 단, 화장실은 꼭 미리.

매표소 줄은 단 3팀뿐이라 신나서 입장하니 두둥~! 
건물 뒤쪽에 3~4줄이;;; 15분 후 펀치 찍고 계단 올라서니 두둥 두둥~!! 탑승층에 또 다른 줄이 또 3~4줄. 총 30분 대기. 토요일치고 운좋은 건가? 관람차 내부도 깔끔하고 냉방 시원해서 기분좋음. 냉방장치에서 물방울이 맺히는 듯.

 좌석은 4인용? 6인도 가능할 듯."
158,3.9,2022.07.05.,오 속초 많이 바뀌었네요. 깜놀.
159,2.5,2022.06.18.,"https://youtu.be/-D72VhgNA-c
[자막뉴스] 승객 내리자마자 절규하는데…대처 미흡했던 속초아이 측 황당 변명"
160,3.1,2022.06.18.,별한개도 아깝다.
161,2.5,2022.06.18.,
162,4.2,2022.06.18.,
163,4.7,2022.06.16.,"닫기 전 한번쯤 스릴을 느껴볼 수 있는 곳
파이널데스티네이션 간접체험"
164,4.6,2022.06.15.,워후 대단한 곳임 ㅋ
165,1.0,2022.06.10.,가려고 검색했더니 위험해서 못 가겠네요 ㅡㅡ;
166,1.0,2022.05.29.,"사고대처를 보니 곧 망할집같으니 타시고 싶으신분들은
빨리가시오"
167,3.0,2022.05.28.,꼭대기쪽에서 강제 문열림 캡슐안 애들 식구들 난리났는데 직원새끼들은 한바퀴만 더 타실께요~~ 이♪♩♬ 타지 말라는 얘기는 아닌데 문쪽에는 앉지 마세요 언제 열릴지 모르니깐요~~  그리고 왜 계속 후기를 삭제하는거죠? 두번 삭제당하고 3번째 쓰는건데 언제까지 삭제하는지 봐야겠네
168,1.4,2022.05.23.,
169,2.9,2022.05.17.,목숨가지고 미숙이라니요..
170,2.3,2022.05.17.,관람차 바닥에 있는 뚜껑이 열리고 문이 안열리는 일이 일어나도 소방서에 신고도 안하고 승객들 그대로 방치하는 곳
171,3.9,2022.05.17.,문조심
172,1.0,2022.05.13.,"여기가 한번타면 문이 안열려서  강제로 3바퀴 돌려 버리고 한다던
공포체험 할수 있다던 관람차가 맞나요?"
173,5.0,2022.05.11.,마스코트 성지순례
174,3.9,2022.05.10.,속초해수욕장 오랜만에 왔는데 대기 긴 것만 빼고는 굿 분위기가 확달라졌네요ㅋ 더 유명해지기 전에 오세요
175,3.6,2022.05.07.,"가격이 비싼감이있긴한데
평생한번만 탈만은 할듯 ㅋㅋ"
176,3.8,2022.05.05.,
177,2.9,2022.05.04.,"평일 오후 바로 입장 
에어컨 빵빵하고 너무 좋았음!!!!!!"
178,4.7,2022.05.02.,"ㄸ바람 부는 동네라 가로로 못놓고 세로로 놔서 최고점 올라가면 나머지 시간은 바다 잘 안보임ㅎ.ㅎ

매표소 옆 바깥까지 줄 서있는 경우 평균 40분 대기 후 탑승 가능.

이 가격에 다시 탈 일은 없을 듯"
179,4.0,2022.04.25.,"여친이 가보고싶다해서 방문.
오전 10시부터 개장이지만 이미 30분전부터 줄서기 해서 기다림. 다행히 10시부터 쭉쭉 입장이 되어서 오래 기다리지않아 탑승.
금방 끝날것 같지만 총 15분정도 회전한다.
금액은 성인12,000원, 소인6,000원, 단체 9,000원
싸다는 생각은 안들지만 이번에 타보면 안타도 된다는 생각으도 타봤다. 그래도 만족.
속초의 랜드마크가 될듯."
180,5.0,2022.04.23.,"여자친구랑 첫 데이트 하기전에 사전답사왔어요!!
내일 여자친구랑 오는데 너무 설레네요!
제발 날씨 좋길..."
181,4.5,2022.04.17.,이뻐요~ 주말에 줄이 장난 아니긴한데 사진찍기 좋아요
182,4.0,2022.04.13.,깨끗하고 재밌어요 ㅎㅎ
