,평점,날짜,후기
28,3.6,2022.05.25.,"갈매기19호 방문했어요
넷이서 술4병 음료수1 랍스터코스오 먹었는데 22만뤈나옴
엄청 배부르게 잘 먹고왔습니다 재방문 한다면 꼭 갈거에요 초반에 산낙지가 나오지만 중간에 산낙지를 쿨하게 서비스로 갑자기 주셔서 감동...너무너무 친절하십니다"
29,3.5,2022.04.09.,안가요
30,4.7,2022.03.07.,"갈매기3호추천입니다ㅎㅎ
2인15만원 비싸지만 추천"
31,4.1,2022.02.12.,오륙도5번 집에서 먹었어요! 멍게랑 해삼을 못먹어서 걱정했는데 사장님께서 전복회랑 낙지를 두세배는 많이 주셨어요ㅜ 완전 갬동쓰... 랍스터는 말할 것도 없고 랍스터회도 맛있고 밥도 비벼먹었는데 맛있었어요! 참기름 맛집 ㅎㅎ 다음에는 자연산 전복 먹으러 또 갈거예요
32,4.2,2022.02.02.,비추천. 안가시고 안 사드시면 될듯합니다
33,1.9,2021.10.04.,"일단 별 1개도 주기 싫은 집입니다.
오륙도10번 다녀왔습니다.
완전 기분 잡쳤습니다. 20만원짜리 랍스터 시켰는데, 2만원 주고 먹기도 아까운집입니다.
그리고 주인분이 너무너무 불친절하며, 먹는 시간내내 불편하여 음식 나오고 먹는데 까지 30분도 안되게 먹었습니다.
깍아달라는 것도 아니고, 돈을 더 달라는것도 아니고, 너무너무 불편하고 기분 상했습니다."
34,3.3,2021.08.27.,오륙도19호에 갔어요! 진짜진짜 맛있고 양도 너무 푸짐해요 다 먹고 온 가족이 배가 터질 뻔 했어요ㅎㅎㅎ 너무 맛있어서 배가 불러도 손이 멈추지가 않더라구요ㅜㅜㅜ 여기 사진에 있는거 말고도 해산물이 몇가지 더 나와요!! 진짜 가성비짱이라는… 그리고 여기 아주머니 진짜 친절하시고 센스도 짱이시고 무엇보다 요리실력이 대박이에요!! 재방문 의사 완전 있습니다:)
35,5.0,2021.05.24.,포장마차촌 야경 영상입니다.  구경하고 가세요 https://youtu.be/3xybXRGz8-k
36,4.3,2021.03.19.,별로. 이제 안갈듯.
37,1.1,2021.03.07.,"랍스터 먹으러 온 사람 아니면 손님 취급 안해줍니다~포장마차처럼 진짜 간단히 먹으러 가실꺼면 초입에 갈매기 1, 2호점인가 거기만 가세요ㅎㅎ들어가봤자 손님 취급 안해주니까요"
38,4.4,2020.11.01.,별루임
39,3.4,2020.10.26.,술이 술술
40,3.9,2020.09.25.,길 한복판에서 먹는게 나을듯
41,3.2,2020.08.08.,"오륙도 8호입니다 별점을 주기싫습니다

산낙지 가볍게 먹으려고 갔는데 주문해도 대답은 없고 무슨 전복이랑 해물라면이랑 나온다고해서소주시켜서 먹는데 산낙지 주문한거 맞냐고 물어봤을 때 맞다해놓고 옆에 사람이 랍스터시키니까갑자기 랍스터 보여주고 사진찍으라고 하고 15만원이라고 알려주더니 갑자기 랍스터 회 내놓고 시켰다고하는 그 장사하는 모습에서 진짜 왜 별점이 낮은지 알았습니다 그렇게 장사하시다니... 손자인지 자식인지 사진 붙여놓고 비오는 날 그렇게 양심없이 장사하는 모습 대단했습니다
유병장수하시고 인생 유탈하세요"
42,2.9,2020.08.08.,"손님을 아주 가려서 받습니다. 

대놓고 베짱장사 합니다.   

한명이서 오면 받아주질 않습니다.  

개불이나 산낙지 두개에 술 시켜도 오만원 나오는 집들인데도..  너무 하네요. 

표정들이 절레절레 손님이 아니라 사람 취급 안합니다. 

사실 랍스타라면으로 유명한 포찻집인데..  
할매들이 바닷가 근처라고 너무하네요..;; 
15만원이상시 써야 손님 취급해줘요. 

해산물 드시려면 근처 호텔&모텔 근처횟집 가세요. 

 위생이나 스키다시가 더 나오거나 그게 낫습니다. 

전 이날 곰장어집에서 산낙지 같이시켜서 해결했습니다.  위생상은 포찻집보다 숙소근처가 더 낫습니다."
43,3.0,2020.08.05.,"사진에 올린곳 정말 너무 친절하고 맛도 좋아요 
여행온건데 기분안좋을까봐 평가 너무 안좋아서 갈까말까하다가 잠깐들린 포장마차촌인데 여기 너무좋고 먹고 구경하는데 다른가게 진짜 손님한테 예의없고 그렇더라구요 평가가 이해가 완벽히 됐습니다!! 
밥을먹고 와서 못먹었지만 파전 , 소라, 홍합 다 너무 맛있어 보였고 드시는분들도 많았어요 먹고 싶어 죽는줄 알았습니다ㅠㅠㅠ
사장님 번창하세요ㅠㅠ 여러분 꼭 가세요 
별점은 다른 못된가게들 때문입니다!! 여기 별점 오점아니 백점이에요!!"
44,3.6,2020.08.03.,별로 가재안먹으면 못앉음 택시기사분들이 비추하는이유가 잇음 그리고 1인당 15만원안먹느면 못앉게함
45,3.2,2019.10.23.,망할곳
46,2.5,2019.10.03.,드러움
47,5.0,2019.08.10.,오륙도 19번 강추합니다! 이모님도 나긋나긋하시고 랍스터 회랑 찜 모두 기억에 남을 최고의 맛 ㅜㅜ 재방문의사 100%
48,1.0,2019.03.16.,진짜 불친절하고 더러워요 가지마세요 개빡치고 옵니다
49,4.3,2018.11.13.,바다마을 갈매기 15 のお店おいしかった(^^)
50,3.2,2018.10.14.,
