,평점,날짜,후기
26,2.0,2023.09.13.,롤러장 시설은좋은데 염색하신 직원분 태도가 참진절하셔서 다시는안가고싶네요 ^^
27,4.0,2023.09.10.,
28,5.0,2023.08.29.,
29,4.2,2023.08.29.,
30,3.0,2023.08.29.,
31,1.0,2023.08.27.,"짱오락실 애들상대로 사행성이 대단하군요.
알바들 멘트들어보면 매출증대를 위해 얼마나 교육받을지가 느껴질정도 입니다.
아니 아이들이 다트풍선을 얼마나 잘던진다고.
자꾸 바닥에 던지는데
6개연속 터뜨려야 사은품을주고
멘트들도 결제하라고 어찌나 닥달을하던지
보다못해 아빠가2만원 결제했지만 6연속 풍선터뜨리긴 확률이 낮습니다. 4ㅡ5개 터뜨려서 작은 사은품이라도 지급하여 동심을 잃지않게하세요"
32,4.0,2023.08.20.,너무더워요 진짜 가만히있어도 막 땀이나요 폭염에 사람도많은데 에어컨쫌 시원하게해주겠어요 앉아있어도 그냥 땀이나요
33,4.9,2023.08.06.,"아이들 놀기 좋습니다
대관람차 좀무섭네요 ㅎㅎ"
34,3.3,2023.07.24.,
35,3.0,2023.07.16.,
36,3.8,2023.07.01.,"VR 게임은 3대 고장나서 1명씩 해야된다고 하고,
총게임은 발사가 제대로 안되고,
카톡플친하면 물준대서 매점에 갔더니 하나 구매해야 준다고 하고..
입장료 아깝습니다 그냥 오락실이나 갈껄"
37,5.0,2023.06.27.,동성로에 놀러가기 좋은곳
38,4.4,2023.06.22.,"건물내에 여러가지 매장과 식당,놀이시설이 있어서 건물안에서만도 놀기 좋음.
엘레베이터가 너무너무 느려서 그것만 개선되면 좋겠음.
바르미 스시뷔페땜에 자주가는곳"
39,4.8,2023.06.18.,
40,4.7,2023.06.11.,
41,4.9,2023.05.19.,대구의 핫플 놀거리
42,4.5,2023.05.10.,
43,5.0,2023.05.05.,
44,5.0,2023.03.18.,
45,3.6,2023.02.25.,대관람차만 탐. 뷰에 비해 가격이 비싼 편인 듯.
46,3.6,2023.01.24.,
47,4.0,2022.12.16.,
48,4.0,2022.10.25.,"꼭대기층 관람차 사진 찍기 최고! 롤러장 있는 층, 안에 클라이밍쪽 기구만 하면 됨. 친절, 재미 최고!"
49,3.4,2022.10.15.,밤에 오면 더 이뻐요! 좋은 대구 여행이었습니다😆
50,3.0,2022.10.12.,"여름엔 더워서 놀러 가지않는곳~ 
시원하게 놀려고 들어갔다가 사우나한 기분~ 죽을뻔했네요 어지간히 아끼는 곳인가봄
가끔 오락실때문에 가긴한다만 그것말곤 재미없네요"
51,3.9,2022.09.23.,대관람차 뒤지게 무섭습니다.
52,3.0,2022.08.22.,"직원교육 쫌 똑바로 시켜야할듯
그렇게 불친절한 직원은 처음 봅니다"
53,3.7,2022.08.14.,
54,4.2,2022.08.14.,"관람차 탔습니다! 🎡
야경 보기에 좋은 거 같아요! 👀
놀이기구 쪽 직원분들은 친절하지 않아요! 🙅🏻‍♀️
일하기 싫다고 손님한테 팍팍 티내고~
좋은 직장 다니시네요 ^^*"
55,4.2,2022.08.11.,"놀이시설도 좋고 가성비가 좋긴 한데 알바생들이 너무 불친절해요.
자기들끼리 떠들때만 신나있고, 고객응대는 거의 반말에 가까운 수준이에요.
27년 평생간 이런 고객응대는 정말 처음인듯 싶네요. 직원 교육이 필요해보입니다."
56,4.3,2022.08.09.,"커플이 데이트하기보다 애들이 있으면 가기 더 좋을거같아요
짧은 시간 재밌게 놀다 왔어요!"
57,1.0,2022.07.09.,"낮12시 더워 죽겠는데 7층 간이 매표소 남.녀 알바 둘이 웃고 떠든다고 손님 안내도 제대로 안하고.
뭐 이런씩으로 안내를 하냐니까.
퉁명스럽게  마이크들고 안내하더니 끝.
또 둘이 붙어서 웃어가며 농담이나 해가며.
알바를 하는건지 연애질을 하는건지.
덥고 짜증이 나는데. 돈 쓰고 화가 더 나는곳."
58,3.6,2022.02.20.,"1층에서 점심먹고 여기서 놀았는데

도심 속의 놀이공원 컨셉 신선함

하늘그네는 일행이 너무 무서워해서 못타봤는데

Big3 표 끊어서 (야놀자로 끊으면 깨알 천원 할인됨)

대관람차 디스크 하늘그네 3개 딱 타면 될거같슴니다

코페르니쿠스는 크게 무섭지도 않은데 너무 일찍 끝나서

살짝 돈아까웠음 오래 쫌 돌려주지

그래도 그거 말고는 사진 찍을 곳도 많고

분위기도 괜찮아서 재밌게 놀다 왔습니다"
59,3.6,2022.01.31.,사진 맛집
60,4.6,2022.01.28.,대구의 새로운 명소
61,3.7,2022.01.27.,너무 좋고 친구들하고 주말에 좋은경험 했습니다 ㅎ
62,5.0,2022.01.19.,"아주 좋아요
관람차 두번 탔어요
방역 철저 하고
직원분들 친절합니다"
63,4.6,2022.01.17.,
64,3.9,2022.01.15.,황소 4분 버팀
65,1.9,2022.01.12.,
66,3.6,2021.12.16.,"디스크오 극악의 난이도..
황소도 어려븜
나머진 넘 쉬움"
67,4.0,2021.12.08.,
68,4.5,2021.11.28.,너무 재미집니다ㅜㅜ
69,4.7,2021.11.21.,"디스코 존잼 여기 작다고 만만하게봤다가 큰코다침,,"
70,4.6,2021.11.15.,"너무 만족스라웟어용
밤에 가면 진국임 개예쁨"
71,4.6,2021.11.15.,
72,4.7,2021.11.12.,황소 만만하게 봤는데 보통 놈 아닙니다.
73,2.0,2021.09.14.,
74,3.8,2021.09.05.,"동성로인 도심에 위치하여 접근성이 좋다.
초등학교 어린이가 놀기 좋은 장소이며 
젊은 사람은 데이트 장소로도 가능하다
인근에 국채보상공원과 2.28공원이 있다."
75,5.0,2021.08.23.,초등학생들 데리고 가기엔 좋은 곳 ㅎㅎ
76,2.6,2021.07.20.,짱오락실 존잼 지폐교환기 쓰세요!! 동전들어가는 기계가 얼마 없음
77,3.6,2021.07.02.,
78,4.2,2021.07.01.,제가 한 코어하는데 인간적으로 황소 난이도가 너무 높습니다.
79,5.0,2021.05.13.,음식도 맛있고 쇼핑하기에도 좋네요! 어뮤즈먼트와 포토존도 잘 조성되어있어서 자주 방문할 예정입니다.
80,4.2,2021.03.26.,남자알바생 노래도 못부르면서 부르지마세요. 관람차타면서 귀청터지는줄.  그럴거면 노래방을 가든가
81,4.0,2020.12.05.,
82,4.0,2020.10.22.,
83,3.2,2020.10.18.,대관람차 타 볼만하네요
84,5.0,2020.07.02.,
