,평점,날짜,후기
39,4.0,2023.10.28.,교복을 얼마많에 입었는지 색다른 데이트 경험할수있어서 좋았고 놀이기구는 눈치싸움으로 줄이 너무길었지만 사진찍으면서 기다렸어요ㅎ
40,4.3,2023.10.24.,
41,2.5,2023.10.22.,시설은 좋은데 놀이기구가 너무 노후화 되었어요 좀 새로 만들었으면 좋겠어요
42,5.0,2023.10.15.,
43,4.4,2023.10.09.,"일찍가는게 좋네요~
늦으니까 엄청복잡하고 사람많은데~...
정말 재밌습니다~!!!^^"
44,4.6,2023.10.06.,대구의 명소라는데 놀만한 게 없다
45,4.5,2023.10.03.,
46,3.8,2023.10.03.,"무서운 놀이기구를 좋아하는데
메가스윙은 역대급입니다 !!!"
47,4.0,2023.10.01.,"1.명절특가 4시 입장료 2만원대에 감.
2.명절이라 가족단위 많았음.
3,어린이놀이기구는 새치기 미쳐버리겠음.
줄 서있는 한놈의 가족들이 계속 새끼치고 들어옴. 
인도놀이동산 온줄..ㅡㅡ 무질서에 따로 관리하는 직원 없음.
4. 연령대가 높은 놀이기구 줄은 새치기가 덜함.."
48,3.9,2023.10.01.,
49,4.6,2023.09.30.,"이월드 무척 좋네요
놀이기구들이 한 곳에 모여 있어서 더 좋아요
대구 도심에 있으니 접근성도 좋네요."
50,3.0,2023.09.18.,"연말연시나 크리스마스, 
봄 벚꽃필때나
가을 단풍질때
더욱 좋아요^^
여름은 음...
치맥패스티벌 할때?!"
51,3.9,2023.09.17.,
52,3.7,2023.09.14.,
53,4.5,2023.09.13.,"일단 제가 많이 놀러가는 곳임.
그리고 자유이용권 하면 하루종일 돌아다닐 정도로 많은 걸을 여러번타도 재밌고요.
83타워쪽에 뷔페도 있음요 좋아요"
54,4.4,2023.09.12.,"아이와놀자 포토존 
    아이들의 성지  월드  사랑입니다~~~~"
55,4.5,2023.09.10.,명실상부 대구의 랜드마크! 불꽃놀이 하는 날 갔더니 북적북적 좋았습니다 ㅎㅎ 아쉬운 점이 있다면 빨리 마감하는 놀이기구들이 9시 넘어서까지도 했으면 좋겠습니다.
56,4.0,2023.08.28.,
57,5.0,2023.08.18.,벚꽃명소 아이와놀자
58,4.6,2023.08.18.,"일단 너무 놀것들이 많고 밤에는
불꽃놀이와 수많은 멋진광경들이
펼쳐진다. 사람이 많지만, 꼭 다시 
갈만한곳"
59,3.8,2023.08.10.,타워 뷰는 좋은데 놀이공원 노후화가 심합니다. 10년만에 가도 변한게 없어요
60,3.9,2023.08.09.,
61,4.0,2023.08.08.,이번에 딸이랑 연간회원권 끊어서 방학기간 시간 날때마다 다니고 있어요. 덥긴 더운데 그늘이 많아서 다닐만 해요. 딸이 키 제한 걸리는게 많아서 아직 놀이기구를 다 타보진 못했지만 그래도 집 근처에 갈만한 놀이공원이 있다는게 감사하네요. 실내에 동물 있는 곳은 냄새가 심하고 관리가 좀 안되는 것 같아서 한번가고 더이상 안가게 되네요.
62,5.0,2023.08.07.,very good!
63,5.0,2023.08.06.,
64,4.4,2023.08.05.,할인 잘 받아서 가면 극강의 가성비~~ 야간권 입장 시 금방 닫는곳들이 있으니 사전에 확인하시길 바랍니다.
65,4.5,2023.08.04.,
66,4.6,2023.08.01.,
67,5.0,2023.07.26.,good
68,5.0,2023.07.23.,
69,2.8,2023.07.14.,나는 아직도 우방타워랜드 라고 부른다 ㅋㅋㅋ ㅋㅋㅋㅋ !!!
70,5.0,2023.07.08.,
71,5.0,2023.06.11.,
72,5.0,2023.06.10.,
73,3.7,2023.06.05.,
74,3.8,2023.05.27.,
75,4.6,2023.05.21.,대구판 에버랜드.png
76,2.5,2023.05.20.,불꽃놀이 최고👍🏻
77,5.0,2023.05.18.,
78,5.0,2023.05.18.,
79,5.0,2023.05.18.,포토존 아이와놀자 벚꽃명소
80,3.8,2023.05.16.,"약간 에버랜드+서울랜드? 느낌인데 재미있어요!!! 아! 티익스가 재미없었다 하시는 분…놀이기구는 기대하지마세요🌝
음식은…여기까지…놀이공원…아닌줄~"
81,5.0,2023.05.13.,"시즌마다 잘 꾸며두어 좋음
갈때마다 재밌음"
82,4.2,2023.05.10.,언제나 재밌고요 줄도 비성수기 때 가면 빨리 줄어서 좋아요 간식도 다양하고요!
83,3.0,2023.05.07.,
84,3.4,2023.05.07.,
85,5.0,2023.05.06.,
86,4.6,2023.05.04.,벚꽃 가득 너무 좋았어요
87,4.0,2023.05.03.,사람이 너무 많았지만... 오랜만에 가서 재밌게 놀다 왔어요. 꽃보러 갔디만 꽃은 다 졌던 ㅠㅠ
88,2.8,2023.05.03.,"입장권이 없어졌어요!
애가 어려 따라다니기만하는데,,
할인해서 어른둘이 5만원넘게
표를 사야하는게,,아깝다!"
89,1.6,2023.04.30.,
90,5.0,2023.04.21.,카멜백이 조금 무서웠지만 가족들이랑 가기 너무 좋았다.회오리 감자 검나 맛있음.
91,5.0,2023.04.19.,"카멜백 너무 무섭지만 스릴있네요.
먹거리도 많고 좋은 추억 만들었네요^^"
92,5.0,2023.04.18.,"요기는 다양한 할거리가 있어 좋네요 
하지만 줄이 너무길어요
그래도 먹을것도 많아 좋네요"
93,5.0,2023.04.18.,"기구가 다양하고 놀거리가 많아서 좋아요~
메가스윙 제미있고 스릴있어욥^^"
94,4.0,2023.04.12.,
95,1.0,2023.04.08.,돈은 돈대로 받으면서 아무리 평일에 사람이 없어도 그렇지 뭐 그리 대낮부터 운행 안하는 놀이기구가 그리 많나요? 점검이나 수리하는것도 아니던데 그리고 저녁 먹고 나오니까 놀이기구 탈만한 것들 다 운행종료 때려버리네요 아직 문닫을 시간도 한참 남았었고 여름이라 낮도 길었는데 덕분에 운행하는 것 중에 안 탄게 범퍼카밖에 없었는데 사람들 많이 몰려서 한참 기다려서 겨우 한번 타고 나왔네요 초등학생때 이후로 십 몇년만에 갔었는데 상당히 실망했고 앞으로 재방문 안할 것 같네요
96,4.3,2023.03.12.,"사실 놀이기구는 별로안좋아해서
야간입장 좋았어요 ㅎㅎ"
97,3.8,2023.03.08.,
98,2.8,2023.02.05.,
99,4.3,2023.02.02.,
100,5.0,2023.01.29.,이월드 눈썰매 진짜 추천 드립니당~~~^^줄은 서야 하지만 재밌어요 그리고 눈썰매 옆에 있는 눈놀이 하는곳에서 눈오리 만들기 재미있어용~~ 진짜 추천드려용🤗
101,2.8,2023.01.23.,직원 성질 개판
102,3.8,2023.01.15.,직원분들 대부분 친절하셨는데 뮤직익스프레스 남자분 좀 센스가 없고 예의가 없고 빨리 퇴근하고 싶어하셨어요.. 서비스직이신데 고객한테 무례하게 말씀하시면 안되죠;
103,4.5,2023.01.11.,
104,3.5,2023.01.01.,불꽃놀이 최고였어요
105,4.9,2022.12.26.,
106,4.7,2022.12.22.,다시 가고싶다..ㅠ
107,5.0,2022.12.18.,
108,4.6,2022.11.17.,"대기줄 평균 3~40분 
하루종일 재미있게 놀다왔어요~!!
바이킹 캐스터분 입담덕에 재미있게 탔었네요
전망대는 아쉬워요~"
109,3.2,2022.11.16.,
110,2.6,2022.11.15.,
111,3.6,2022.11.06.,
112,4.4,2022.10.27.,짜릿해요 존잼 대기줄도 별로 없어요
113,3.4,2022.10.09.,
114,4.8,2022.10.04.,"Nếu gia đình có trẻ em , dẫn vào đây chơi, các bé sẽ rất thích ."
115,4.3,2022.10.02.,10년전이나 지금이나 여전한것같아요 그대로네요. 분명 그대로긴 한데 뭔가 썰렁하고 횅해진 느낌.. 그냥 그래요 그럭저럭
116,1.3,2022.10.02.,감옥가고싶다!!!!!
117,3.6,2022.09.30.,
118,4.4,2022.09.05.,
119,3.8,2022.08.19.,
120,5.0,2022.08.16.,
121,5.0,2022.08.03.,
122,3.2,2022.07.27.,
123,3.4,2022.06.01.,"직원분들 친절하고 좋은데.. 
주말/공휴일엔 줄서기 관리인원 좀 있었으면함. 
개념없는 중딩들 상습 새치기에 
아줌마 1~2명이 대신 줄서는데 나중에 아이들 5명 이상 들어오는 것 보면... 줄서라고 하기도 한두번이지 더 이상 싸우기도 싫어짐.
시민의식 바닥인 인간들 많으니 제발 사람 많은 날엔 질서 관리인원 좀 투입했으면..."
124,4.1,2022.05.26.,
125,4.8,2022.05.05.,
126,4.8,2022.04.26.,재밌습니다!!
127,3.5,2022.04.22.,내 인생최악의 테마파크
128,5.0,2022.04.22.,.
129,3.1,2022.04.15.,
130,5.0,2022.02.27.,
131,4.2,2022.01.14.,이월드는 항상 옳다
132,3.5,2021.12.30.,"부메랑이랑 하늘자전거도 재밌고 83타워랑 합처진게 수도권 놀이공원과 달라서 더 특색있고 재밌었음 특히 야경이 멋짐
근데 디팡은 여자디제이가 하면 타기 싫을듯 ㅋㅋ 튕기는거도 대충하는거같고 멘트도 안하는건지 못하는건지 노잼"
133,3.9,2021.11.28.,
134,3.8,2021.11.18.,
135,5.0,2021.11.03.,할로윈날 잘 놀다갑니다 ㅎㅎ
136,2.2,2021.10.22.,일단  많이기달려야 한시간 줄도없고 딱좋노
137,4.8,2021.09.15.,휴가때 갔는데 놀이기구가 재미있는것도 많고 사진찍는 곳이 많아서 진짜로 좋아요ㅎㅎ 다음에 대구로 올때 이월드 놀러올게요~~
138,2.0,2021.09.09.,
139,4.1,2021.08.26.,대구의 랜드마크
140,3.5,2021.07.16.,직원 친절하고 놀이기구 타기 좋고 83타워가면 대구광역시 시내 보여서 좋았음
141,1.8,2021.06.20.,"ANIMAL ABUSE!! This is the worst place ever. They charge 45000 per person but they can't afford a decent place for their animals in their zoo?
Syrian hamsters caged all together, they fight, they get raped one and another and another time. Nobody cares because there is nobody taking care of them. Poor conditions, hamsters with anxiety symptoms, raccoons stressed out, turtles with no water, snakes and monkeys with no trees to climb and many more.
I DONT RECOMMEND THIS PLACE AT ALL. IT MUST BE CLOSED!!"
142,3.2,2021.05.31.,왜 사람들이 안오는지 기본적인것부터 다시 생각해보시길 권유드립니다. 손님이 적은 평일이라지만 톱질하고 페인트칠하고 안전관리는 없고
143,1.0,2021.05.29.,"Honestly, this place should just get rid of its zoo. Raccoons in a small cage with old spider web adhered to its cover with a pile of shit, two monkeys in a small cage with their own pile of shit, golden hamsters left in a group--they are solitary animals--and the list literally goes on and on. Just try visiting the zoo here and leave your own review. You'll understand what I mean."
144,4.6,2021.05.06.,
145,3.0,2021.04.16.,
146,4.1,2021.02.23.,
147,4.3,2021.02.10.,
148,3.7,2021.02.05.,
149,4.1,2021.01.31.,
150,5.0,2021.01.09.,직원분들 친절하고 사람들이 거리두기도 정말 잘 지키네요 꼭 한번 가보세요:)
151,5.0,2021.01.06.,
152,4.3,2020.12.06.,"23년 전, 아르바이트 했던 곳.  추억에 그냥 별점 선물~~~"
153,3.9,2020.11.08.,"주말인데도 사람이 그렇게 많지 않고 
산책하기에도 좋게 잘 되어있어서 좋았어요."
154,1.5,2020.08.17.,비싸
155,2.7,2020.08.09.,세일받아서 만삼천원으로 좋은 추억 만들고가요♡
156,4.4,2020.05.04.,"스카이웨이 기계점검으로 운행중단. 셔틀 이용해달라 해서 셔틀 타러 갔더니 셔틀도 매월 첫째,셋째 월요일은 운행 안한다 함. 대표번호 전화했더니 이젠 걸어서 올라가라 함... 결국 83타워 포기!
스카이웨이가 언제든지 중단가능성이 있으면, 셔틀버스는 상식적으로 매일 운행해야하지 않을까???

사회적거리두기에 신경써서 좌석을 떨어져앉게 안내하고 매번 안전바를 소독하는 모습은 보기 좋았음.

징검다리 연휴인데도 손님은 그리 많지 않았으나,
좌석을 띄워앉다보니 1회 수용인원이 적으면서 인기많은 어트랙션은 조금 웨이팅 있음. 운행 안하는 경우도 많았음."
157,1.8,2020.05.02.,
158,4.8,2020.02.08.,정말 최고! 大邱に来たらここはオススメです！Facebook割引もあるので活用してください。
159,3.4,2020.01.27.,
160,3.3,2020.01.26.,별로 기다리지 않아도 놀이기구 거의 다 탈수있고 재밌었어요! 별빛축제 기간에 갔는데 생각보다 화려하고 예뻐요!
161,5.0,2019.08.25.,
162,2.3,2019.08.18.,위험해서 이월드 가것냐 딴데 가야지
163,3.0,2019.07.17.,여기서 여자친구만남 ㅎㅎ 헿
164,4.3,2019.04.01.,"국내 놀이공원중 제일 마음에듭니다.
내부음식도 저렴하게 판매되고있고
일루미네이션 꽉꽉차있습니다
넓지않아서도 다니기 편했습니다 
메가스윙...  진짜 재밌었습니다"
165,4.8,2019.01.11.,
166,1.6,2018.12.25.,
167,3.9,2018.10.06.,
168,3.1,2018.09.29.,"주말인데도 대기시간은 짧은 편~
놀이기구도 생각보다 재밌는 것 많아요. 
먹거리는 으악!
라면 시켰는데 4,500원짜리 부대찌개라면에
쏘세지 조각만 있어요. 계란도 없네요ㅜㅜ"
169,5.0,2018.06.01.,
170,4.1,2018.05.13.,
171,2.7,2018.03.27.,
172,3.3,2017.12.27.,좋아요
173,4.4,2017.11.06.,
174,3.2,2017.01.01.,
