,평점,날짜,후기
67,3.6,2023.05.04.,"생각보다 볼것도 할것도 별로 없어요... 근처에 시장들이 엄청 큰줄 알았는데 밖에만 그렇고 쏘쏘.. 
딸기모찌나 쑥초코파이같은 ‘요즘들어 갑자기’핫해진 거 줄서서 사는 거 아니면 여행할 때 굳이 갈 필요는 없을 것 같아요"
68,4.4,2023.05.04.,
69,4.7,2023.05.03.,"이순신광장 앞 딸기모찌 본점 추천합니다!
일본에서 모찌먹었을 땐 별로였는데 여긴 진짜 맛있어요 딸기도 향긋하고 달달새콤!!"
70,5.0,2023.05.02.,지금 공사중이라서 거북선은 멀리서봐야하지만 가볼만합니다.
71,3.4,2023.03.19.,주차도 안좋고 주말인데도 주정차 단속도 심하고 주차장도 작아서 답도없어요.. 다신 안올거같아요
72,4.1,2023.02.23.,
73,3.9,2023.01.18.,
74,3.3,2023.01.15.,"여기서 무얼할 수 있나요?
예쁘면 참을수 있을텐데.. 그건 아닌거 같네요
그냥 정신 없습니다. 차도 사람도 모든게 정신없는 곳임.."
75,3.2,2022.10.03.,"여수사람은 여기로 다 몰리는 듯;;
진짜 사람많고 복잡..
근처에 맛집 많은 이유
여기서부터 시작해 하멜등대까지 산책로 잘 돼있음."
76,2.2,2022.09.18.,
77,5.0,2022.03.19.,굿
78,3.9,2022.03.04.,"이 것이 진정 광장인지...

여수 밤바다 부른 장범준이...

진짜 이게 이쁜 밤바다인지...

가 본 여행지중 최악인듯...

여수는 향일암 빼면 정말 아닌듯...

다시 올 일 없음..."
79,4.3,2021.12.19.,
80,3.9,2021.12.15.,
81,3.5,2021.10.01.,
82,3.8,2021.09.26.,
83,4.9,2021.09.22.,밤바다 전망이 좋고 인근에 맛집들이 많아서 여수 가면 꼭 한 번 들르는 장소.
84,5.0,2021.09.10.,비가 오기는 했는데 좋았습니다.바로 옆 주차도 편리했습니다.
85,4.5,2021.08.03.,
86,2.8,2021.07.21.,
87,4.3,2021.07.09.,앉아서 쉴 수 있는 곳도 별로 없고 짐 넣어두는 곳도 고장나서 못넣었어요ㅠ
88,4.1,2021.06.27.,
89,3.7,2021.06.08.,"여수밤바다.
좋은 추억 만들다감."
90,3.1,2021.05.05.,
91,3.0,2021.05.02.,
92,5.0,2020.12.18.,
93,3.2,2020.11.18.,주변에 여수당 바다김밥 이순신버거 좌수영바게트 버거 먹으러 가는곳 ㅎㅎ 그냥 관광지로는 별로에요
94,3.2,2020.09.20.,화장실냄새..
95,4.9,2020.02.14.,"매화꽃이 일찍 피어나는곳...
이순신광장"
96,3.8,2020.02.02.,"구냥 한번쯤 가보기 괜찮음
굳이 시간내서 가야할 장소는 아님"
97,3.7,2020.01.03.,"역사적  의미는  있는데   광장으로서는 뭔가 허접함    뭐지?  뮈지?
하면서 그냥지나쳐 가는곳  주변경관은  그럭저럭     옆 어시장  다른데로 이전하지"
98,3.5,2019.10.06.,야경이 예뻐요
99,4.9,2019.10.06.,
100,4.8,2019.09.20.,Good historical spot. I recommend checking out
101,3.9,2019.08.18.,"꼭 들릴이유는 없고 지나가다 있으면 뭐... 
볼거리 놀거리 전혀없음"
102,3.1,2019.06.01.,자전거 재밌었음ㅎㅎ 근데 그거빼곤 할게 없었다..
103,3.6,2019.04.27.,여수의 역사적 의미를 알 수 있음
104,3.2,2017.12.28.,"아이들에게 거북선 교육에 정말 좋은듯...
다른곳과 달리 실내가 잘되어 잇어요."
105,4.0,2017.09.24.,
106,4.8,2017.05.04.,낭만포차 굿
107,3.5,2017.03.12.,"ℹ 전망이 좋은 중앙동 해안가에 위치한 여수해전에서 11승 전승을 거둔 위업을 기리기 위해 2010년에 3월에 개장한 광장.

✌ 여수 중심가와 "" 진남관 "" "" 선어시장 "" 등의 볼거리도 있고 여러가지 유명 먹거리도 있는 곳.

( 사진 - 해안 전경 & 거북선 내부 & 평화의 소녀상 )"
108,2.7,2016.08.15.,
